Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceRound,RaceName
0 days 01:05:56.245000,GAS,10,0 days 00:01:49.983000,22.0,2.0,0 days 01:04:25.450000,,0 days 00:00:42.543000,0 days 00:00:38.526000,0 days 00:00:28.914000,0 days 01:04:48.754000,0 days 01:05:27.280000,0 days 01:05:56.194000,186.0,114.0,251.0,268.0,False,HARD,1.0,True,AlphaTauri,0 days 01:04:06.262000,2020-07-05 13:44:06.485,4,11.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:07.050000,GAS,10,0 days 00:01:55.197000,52.0,3.0,0 days 01:44:27.194000,,0 days 00:00:34.875000,0 days 00:00:44.743000,0 days 00:00:35.579000,0 days 01:44:46.677000,0 days 01:45:31.420000,0 days 01:46:06.999000,276.0,205.0,123.0,134.0,False,HARD,31.0,False,AlphaTauri,0 days 01:44:11.853000,2020-07-05 14:24:12.076,4,8.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:27.749000,PER,11,0 days 00:01:49.475000,22.0,2.0,0 days 01:03:57.359000,,0 days 00:00:39.896000,0 days 00:00:41.186000,0 days 00:00:28.393000,0 days 01:04:18.181000,0 days 01:04:59.367000,0 days 01:05:27.760000,158.0,205.0,259.0,193.0,False,MEDIUM,1.0,True,Racing Point,0 days 01:03:38.274000,2020-07-05 13:43:38.497,4,7.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:02.084000,PER,11,0 days 00:01:56.971000,52.0,3.0,0 days 01:44:18.729000,,0 days 00:00:35.435000,0 days 00:00:45.214000,0 days 00:00:36.322000,0 days 01:44:40.559000,0 days 01:45:25.773000,0 days 01:46:02.095000,250.0,103.0,145.0,141.0,False,MEDIUM,31.0,False,Racing Point,0 days 01:44:05.113000,2020-07-05 14:24:05.336,4,4.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:32.435000,LEC,16,0 days 00:01:50.117000,22.0,2.0,0 days 01:04:01.812000,,0 days 00:00:40.826000,0 days 00:00:40.498000,0 days 00:00:28.793000,0 days 01:04:23.135000,0 days 01:05:03.633000,0 days 01:05:32.426000,151.0,200.0,243.0,183.0,False,HARD,1.0,True,Ferrari,0 days 01:03:42.318000,2020-07-05 13:43:42.541,4,8.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:15.257000,LEC,16,0 days 00:01:47.833000,47.0,3.0,0 days 01:35:46.149000,,0 days 00:00:39.016000,0 days 00:00:40.461000,0 days 00:00:28.356000,0 days 01:36:06.431000,0 days 01:36:46.892000,0 days 01:37:15.248000,150.0,189.0,251.0,152.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:35:27.424000,2020-07-05 14:15:27.647,4,8.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:05.589000,LEC,16,0 days 00:01:55.821000,52.0,4.0,0 days 01:44:24.141000,,0 days 00:00:34.606000,0 days 00:00:46.223000,0 days 00:00:34.992000,0 days 01:44:44.365000,0 days 01:45:30.588000,0 days 01:46:05.580000,259.0,199.0,126.0,146.0,False,MEDIUM,6.0,False,Ferrari,0 days 01:44:09.768000,2020-07-05 14:24:09.991,4,7.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:20.312000,ALB,23,0 days 00:01:50.964000,22.0,2.0,0 days 01:03:47.455000,,0 days 00:00:38.969000,0 days 00:00:41.506000,0 days 00:00:30.489000,0 days 01:04:08.282000,0 days 01:04:49.788000,0 days 01:05:20.277000,237.0,163.0,219.0,274.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:03:29.348000,2020-07-05 13:43:29.571,4,5.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:02.344000,ALB,23,0 days 00:01:49.417000,47.0,3.0,0 days 01:35:31.605000,,0 days 00:00:38.170000,0 days 00:00:41.159000,0 days 00:00:30.088000,0 days 01:35:51.062000,0 days 01:36:32.221000,0 days 01:37:02.309000,265.0,199.0,256.0,190.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:35:12.927000,2020-07-05 14:15:13.150,4,5.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:03.159000,ALB,23,0 days 00:01:56.349000,52.0,4.0,0 days 01:44:20.337000,,0 days 00:00:34.907000,0 days 00:00:45.103000,0 days 00:00:36.339000,0 days 01:44:41.682000,0 days 01:45:26.785000,0 days 01:46:03.124000,243.0,114.0,139.0,151.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:44:06.810000,2020-07-05 14:24:07.033,4,5.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:59.867000,KVY,26,0 days 00:01:44.170000,22.0,2.0,0 days 01:04:35.200000,,0 days 00:00:38.178000,0 days 00:00:38.137000,0 days 00:00:27.855000,0 days 01:04:53.836000,0 days 01:05:31.973000,0 days 01:05:59.828000,227.0,107.0,257.0,262.0,False,HARD,1.0,True,AlphaTauri,0 days 01:04:15.697000,2020-07-05 13:44:15.920,4,12.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:32.523000,KVY,26,0 days 00:01:48.009000,47.0,3.0,0 days 01:36:02.798000,,0 days 00:00:38.143000,0 days 00:00:41.081000,0 days 00:00:28.785000,0 days 01:36:22.618000,0 days 01:37:03.699000,0 days 01:37:32.484000,234.0,188.0,256.0,193.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:35:44.514000,2020-07-05 14:15:44.737,4,12.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:10.326000,KVY,26,0 days 00:01:54.212000,52.0,4.0,0 days 01:44:31.326000,,0 days 00:00:35.530000,0 days 00:00:43.648000,0 days 00:00:35.034000,0 days 01:44:51.605000,0 days 01:45:35.253000,0 days 01:46:10.287000,263.0,120.0,128.0,194.0,False,SOFT,6.0,False,AlphaTauri,0 days 01:44:16.114000,2020-07-05 14:24:16.337,4,11.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:06:00.964000,OCO,31,0 days 00:01:40.493000,22.0,2.0,0 days 01:04:38.880000,,0 days 00:00:35.865000,0 days 00:00:36.517000,0 days 00:00:28.111000,0 days 01:04:56.348000,0 days 01:05:32.865000,0 days 01:06:00.976000,254.0,98.0,258.0,260.0,False,HARD,1.0,True,Renault,0 days 01:04:20.471000,2020-07-05 13:44:20.694,4,13.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:08.656000,OCO,31,0 days 00:01:54.426000,52.0,3.0,0 days 01:44:29.403000,,0 days 00:00:34.632000,0 days 00:00:44.498000,0 days 00:00:35.296000,0 days 01:44:48.874000,0 days 01:45:33.372000,0 days 01:46:08.668000,276.0,111.0,130.0,144.0,False,HARD,31.0,False,Renault,0 days 01:44:14.230000,2020-07-05 14:24:14.453,4,10.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:26.886000,NOR,4,0 days 00:01:50.203000,22.0,2.0,0 days 01:03:57.083000,,0 days 00:00:40.689000,0 days 00:00:40.452000,0 days 00:00:29.062000,0 days 01:04:17.383000,0 days 01:04:57.835000,0 days 01:05:26.897000,154.0,201.0,219.0,172.0,False,HARD,1.0,True,McLaren,0 days 01:03:36.683000,2020-07-05 13:43:36.906,4,6.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:11.849000,NOR,4,0 days 00:01:49.362000,47.0,3.0,0 days 01:35:41.192000,,0 days 00:00:39.858000,0 days 00:00:38.881000,0 days 00:00:30.623000,0 days 01:36:02.356000,0 days 01:36:41.237000,0 days 01:37:11.860000,252.0,172.0,174.0,181.0,False,MEDIUM,1.0,True,McLaren,0 days 01:35:22.487000,2020-07-05 14:15:22.710,4,7.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:04.505000,NOR,4,0 days 00:01:56.164000,52.0,4.0,0 days 01:44:22.272000,,0 days 00:00:34.857000,0 days 00:00:44.817000,0 days 00:00:36.490000,0 days 01:44:43.209000,0 days 01:45:28.026000,0 days 01:46:04.516000,240.0,199.0,115.0,136.0,False,MEDIUM,6.0,False,McLaren,0 days 01:44:08.341000,2020-07-05 14:24:08.564,4,6.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:14.909000,HAM,44,0 days 00:01:56.918000,22.0,2.0,0 days 01:03:36.459000,,0 days 00:00:37.061000,0 days 00:00:44.199000,0 days 00:00:35.658000,0 days 01:03:55.020000,0 days 01:04:39.219000,0 days 01:05:14.877000,203.0,170.0,174.0,230.0,False,HARD,1.0,True,Mercedes,0 days 01:03:17.991000,2020-07-05 13:43:18.214,4,4.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:01.306000,HAM,44,0 days 00:01:57.246000,52.0,3.0,0 days 01:44:17.037000,,0 days 00:00:34.608000,0 days 00:00:46.461000,0 days 00:00:36.177000,0 days 01:44:38.636000,0 days 01:45:25.097000,0 days 01:46:01.274000,213.0,112.0,136.0,141.0,False,HARD,31.0,False,Mercedes,0 days 01:44:04.060000,2020-07-05 14:24:04.283,4,3.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:48.759000,VET,5,0 days 00:01:50.020000,22.0,2.0,0 days 01:04:17.722000,,0 days 00:00:40.121000,0 days 00:00:40.721000,0 days 00:00:29.178000,0 days 01:04:38.888000,0 days 01:05:19.609000,0 days 01:05:48.787000,196.0,158.0,241.0,199.0,False,HARD,1.0,True,Ferrari,0 days 01:03:58.739000,2020-07-05 13:43:58.962,4,10.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:48.890000,VET,5,0 days 00:01:50.124000,47.0,3.0,0 days 01:36:18.264000,,0 days 00:00:40.849000,0 days 00:00:39.822000,0 days 00:00:29.453000,0 days 01:36:39.643000,0 days 01:37:19.465000,0 days 01:37:48.918000,219.0,177.0,248.0,221.0,False,SOFT,1.0,True,Ferrari,0 days 01:35:58.766000,2020-07-05 14:15:58.989,4,14.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:10.941000,VET,5,0 days 00:01:52.817000,52.0,4.0,0 days 01:44:33.051000,,0 days 00:00:34.935000,0 days 00:00:42.903000,0 days 00:00:34.979000,0 days 01:44:53.087000,0 days 01:45:35.990000,0 days 01:46:10.969000,231.0,105.0,117.0,172.0,False,SOFT,6.0,False,Ferrari,0 days 01:44:18.124000,2020-07-05 14:24:18.347,4,12.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:37.075000,SAI,55,0 days 00:01:52.463000,22.0,2.0,0 days 01:04:05.170000,,0 days 00:00:42.282000,0 days 00:00:39.820000,0 days 00:00:30.361000,0 days 01:04:26.880000,0 days 01:05:06.700000,0 days 01:05:37.061000,207.0,173.0,257.0,226.0,False,HARD,1.0,True,McLaren,0 days 01:03:44.612000,2020-07-05 13:43:44.835,4,9.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:39:03.531000,SAI,55,0 days 00:01:57.478000,48.0,3.0,0 days 01:37:24.604000,,0 days 00:00:35.924000,0 days 00:00:40.573000,0 days 00:00:40.981000,0 days 01:37:41.963000,0 days 01:38:22.536000,0 days 01:39:03.517000,272.0,133.0,169.0,277.0,False,MEDIUM,1.0,True,McLaren,0 days 01:37:06.053000,2020-07-05 14:17:06.276,4,10.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:07.862000,SAI,55,0 days 00:01:54.877000,52.0,4.0,0 days 01:44:28.456000,,0 days 00:00:34.840000,0 days 00:00:44.526000,0 days 00:00:35.511000,0 days 01:44:47.811000,0 days 01:45:32.337000,0 days 01:46:07.848000,272.0,186.0,133.0,159.0,False,MEDIUM,5.0,False,McLaren,0 days 01:44:12.985000,2020-07-05 14:24:13.208,4,9.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:01:10.871000,LAT,6,0 days 00:02:00.782000,22.0,1.0,0 days 01:05:30.316000,,0 days 00:00:39.891000,0 days 00:00:43.610000,0 days 00:00:37.281000,0 days 00:59:49.943000,0 days 01:00:33.553000,0 days 01:01:10.834000,108.0,132.0,117.0,188.0,False,MEDIUM,22.0,True,Williams,0 days 00:59:10.089000,2020-07-05 13:39:10.312,1,2.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:32:02.569000,LAT,6,0 days 00:01:37.124000,47.0,2.0,0 days 01:36:45.633000,,0 days 00:00:39.528000,0 days 00:00:34.854000,0 days 00:00:22.742000,0 days 01:31:04.936000,0 days 01:31:39.790000,0 days 01:32:02.532000,211.0,224.0,270.0,260.0,False,HARD,22.0,True,Williams,0 days 01:30:25.445000,2020-07-05 14:10:25.668,1,1.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:40:10.712000,LAT,6,0 days 00:01:52.812000,52.0,3.0,0 days 01:44:34.507000,,0 days 00:00:34.728000,0 days 00:00:42.144000,0 days 00:00:35.940000,0 days 01:38:52.591000,0 days 01:39:34.735000,0 days 01:40:10.675000,272.0,114.0,116.0,190.0,False,SOFT,2.0,True,Williams,0 days 01:38:17.900000,2020-07-05 14:18:18.123,4,1.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:11.281000,RUS,63,0 days 00:02:14.065000,21.0,2.0,0 days 01:03:15.427000,,0 days 00:00:44.629000,0 days 00:00:52.417000,0 days 00:00:37.019000,0 days 01:03:41.808000,0 days 01:04:34.225000,0 days 01:05:11.244000,102.0,192.0,226.0,106.0,False,HARD,1.0,True,Williams,0 days 01:02:57.216000,2020-07-05 13:42:57.439,4,15.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:03:18.092000,RAI,7,0 days 00:01:43.423000,20.0,2.0,0 days 01:01:54.593000,,0 days 00:00:36.147000,0 days 00:00:39.639000,0 days 00:00:27.637000,0 days 01:02:10.775000,0 days 01:02:50.414000,0 days 01:03:18.051000,300.0,177.0,237.0,289.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:01:34.669000,2020-07-05 13:41:34.892,24,16.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:37:40.244000,RAI,7,0 days 00:01:48.390000,47.0,3.0,0 days 01:36:10.137000,,0 days 00:00:40.477000,0 days 00:00:38.334000,0 days 00:00:29.579000,0 days 01:36:32.290000,0 days 01:37:10.624000,0 days 01:37:40.203000,196.0,158.0,243.0,244.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:35:51.854000,2020-07-05 14:15:52.077,4,13.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:05:13.312000,BOT,77,0 days 00:02:02.933000,23.0,2.0,0 days 01:03:29.047000,,0 days 00:00:39.762000,0 days 00:00:47.506000,0 days 00:00:35.665000,0 days 01:03:50.141000,0 days 01:04:37.647000,0 days 01:05:13.312000,201.0,163.0,203.0,168.0,False,HARD,1.0,True,Mercedes,0 days 01:03:10.379000,2020-07-05 13:43:10.602,4,3.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:00.326000,BOT,77,0 days 00:01:57.837000,53.0,3.0,0 days 01:44:15.437000,,0 days 00:00:35.473000,0 days 00:00:45.737000,0 days 00:00:36.627000,0 days 01:44:37.962000,0 days 01:45:23.699000,0 days 01:46:00.326000,199.0,177.0,137.0,156.0,False,HARD,31.0,False,Mercedes,0 days 01:44:02.489000,2020-07-05 14:24:02.712,4,2.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 00:52:40.042000,GRO,8,0 days 00:01:32.297000,16.0,1.0,0 days 00:57:26.564000,,0 days 00:00:37.594000,0 days 00:00:32.638000,0 days 00:00:22.065000,0 days 00:51:45.356000,0 days 00:52:17.994000,0 days 00:52:40.059000,217.0,224.0,267.0,305.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 00:51:07.745000,2020-07-05 13:31:07.968,1,2.0,True,TRACK LIMITS AT TURN 9,False,False,2020,1,Austrian Grand Prix
0 days 01:05:09.829000,GIO,99,0 days 00:02:17.383000,21.0,2.0,0 days 01:03:12.822000,,0 days 00:00:48.099000,0 days 00:00:52.332000,0 days 00:00:36.952000,0 days 01:03:40.527000,0 days 01:04:32.859000,0 days 01:05:09.811000,112.0,129.0,182.0,152.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:02:52.446000,2020-07-05 13:42:52.669,4,14.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:44:20.680000,GIO,99,0 days 00:02:02.702000,51.0,3.0,0 days 01:42:37.503000,0 days 01:44:16.588000,0 days 00:00:35.937000,0 days 00:00:40.268000,0 days 00:00:46.497000,0 days 01:42:53.897000,0 days 01:43:34.165000,0 days 01:44:20.662000,268.0,143.0,,252.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:42:17.978000,2020-07-05 14:22:18.201,4,13.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:46:13.099000,GIO,99,0 days 00:01:52.419000,52.0,4.0,0 days 01:44:36.147000,,0 days 00:00:34.197000,0 days 00:00:42.542000,0 days 00:00:35.680000,0 days 01:44:54.859000,0 days 01:45:37.401000,0 days 01:46:13.081000,258.0,147.0,103.0,194.0,False,SOFT,2.0,False,Alfa Romeo Racing,0 days 01:44:20.680000,2020-07-05 14:24:20.903,4,13.0,False,,False,False,2020,1,Austrian Grand Prix
0 days 01:27:34.727000,RAI,7,0 days 00:01:26.116000,45.0,2.0,0 days 01:26:26.797000,,0 days 00:00:34.043000,0 days 00:00:30.798000,0 days 00:00:21.275000,0 days 01:26:42.654000,0 days 01:27:13.452000,0 days 01:27:34.727000,300.0,235.0,283.0,304.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:26:08.611000,2020-07-12 14:06:10.633,1,14.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:13:21.351000,SAI,55,0 days 00:01:30.322000,33.0,2.0,0 days 01:12:13.699000,,0 days 00:00:38.952000,0 days 00:00:30.460000,0 days 00:00:20.910000,0 days 01:12:29.981000,0 days 01:13:00.441000,0 days 01:13:21.351000,299.0,232.0,275.0,287.0,False,MEDIUM,1.0,True,McLaren,0 days 01:11:51.029000,2020-07-12 13:51:53.051,1,13.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:52:35.812000,SAI,55,0 days 00:01:26.082000,67.0,3.0,0 days 01:51:28.318000,,0 days 00:00:34.839000,0 days 00:00:30.260000,0 days 00:00:20.983000,0 days 01:51:44.569000,0 days 01:52:14.829000,0 days 01:52:35.812000,282.0,240.0,279.0,280.0,False,SOFT,1.0,True,McLaren,0 days 01:51:09.730000,2020-07-12 14:31:11.752,1,9.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:06:56.001000,HAM,44,0 days 00:01:25.661000,28.0,2.0,0 days 01:05:48.786000,,0 days 00:00:34.666000,0 days 00:00:30.359000,0 days 00:00:20.636000,0 days 01:06:05.006000,0 days 01:06:35.365000,0 days 01:06:56.001000,298.0,236.0,276.0,295.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:05:30.340000,2020-07-12 13:45:32.362,1,2.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:03:35.735000,VER,33,0 days 00:01:24.818000,25.0,2.0,0 days 01:02:28.580000,,0 days 00:00:34.050000,0 days 00:00:30.084000,0 days 00:00:20.684000,0 days 01:02:44.967000,0 days 01:03:15.051000,0 days 01:03:35.735000,285.0,235.0,272.0,280.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:10.917000,2020-07-12 13:42:12.939,1,3.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:54:00.643000,VER,33,0 days 00:01:25.459000,69.0,3.0,0 days 01:52:53.014000,,0 days 00:00:33.794000,0 days 00:00:30.524000,0 days 00:00:21.141000,0 days 01:53:08.978000,0 days 01:53:39.502000,0 days 01:54:00.643000,297.0,239.0,279.0,292.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:52:35.184000,2020-07-12 14:32:37.206,1,3.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:15:05.619000,BOT,77,0 days 00:01:25.416000,35.0,2.0,0 days 01:13:58.268000,,0 days 00:00:34.404000,0 days 00:00:30.427000,0 days 00:00:20.585000,0 days 01:14:14.607000,0 days 01:14:45.034000,0 days 01:15:05.619000,300.0,238.0,279.0,295.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:13:40.203000,2020-07-12 13:53:42.225,1,3.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:16:40.938000,ALB,23,0 days 00:01:27.167000,36.0,2.0,0 days 01:15:32.099000,,0 days 00:00:35.027000,0 days 00:00:31.223000,0 days 00:00:20.917000,0 days 01:15:48.798000,0 days 01:16:20.021000,0 days 01:16:40.938000,289.0,237.0,275.0,286.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:15:13.771000,2020-07-12 13:55:15.793,1,7.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:04:16.163000,GAS,10,0 days 00:01:27.546000,25.0,2.0,0 days 01:03:07.304000,,0 days 00:00:35.130000,0 days 00:00:30.981000,0 days 00:00:21.435000,0 days 01:03:23.747000,0 days 01:03:54.728000,0 days 01:04:16.163000,294.0,227.0,268.0,285.0,False,HARD,1.0,True,AlphaTauri,0 days 01:02:48.617000,2020-07-12 13:42:50.639,1,18.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:33:44.178000,GAS,10,0 days 00:01:26.787000,50.0,3.0,0 days 01:32:36.435000,,0 days 00:00:35.429000,0 days 00:00:30.391000,0 days 00:00:20.967000,0 days 01:32:52.820000,0 days 01:33:23.211000,0 days 01:33:44.178000,291.0,231.0,273.0,294.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:32:17.391000,2020-07-12 14:12:19.413,1,17.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:19:01.281000,RIC,3,0 days 00:01:25.771000,38.0,2.0,0 days 01:17:53.801000,,0 days 00:00:34.394000,0 days 00:00:30.422000,0 days 00:00:20.955000,0 days 01:18:09.904000,0 days 01:18:40.326000,0 days 01:19:01.281000,297.0,237.0,274.0,292.0,False,SOFT,1.0,True,Renault,0 days 01:17:35.510000,2020-07-12 13:57:37.532,1,7.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:21:32.443000,NOR,4,0 days 00:01:27.871000,40.0,2.0,0 days 01:20:23.724000,,0 days 00:00:35.840000,0 days 00:00:30.998000,0 days 00:00:21.033000,0 days 01:20:40.412000,0 days 01:21:11.410000,0 days 01:21:32.443000,286.0,233.0,270.0,290.0,False,MEDIUM,1.0,True,McLaren,0 days 01:20:04.572000,2020-07-12 14:00:06.594,1,10.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:16:17.580000,RUS,63,0 days 00:01:26.229000,35.0,2.0,0 days 01:15:10.424000,,0 days 00:00:34.731000,0 days 00:00:30.655000,0 days 00:00:20.843000,0 days 01:15:26.082000,0 days 01:15:56.737000,0 days 01:16:17.580000,299.0,236.0,277.0,295.0,False,MEDIUM,1.0,True,Williams,0 days 01:14:51.351000,2020-07-12 13:54:53.373,1,17.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:14:28.789000,STR,18,0 days 00:01:25.635000,34.0,2.0,0 days 01:13:21.931000,,0 days 00:00:34.744000,0 days 00:00:30.255000,0 days 00:00:20.636000,0 days 01:13:37.898000,0 days 01:14:08.153000,0 days 01:14:28.789000,298.0,241.0,273.0,296.0,False,MEDIUM,1.0,True,Racing Point,0 days 01:13:03.154000,2020-07-12 13:53:05.176,1,11.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:18:15.766000,KVY,26,0 days 00:01:27.940000,37.0,2.0,0 days 01:17:06.754000,,0 days 00:00:35.536000,0 days 00:00:31.251000,0 days 00:00:21.153000,0 days 01:17:23.362000,0 days 01:17:54.613000,0 days 01:18:15.766000,291.0,227.0,270.0,288.0,False,HARD,1.0,True,AlphaTauri,0 days 01:16:47.826000,2020-07-12 13:56:49.848,1,14.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 00:36:38.200000,LEC,16,0 days 00:02:15.603000,2.0,2.0,0 days 00:34:59.005000,,0 days 00:00:55.473000,0 days 00:00:44.034000,0 days 00:00:36.096000,0 days 00:35:18.070000,0 days 00:36:02.104000,0 days 00:36:38.200000,234.0,180.0,132.0,254.0,False,HARD,1.0,True,Ferrari,0 days 00:34:22.597000,2020-07-12 13:14:24.619,4,19.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:12:30.938000,MAG,20,0 days 00:01:26.926000,32.0,2.0,0 days 01:11:22.674000,,0 days 00:00:34.917000,0 days 00:00:30.900000,0 days 00:00:21.109000,0 days 01:11:38.929000,0 days 01:12:09.829000,0 days 01:12:30.938000,294.0,232.0,269.0,285.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:11:04.012000,2020-07-12 13:51:06.034,1,17.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:20:13.640000,PER,11,0 days 00:01:26.407000,39.0,2.0,0 days 01:19:06.644000,,0 days 00:00:35.348000,0 days 00:00:30.652000,0 days 00:00:20.407000,0 days 01:19:22.581000,0 days 01:19:53.233000,0 days 01:20:13.640000,299.0,236.0,276.0,302.0,False,MEDIUM,1.0,True,Racing Point,0 days 01:18:47.233000,2020-07-12 13:58:49.255,1,8.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:13:53.726000,LAT,6,0 days 00:01:26.838000,33.0,2.0,0 days 01:12:46.108000,,0 days 00:00:35.399000,0 days 00:00:30.556000,0 days 00:00:20.883000,0 days 01:13:02.287000,0 days 01:13:32.843000,0 days 01:13:53.726000,300.0,238.0,275.0,296.0,False,SOFT,1.0,True,Williams,0 days 01:12:26.888000,2020-07-12 13:52:28.910,1,17.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:21:47.304000,GIO,99,0 days 00:01:27.026000,40.0,2.0,0 days 01:20:38.694000,,0 days 00:00:34.800000,0 days 00:00:31.106000,0 days 00:00:21.120000,0 days 01:20:55.078000,0 days 01:21:26.184000,0 days 01:21:47.304000,304.0,232.0,286.0,316.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:20:20.278000,2020-07-12 14:00:22.300,1,14.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 00:34:32.918000,GRO,8,,1.0,1.0,0 days 00:32:59.071000,0 days 00:31:51.627000,,0 days 00:00:32.662000,0 days 00:00:43.243000,,0 days 00:33:49.685000,0 days 00:34:33.016000,294.0,221.0,120.0,291.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:32:48.804000,2020-07-12 13:12:50.826,4,19.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 01:19:33.195000,GRO,8,0 days 00:01:27.914000,38.0,2.0,0 days 01:18:24.406000,,0 days 00:00:35.977000,0 days 00:00:30.957000,0 days 00:00:20.980000,0 days 01:18:41.258000,0 days 01:19:12.215000,0 days 01:19:33.195000,295.0,230.0,272.0,292.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:18:05.281000,2020-07-12 13:58:07.303,1,15.0,False,,False,False,2020,2,Styrian Grand Prix
0 days 00:41:27.900000,OCO,31,0 days 00:01:50.086000,5.0,2.0,0 days 00:40:00.393000,,0 days 00:00:54.617000,0 days 00:00:31.710000,0 days 00:00:23.759000,0 days 00:40:32.409000,0 days 00:41:04.119000,0 days 00:41:27.878000,261.0,235.0,247.0,,False,MEDIUM,1.0,True,Renault,0 days 00:39:37.814000,2020-07-19 13:19:38.014,2,16.0,False,,False,False,2020,3,Hungarian Grand Prix
