Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceRound,RaceName
0 days 01:14:19.287000,RAI,7,0 days 00:02:14.036000,8.0,2.0,0 days 01:12:20.661000,0 days 01:14:15.626000,0 days 00:00:36.708000,0 days 00:00:57.983000,0 days 00:00:39.345000,0 days 01:12:41.966000,0 days 01:13:39.949000,0 days 01:14:19.294000,255.0,198.0,,,False,MEDIUM,8.0,False,Alfa Romeo Racing,0 days 01:12:05.251000,2021-11-14 17:13:05.261,4,17.0,False,,False,False,2021,19,São Paulo Grand Prix
0 days 01:16:23.849000,RAI,7,0 days 00:02:04.562000,9.0,3.0,0 days 01:14:34.639000,,0 days 00:00:40.422000,0 days 00:00:50.486000,0 days 00:00:33.654000,0 days 01:14:59.716000,0 days 01:15:50.202000,0 days 01:16:23.856000,245.0,189.0,254.0,,False,MEDIUM,9.0,False,Alfa Romeo Racing,0 days 01:14:19.287000,2021-11-14 17:15:19.297,4,17.0,False,,False,False,2021,19,São Paulo Grand Prix
0 days 01:43:16.024000,RAI,7,0 days 00:01:34.516000,29.0,4.0,0 days 01:42:02.298000,,0 days 00:00:37.085000,0 days 00:00:38.360000,0 days 00:00:19.071000,0 days 01:42:18.600000,0 days 01:42:56.960000,0 days 01:43:16.031000,300.0,254.0,99.0,,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:41:41.508000,2021-11-14 17:42:41.518,6,19.0,False,,False,False,2021,19,São Paulo Grand Prix
0 days 02:13:52.213000,RAI,7,0 days 00:01:29.789000,53.0,5.0,0 days 02:12:42.577000,,0 days 00:00:35.560000,0 days 00:00:37.422000,0 days 00:00:16.807000,0 days 02:12:57.991000,0 days 02:13:35.413000,0 days 02:13:52.220000,303.0,258.0,304.0,,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 02:12:22.424000,2021-11-14 18:13:22.434,1,12.0,False,,False,False,2021,19,São Paulo Grand Prix
0 days 01:24:35.826000,GAS,10,0 days 00:01:35.301000,14.0,2.0,0 days 01:23:03.243000,,0 days 00:00:35.187000,0 days 00:00:29.829000,0 days 00:00:30.285000,0 days 01:23:35.713000,0 days 01:24:05.542000,0 days 01:24:35.827000,229.0,276.0,297.0,221.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 01:23:00.525000,2021-11-21 14:24:00.535,1,18.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:57:40.201000,GAS,10,0 days 00:01:33.491000,36.0,3.0,0 days 01:56:09.426000,,0 days 00:00:34.518000,0 days 00:00:29.395000,0 days 00:00:29.578000,0 days 01:56:41.229000,0 days 01:57:10.624000,0 days 01:57:40.202000,238.0,280.0,298.0,223.0,False,MEDIUM,6.0,False,AlphaTauri,0 days 01:56:06.710000,2021-11-21 14:57:06.720,1,11.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:33:25.519000,PER,11,0 days 00:01:33.466000,20.0,2.0,0 days 01:31:54.816000,,0 days 00:00:34.564000,0 days 00:00:29.208000,0 days 00:00:29.694000,0 days 01:32:26.616000,0 days 01:32:55.824000,0 days 01:33:25.518000,236.0,274.0,295.0,217.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:31:52.053000,2021-11-21 14:32:52.063,1,12.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:06:09.888000,PER,11,0 days 00:01:31.217000,42.0,3.0,0 days 02:04:41.422000,,0 days 00:00:33.702000,0 days 00:00:28.558000,0 days 00:00:28.957000,0 days 02:05:12.372000,0 days 02:05:40.930000,0 days 02:06:09.887000,236.0,275.0,295.0,222.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 02:04:38.671000,2021-11-21 15:05:38.681,1,7.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:39:19.187000,ALO,14,0 days 00:01:35.017000,24.0,2.0,0 days 01:37:46.926000,,0 days 00:00:34.622000,0 days 00:00:30.142000,0 days 00:00:30.253000,0 days 01:38:18.814000,0 days 01:38:48.956000,0 days 01:39:19.209000,233.0,272.0,294.0,221.0,False,HARD,1.0,True,Alpine,0 days 01:37:44.170000,2021-11-21 14:38:44.180,1,7.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:45:44.798000,LEC,16,0 days 00:01:35.203000,28.0,2.0,0 days 01:44:12.334000,,0 days 00:00:35.089000,0 days 00:00:29.808000,0 days 00:00:30.306000,0 days 01:44:44.699000,0 days 01:45:14.507000,0 days 01:45:44.813000,233.0,278.0,288.0,215.0,False,HARD,1.0,True,Ferrari,0 days 01:44:09.595000,2021-11-21 14:45:09.605,1,13.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:39:37.491000,STR,18,0 days 00:01:33.493000,24.0,2.0,0 days 01:38:06.617000,,0 days 00:00:34.318000,0 days 00:00:29.442000,0 days 00:00:29.733000,0 days 01:38:38.334000,0 days 01:39:07.776000,0 days 01:39:37.509000,222.0,274.0,295.0,220.0,False,HARD,1.0,True,Aston Martin,0 days 01:38:03.998000,2021-11-21 14:39:04.008,1,13.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:18:42.290000,TSU,22,0 days 00:01:36.181000,10.0,2.0,0 days 01:17:08.844000,,0 days 00:00:35.485000,0 days 00:00:30.074000,0 days 00:00:30.622000,0 days 01:17:41.587000,0 days 01:18:11.661000,0 days 01:18:42.283000,230.0,267.0,294.0,220.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:17:06.109000,2021-11-21 14:18:06.119,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:56:28.286000,TSU,22,0 days 00:01:34.630000,35.0,3.0,0 days 01:54:56.368000,,0 days 00:00:35.105000,0 days 00:00:29.624000,0 days 00:00:29.901000,0 days 01:55:28.754000,0 days 01:55:58.378000,0 days 01:56:28.279000,236.0,273.0,299.0,221.0,False,HARD,1.0,True,AlphaTauri,0 days 01:54:53.656000,2021-11-21 14:55:53.666,1,16.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:44:17.743000,RIC,3,0 days 00:01:35.215000,27.0,2.0,0 days 01:42:45.266000,,0 days 00:00:35.584000,0 days 00:00:30.033000,0 days 00:00:29.598000,0 days 01:43:18.117000,0 days 01:43:48.150000,0 days 01:44:17.748000,227.0,275.0,301.0,220.0,False,HARD,1.0,True,McLaren,0 days 01:42:42.528000,2021-11-21 14:43:42.538,1,15.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:41:03.889000,OCO,31,0 days 00:01:33.212000,25.0,2.0,0 days 01:39:33.382000,,0 days 00:00:33.956000,0 days 00:00:29.582000,0 days 00:00:29.674000,0 days 01:40:04.648000,0 days 01:40:34.230000,0 days 01:41:03.904000,232.0,273.0,294.0,221.0,False,HARD,1.0,True,Alpine,0 days 01:39:30.677000,2021-11-21 14:40:30.687,1,12.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:29:58.611000,VER,33,0 days 00:01:32.604000,18.0,2.0,0 days 01:28:28.731000,,0 days 00:00:33.705000,0 days 00:00:29.184000,0 days 00:00:29.715000,0 days 01:28:59.720000,0 days 01:29:28.904000,0 days 01:29:58.619000,237.0,266.0,290.0,217.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:28:26.007000,2021-11-21 14:29:26.017,1,2.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:05:14.969000,VER,33,0 days 00:01:31.322000,42.0,3.0,0 days 02:03:46.412000,,0 days 00:00:33.515000,0 days 00:00:28.648000,0 days 00:00:29.159000,0 days 02:04:17.170000,0 days 02:04:45.818000,0 days 02:05:14.977000,235.0,271.0,294.0,219.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 02:03:43.647000,2021-11-21 15:04:43.657,1,2.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:26:19.794000,VER,33,0 days 00:01:56.876000,56.0,4.0,0 days 02:24:25.660000,,0 days 00:00:44.208000,0 days 00:00:36.802000,0 days 00:00:35.866000,0 days 02:25:07.134000,0 days 02:25:43.936000,0 days 02:26:19.802000,172.0,169.0,293.0,222.0,False,SOFT,4.0,False,Red Bull Racing,0 days 02:24:22.918000,2021-11-21 15:25:22.928,67,2.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:42:30.446000,NOR,4,0 days 00:01:35.241000,26.0,2.0,0 days 01:40:57.922000,,0 days 00:00:34.879000,0 days 00:00:29.884000,0 days 00:00:30.478000,0 days 01:41:30.086000,0 days 01:41:59.970000,0 days 01:42:30.448000,228.0,275.0,297.0,222.0,False,HARD,1.0,True,McLaren,0 days 01:40:55.205000,2021-11-21 14:41:55.215,1,9.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:18:05.162000,NOR,4,0 days 00:01:32.476000,50.0,3.0,0 days 02:16:35.414000,,0 days 00:00:34.307000,0 days 00:00:29.202000,0 days 00:00:28.967000,0 days 02:17:06.995000,0 days 02:17:36.197000,0 days 02:18:05.164000,235.0,283.0,325.0,225.0,False,MEDIUM,1.0,True,McLaren,0 days 02:16:32.686000,2021-11-21 15:17:32.696,2,11.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:31:18.246000,HAM,44,0 days 00:01:34.158000,19.0,2.0,0 days 01:29:46.824000,,0 days 00:00:34.680000,0 days 00:00:29.386000,0 days 00:00:30.092000,0 days 01:30:18.768000,0 days 01:30:48.154000,0 days 01:31:18.246000,231.0,273.0,293.0,219.0,False,HARD,1.0,True,Mercedes,0 days 01:29:44.088000,2021-11-21 14:30:44.098,1,1.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:06:33.016000,HAM,44,0 days 00:01:32.048000,43.0,3.0,0 days 02:05:03.690000,,0 days 00:00:34.035000,0 days 00:00:28.745000,0 days 00:00:29.268000,0 days 02:05:35.003000,0 days 02:06:03.748000,0 days 02:06:33.016000,234.0,278.0,297.0,222.0,False,MEDIUM,1.0,False,Mercedes,0 days 02:05:00.968000,2021-11-21 15:06:00.978,1,1.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:38:39.224000,MSC,47,0 days 00:01:36.726000,23.0,2.0,0 days 01:37:05.247000,,0 days 00:00:36.325000,0 days 00:00:30.407000,0 days 00:00:29.994000,0 days 01:37:38.820000,0 days 01:38:09.227000,0 days 01:38:39.221000,229.0,273.0,295.0,222.0,False,MEDIUM,3.0,False,Haas F1 Team,0 days 01:37:02.498000,2021-11-21 14:38:02.508,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:44:18.147000,VET,5,0 days 00:01:33.904000,27.0,2.0,0 days 01:42:46.971000,,0 days 00:00:34.448000,0 days 00:00:29.841000,0 days 00:00:29.615000,0 days 01:43:18.698000,0 days 01:43:48.539000,0 days 01:44:18.154000,230.0,282.0,320.0,224.0,False,MEDIUM,1.0,False,Aston Martin,0 days 01:42:44.243000,2021-11-21 14:43:44.253,1,16.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:45:34.887000,SAI,55,0 days 00:01:34.761000,28.0,2.0,0 days 01:44:02.800000,,0 days 00:00:34.790000,0 days 00:00:29.984000,0 days 00:00:29.987000,0 days 01:44:34.925000,0 days 01:45:04.909000,0 days 01:45:34.896000,236.0,277.0,298.0,222.0,False,HARD,1.0,True,Ferrari,0 days 01:44:00.126000,2021-11-21 14:45:00.136,1,10.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:32:30.401000,LAT,6,0 days 00:01:35.182000,19.0,2.0,0 days 01:30:58.058000,,0 days 00:00:35.182000,0 days 00:00:30.010000,0 days 00:00:29.990000,0 days 01:31:30.398000,0 days 01:32:00.408000,0 days 01:32:30.398000,224.0,268.0,296.0,220.0,False,HARD,1.0,True,Williams,0 days 01:30:55.219000,2021-11-21 14:31:55.229,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:30:58.824000,RUS,63,0 days 00:01:34.945000,18.0,2.0,0 days 01:29:26.717000,,0 days 00:00:34.860000,0 days 00:00:29.920000,0 days 00:00:30.165000,0 days 01:29:58.738000,0 days 01:30:28.658000,0 days 01:30:58.823000,230.0,268.0,296.0,220.0,False,HARD,1.0,True,Williams,0 days 01:29:23.879000,2021-11-21 14:30:23.889,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 02:19:43.431000,RUS,63,0 days 00:01:33.925000,50.0,3.0,0 days 02:18:12.222000,,0 days 00:00:34.929000,0 days 00:00:29.513000,0 days 00:00:29.483000,0 days 02:18:44.434000,0 days 02:19:13.947000,0 days 02:19:43.430000,233.0,273.0,298.0,222.0,False,SOFT,4.0,False,Williams,0 days 02:18:09.506000,2021-11-21 15:19:09.516,2,18.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:20:13.104000,RAI,7,0 days 00:01:34.528000,11.0,2.0,0 days 01:18:41.287000,,0 days 00:00:34.705000,0 days 00:00:29.791000,0 days 00:00:30.032000,0 days 01:19:13.287000,0 days 01:19:43.078000,0 days 01:20:13.110000,233.0,280.0,318.0,219.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:18:38.576000,2021-11-21 14:19:38.586,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:50:38.910000,RAI,7,0 days 00:01:35.510000,31.0,3.0,0 days 01:49:06.119000,,0 days 00:00:35.157000,0 days 00:00:30.085000,0 days 00:00:30.268000,0 days 01:49:38.563000,0 days 01:50:08.648000,0 days 01:50:38.916000,229.0,283.0,321.0,221.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:49:03.400000,2021-11-21 14:50:03.410,1,19.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:54:53.858000,BOT,77,0 days 00:01:35.500000,34.0,2.0,0 days 01:53:21.090000,,0 days 00:00:35.542000,0 days 00:00:29.845000,0 days 00:00:30.113000,0 days 01:53:53.903000,0 days 01:54:23.748000,0 days 01:54:53.861000,227.0,272.0,295.0,221.0,False,HARD,1.0,True,Mercedes,0 days 01:53:18.358000,2021-11-21 14:54:18.368,1,14.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:52:42.681000,MAZ,9,0 days 00:01:41.988000,32.0,2.0,0 days 01:51:03.438000,,0 days 00:00:39.200000,0 days 00:00:31.418000,0 days 00:00:31.370000,0 days 01:51:39.898000,0 days 01:52:11.316000,0 days 01:52:42.686000,225.0,274.0,313.0,214.0,False,SOFT,4.0,False,Haas F1 Team,0 days 01:51:00.693000,2021-11-21 14:52:00.703,2,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:27:52.725000,GIO,99,0 days 00:01:34.557000,16.0,2.0,0 days 01:26:20.884000,,0 days 00:00:35.052000,0 days 00:00:29.707000,0 days 00:00:29.798000,0 days 01:26:53.222000,0 days 01:27:22.929000,0 days 01:27:52.727000,234.0,275.0,297.0,223.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:26:18.168000,2021-11-21 14:27:18.178,1,20.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:53:41.019000,GIO,99,0 days 00:01:34.244000,33.0,3.0,0 days 01:52:09.506000,,0 days 00:00:34.735000,0 days 00:00:29.949000,0 days 00:00:29.560000,0 days 01:52:41.512000,0 days 01:53:11.461000,0 days 01:53:41.021000,235.0,277.0,298.0,224.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:52:06.775000,2021-11-21 14:53:06.785,2,19.0,False,,False,False,2021,20,Qatar Grand Prix
0 days 01:46:36.550000,GAS,10,,14.0,2.0,0 days 01:43:19.510000,,,0 days 00:00:58.570000,0 days 00:01:15.744000,,0 days 01:45:20.804000,0 days 01:46:36.697000,90.0,146.0,61.0,237.0,False,HARD,1.0,True,AlphaTauri,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,7.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:49.879000,GAS,10,,16.0,3.0,0 days 02:08:14.752000,,,0 days 00:01:02.405000,0 days 00:01:30.351000,,0 days 02:10:19.526000,0 days 02:11:50.107000,105.0,127.0,62.0,186.0,False,HARD,3.0,False,AlphaTauri,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,6.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:20:55.125000,PER,11,,11.0,2.0,0 days 01:18:18.765000,,0 days 00:00:59.813000,0 days 00:00:51.761000,0 days 00:01:04.481000,0 days 01:18:58.898000,0 days 01:19:50.736000,0 days 01:20:55.290000,264.0,129.0,213.0,151.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:17:59.077000,2021-12-05 17:50:06.295,4,8.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:40.133000,PER,11,,14.0,3.0,0 days 01:43:22.230000,,,0 days 00:00:57.641000,0 days 00:01:18.623000,,0 days 01:45:21.525000,0 days 01:46:40.304000,65.0,142.0,43.0,168.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,8.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:21:08.060000,ALO,14,,11.0,2.0,0 days 01:18:41.167000,,0 days 00:00:58.425000,0 days 00:00:42.902000,0 days 00:01:04.966000,0 days 01:19:20.236000,0 days 01:20:03.116000,0 days 01:21:08.214000,214.0,120.0,144.0,75.0,False,HARD,1.0,True,Alpine,0 days 01:18:21.778000,2021-12-05 17:50:28.996,4,15.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:47:01.197000,ALO,14,,14.0,3.0,0 days 01:43:54.362000,,,0 days 00:00:55.683000,0 days 00:01:17.775000,,0 days 01:45:43.444000,0 days 01:47:01.355000,77.0,157.0,41.0,145.0,False,HARD,4.0,False,Alpine,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,15.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:12:10.577000,ALO,14,,16.0,4.0,0 days 02:08:46.491000,,,0 days 00:01:07.457000,0 days 00:01:30.022000,,0 days 02:10:40.591000,0 days 02:12:10.752000,103.0,169.0,71.0,139.0,False,HARD,6.0,False,Alpine,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,13.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 03:02:01.850000,ALO,14,0 days 00:01:52.878000,45.0,5.0,0 days 03:00:29.075000,,0 days 00:00:53.146000,0 days 00:00:30.151000,0 days 00:00:29.581000,0 days 03:01:02.140000,0 days 03:01:32.291000,0 days 03:02:01.872000,275.0,288.0,292.0,287.0,False,SOFT,1.0,True,Alpine,0 days 03:00:08.972000,2021-12-05 19:32:16.190,1,13.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:20:50.346000,LEC,16,,11.0,2.0,0 days 01:18:15.369000,,0 days 00:01:00.748000,0 days 00:00:51.314000,0 days 00:01:02.453000,0 days 01:18:56.612000,0 days 01:19:47.894000,0 days 01:20:50.501000,188.0,133.0,240.0,109.0,False,HARD,1.0,True,Ferrari,0 days 01:17:55.840000,2021-12-05 17:50:03.058,4,6.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:32.394000,LEC,16,,14.0,3.0,0 days 01:43:15.445000,,,0 days 00:00:58.472000,0 days 00:01:14.508000,,0 days 01:45:17.887000,0 days 01:46:32.550000,87.0,188.0,67.0,111.0,False,HARD,4.0,False,Ferrari,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,6.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:52.532000,LEC,16,,16.0,4.0,0 days 02:08:19.199000,,,0 days 00:01:01.683000,0 days 00:01:30.858000,,0 days 02:10:21.702000,0 days 02:11:52.641000,85.0,147.0,37.0,216.0,False,HARD,6.0,False,Ferrari,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,7.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:18:52.381000,STR,18,0 days 00:02:27.675000,10.0,2.0,0 days 01:16:50.848000,,0 days 00:01:04.244000,0 days 00:00:42.100000,0 days 00:00:41.331000,0 days 01:17:28.965000,0 days 01:18:11.065000,0 days 01:18:52.396000,260.0,105.0,242.0,203.0,False,HARD,2.0,False,Aston Martin,0 days 01:16:24.706000,2021-12-05 17:48:31.924,4,19.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:47:09.303000,STR,18,,14.0,3.0,0 days 01:44:06.511000,,,0 days 00:00:56.373000,0 days 00:01:18.246000,,0 days 01:45:51.072000,0 days 01:47:09.503000,62.0,219.0,57.0,224.0,False,HARD,6.0,False,Aston Martin,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,18.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:12:13.567000,STR,18,,16.0,4.0,0 days 02:08:49.334000,,,0 days 00:01:07.434000,0 days 00:01:31.161000,,0 days 02:10:42.461000,0 days 02:12:14.018000,80.0,202.0,48.0,107.0,False,MEDIUM,1.0,False,Aston Martin,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,14.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:45.911000,TSU,22,,14.0,2.0,0 days 01:43:31.509000,,,0 days 00:00:56.140000,0 days 00:01:18.105000,,0 days 01:45:27.805000,0 days 01:46:46.046000,87.0,202.0,35.0,222.0,False,HARD,1.0,True,AlphaTauri,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,11.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:12:07.892000,TSU,22,,16.0,3.0,0 days 02:08:39.936000,,,0 days 00:01:05.901000,0 days 00:01:31.012000,,0 days 02:10:36.892000,0 days 02:12:08.095000,73.0,267.0,47.0,120.0,False,MEDIUM,3.0,False,AlphaTauri,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,12.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:27:00.606000,TSU,22,0 days 00:02:01.649000,24.0,4.0,0 days 02:25:25.815000,,0 days 00:01:01.215000,0 days 00:00:30.614000,0 days 00:00:29.820000,0 days 02:26:00.171000,0 days 02:26:30.785000,0 days 02:27:00.605000,273.0,283.0,288.0,289.0,False,HARD,3.0,False,AlphaTauri,0 days 02:24:58.957000,2021-12-05 18:57:06.175,7,16.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:29.728000,RIC,3,,14.0,2.0,0 days 01:43:11.693000,,,0 days 00:00:58.209000,0 days 00:01:14.262000,,0 days 01:45:15.427000,0 days 01:46:29.799000,82.0,215.0,75.0,128.0,False,MEDIUM,1.0,True,McLaren,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,5.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:43.295000,RIC,3,,16.0,3.0,0 days 02:08:06.365000,,,0 days 00:01:01.653000,0 days 00:01:27.387000,,0 days 02:10:15.869000,0 days 02:11:43.387000,62.0,128.0,81.0,183.0,False,MEDIUM,3.0,False,McLaren,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,4.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:25.940000,OCO,31,,14.0,2.0,0 days 01:43:07.423000,,,0 days 00:00:58.657000,0 days 00:01:11.989000,,0 days 01:45:13.980000,0 days 01:46:26.109000,95.0,142.0,43.0,176.0,False,HARD,1.0,True,Alpine,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,4.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:27.977000,OCO,31,,16.0,3.0,0 days 02:08:00.072000,,,0 days 00:01:02.462000,0 days 00:01:17.393000,,0 days 02:10:10.613000,0 days 02:11:28.213000,87.0,154.0,48.0,64.0,False,HARD,3.0,False,Alpine,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,1.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:13.831000,VER,33,,14.0,2.0,0 days 01:42:58.565000,,,0 days 00:00:57.187000,0 days 00:01:06.387000,,0 days 01:45:07.442000,0 days 01:46:13.994000,84.0,199.0,30.0,165.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,1.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:38.826000,VER,33,,16.0,3.0,0 days 02:07:57.413000,,,0 days 00:01:03.563000,0 days 00:01:23.993000,,0 days 02:10:14.831000,0 days 02:11:38.935000,72.0,116.0,37.0,155.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,3.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:21:06.545000,NOR,4,,11.0,2.0,0 days 01:18:28.873000,,0 days 00:01:03.035000,0 days 00:00:49.161000,0 days 00:01:05.429000,0 days 01:19:11.959000,0 days 01:20:01.180000,0 days 01:21:06.690000,252.0,112.0,162.0,89.0,False,HARD,1.0,True,McLaren,0 days 01:18:08.910000,2021-12-05 17:50:16.128,4,14.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:56.856000,NOR,4,,14.0,3.0,0 days 01:43:48.441000,,,0 days 00:00:52.306000,0 days 00:01:18.002000,,0 days 01:45:38.858000,0 days 01:46:56.977000,64.0,273.0,73.0,233.0,False,HARD,4.0,False,McLaren,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,14.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:12:19.642000,NOR,4,,16.0,4.0,0 days 02:09:06.467000,,,0 days 00:00:59.232000,0 days 00:01:33.322000,,0 days 02:10:46.324000,0 days 02:12:19.912000,264.0,257.0,54.0,87.0,False,HARD,6.0,False,McLaren,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,16.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:20:43.890000,HAM,44,,11.0,2.0,0 days 01:18:02.875000,,0 days 00:01:05.394000,0 days 00:00:53.437000,0 days 00:01:01.738000,0 days 01:18:48.794000,0 days 01:19:42.152000,0 days 01:20:44.021000,140.0,92.0,212.0,155.0,False,HARD,1.0,True,Mercedes,0 days 01:17:43.318000,2021-12-05 17:49:50.536,4,2.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:22.341000,HAM,44,,14.0,3.0,0 days 01:43:01.830000,,,0 days 00:00:58.848000,0 days 00:01:10.910000,,0 days 01:45:11.431000,0 days 01:46:22.415000,83.0,114.0,48.0,177.0,False,HARD,4.0,False,Mercedes,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,2.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 02:11:35.007000,HAM,44,,16.0,4.0,0 days 02:08:02.849000,,,0 days 00:01:04.276000,0 days 00:01:20.787000,,0 days 02:10:14.220000,0 days 02:11:35.175000,74.0,119.0,54.0,119.0,False,HARD,6.0,False,Mercedes,0 days 02:07:52.937000,2021-12-05 18:40:00.155,1,2.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
0 days 01:46:54.973000,VET,5,,14.0,2.0,0 days 01:43:42.244000,,,0 days 00:00:51.356000,0 days 00:01:21.535000,,0 days 01:45:33.457000,0 days 01:46:55.065000,99.0,274.0,45.0,218.0,False,MEDIUM,1.0,False,Aston Martin,0 days 01:42:52.932000,2021-12-05 18:15:00.150,1,13.0,False,,False,False,2021,21,Saudi Arabian Grand Prix
