Sector2Time,FastF1Generated,Sector2SessionTime,LapStartTime,Time,TrackStatus,Team,DeletedReason,Sector1SessionTime,SpeedST,LapStartDate,RaceName,PitInTime,SpeedFL,IsPersonalBest,PitOutTime,FreshTyre,Position,DriverNumber,Deleted,Year,SpeedI2,Compound,Stint,Driver,TyreLife,IsAccurate,LapTime,LapNumber,Sector3Time,Sector1Time,SpeedI1,Sector3SessionTime
0 days 00:00:33.441000,False,0 days 01:25:17.646000,0 days 01:23:51.345000,0 days 01:25:44.512000,1,Williams,,0 days 01:24:44.205000,,2020-10-25 14:03:52.422,Portuguese Grand Prix,,297.0,False,0 days 01:24:21.466000,True,15.0,63,False,2020,187.0,HARD,2.0,RUS,1.0,False,0 days 00:01:53.167000,37.0,0 days 00:00:26.867000,0 days 00:00:52.859000,268.0,0 days 01:25:44.513000
0 days 00:00:32.382000,False,0 days 01:12:36.154000,0 days 01:11:16.913000,0 days 01:13:03.679000,1,Ferrari,,0 days 01:12:03.772000,,2020-10-25 13:51:17.990,Portuguese Grand Prix,,290.0,False,0 days 01:11:40.554000,True,15.0,5,False,2020,189.0,HARD,2.0,VET,1.0,False,0 days 00:01:46.766000,28.0,0 days 00:00:27.523000,0 days 00:00:46.861000,266.0,0 days 01:13:03.677000
0 days 00:00:32.380000,False,0 days 00:50:22.148000,0 days 00:49:01.148000,0 days 00:50:49.451000,1,Alfa Romeo Racing,,0 days 00:49:49.768000,,2020-10-25 13:29:02.225,Portuguese Grand Prix,,288.0,False,0 days 00:49:27.299000,True,20.0,7,False,2020,188.0,MEDIUM,2.0,RAI,1.0,False,0 days 00:01:48.303000,12.0,0 days 00:00:27.310000,0 days 00:00:48.613000,263.0,0 days 00:50:49.458000
0 days 00:00:32.969000,False,0 days 01:14:12.644000,0 days 01:12:52.304000,0 days 01:14:40.095000,1,Alfa Romeo Racing,,0 days 01:13:39.675000,,2020-10-25 13:52:53.381,Portuguese Grand Prix,,290.0,False,0 days 01:13:15.842000,True,16.0,99,False,2020,188.0,HARD,2.0,GIO,1.0,False,0 days 00:01:47.791000,29.0,0 days 00:00:27.449000,0 days 00:00:47.373000,264.0,0 days 01:14:40.093000
0 days 00:00:32.138000,False,0 days 01:11:26.557000,0 days 01:10:06.153000,0 days 01:11:54.126000,1,Haas F1 Team,,0 days 01:10:54.419000,,2020-10-25 13:50:07.230,Portuguese Grand Prix,,290.0,False,0 days 01:10:30.203000,True,17.0,8,False,2020,190.0,HARD,2.0,GRO,1.0,False,0 days 00:01:47.973000,27.0,0 days 00:00:27.590000,0 days 00:00:48.245000,263.0,0 days 01:11:54.147000
0 days 00:00:33.230000,False,0 days 01:18:31.606000,0 days 01:17:10.692000,0 days 01:18:58.799000,1,Haas F1 Team,,0 days 01:17:58.376000,,2020-10-25 13:57:11.769,Portuguese Grand Prix,,289.0,False,0 days 01:17:35.076000,True,18.0,20,False,2020,186.0,MEDIUM,2.0,MAG,1.0,False,0 days 00:01:48.107000,32.0,0 days 00:00:27.206000,0 days 00:00:47.671000,244.0,0 days 01:18:58.812000
0 days 00:00:33.088000,False,0 days 01:08:44.845000,0 days 01:07:25.015000,0 days 01:09:12.001000,1,Williams,,0 days 01:08:11.757000,,2020-10-25 13:47:26.092,Portuguese Grand Prix,,292.0,False,0 days 01:07:50.879000,True,19.0,6,False,2020,181.0,HARD,2.0,LAT,1.0,False,0 days 00:01:46.986000,25.0,0 days 00:00:27.171000,0 days 00:00:46.727000,268.0,0 days 01:09:12.016000
0 days 00:00:27.020000,False,0 days 01:10:46.196000,0 days 01:09:30.822000,0 days 01:11:12.593000,2,Racing Point,,0 days 01:10:19.176000,285.0,2020-11-01 12:49:33.097,Emilia Romagna Grand Prix,,276.0,False,0 days 01:09:56.717000,True,7.0,11,False,2020,256.0,HARD,2.0,PER,1.0,False,0 days 00:01:41.771000,28.0,0 days 00:00:26.390000,0 days 00:00:48.361000,221.0,0 days 01:11:12.586000
0 days 00:00:32.766000,False,0 days 01:43:23.385000,0 days 01:41:56.518000,0 days 01:43:57.884000,4,Racing Point,,0 days 01:42:50.619000,186.0,2020-11-01 13:21:58.793,Emilia Romagna Grand Prix,,228.0,False,0 days 01:42:23.001000,True,7.0,11,False,2020,246.0,SOFT,3.0,PER,1.0,False,0 days 00:02:01.366000,52.0,0 days 00:00:34.492000,0 days 00:00:54.108000,200.0,0 days 01:43:57.877000
0 days 00:00:27.642000,False,0 days 00:52:09.181000,0 days 00:50:52.017000,0 days 00:52:36.033000,1,Ferrari,,0 days 00:51:41.539000,282.0,2020-11-01 12:30:54.292,Emilia Romagna Grand Prix,,275.0,False,0 days 00:51:17.978000,True,13.0,16,False,2020,253.0,HARD,2.0,LEC,1.0,False,0 days 00:01:44.016000,14.0,0 days 00:00:26.847000,0 days 00:00:49.527000,219.0,0 days 00:52:36.028000
0 days 00:00:27.837000,False,0 days 00:36:15.775000,0 days 00:34:52.354000,0 days 00:36:42.861000,1,Racing Point,,0 days 00:35:47.938000,288.0,2020-11-01 12:14:54.629,Emilia Romagna Grand Prix,,272.0,False,0 days 00:35:24.429000,True,20.0,18,False,2020,254.0,HARD,2.0,STR,1.0,False,0 days 00:01:50.507000,2.0,0 days 00:00:27.083000,0 days 00:00:55.587000,215.0,0 days 00:36:42.858000
0 days 00:00:27.401000,False,0 days 01:14:22.164000,0 days 01:13:05.908000,0 days 01:14:48.526000,7,Racing Point,,0 days 01:13:54.763000,290.0,2020-11-01 12:53:08.183,Emilia Romagna Grand Prix,,277.0,False,0 days 01:13:32.385000,False,18.0,18,False,2020,258.0,MEDIUM,3.0,STR,2.0,False,0 days 00:01:42.618000,30.0,0 days 00:00:26.359000,0 days 00:00:48.858000,220.0,0 days 01:14:48.523000
0 days 00:00:48.723000,False,0 days 01:46:57.389000,0 days 01:45:12.305000,0 days 01:47:37.449000,4,Racing Point,,0 days 01:46:08.666000,138.0,2020-11-01 13:25:14.580,Emilia Romagna Grand Prix,,269.0,False,0 days 01:45:44.853000,True,15.0,18,False,2020,117.0,SOFT,4.0,STR,1.0,False,0 days 00:02:25.144000,53.0,0 days 00:00:40.057000,0 days 00:00:56.364000,211.0,0 days 01:47:37.446000
0 days 00:00:27.562000,False,0 days 01:11:21.636000,0 days 01:10:04.035000,0 days 01:11:48.846000,2,Haas F1 Team,,0 days 01:10:54.074000,283.0,2020-11-01 12:50:06.310,Emilia Romagna Grand Prix,,269.0,False,0 days 01:10:30.316000,True,18.0,20,False,2020,253.0,HARD,2.0,MAG,1.0,False,0 days 00:01:44.811000,28.0,0 days 00:00:27.225000,0 days 00:00:50.024000,214.0,0 days 01:11:48.861000
0 days 00:00:28.027000,False,0 days 00:53:31.658000,0 days 00:52:14.700000,0 days 00:53:58.841000,1,Red Bull Racing,,0 days 00:53:03.631000,287.0,2020-11-01 12:32:16.975,Emilia Romagna Grand Prix,,278.0,False,0 days 00:52:40.469000,True,12.0,23,False,2020,257.0,HARD,2.0,ALB,1.0,False,0 days 00:01:44.141000,15.0,0 days 00:00:27.133000,0 days 00:00:48.981000,219.0,0 days 00:53:58.791000
0 days 00:00:27.142000,False,0 days 01:58:20.732000,0 days 01:57:05.453000,0 days 01:58:47.461000,1,Red Bull Racing,,0 days 01:57:53.590000,283.0,2020-11-01 13:37:07.728,Emilia Romagna Grand Prix,,279.0,False,0 days 01:57:30.592000,False,15.0,23,False,2020,253.0,SOFT,3.0,ALB,3.0,False,0 days 00:01:42.008000,60.0,0 days 00:00:26.679000,0 days 00:00:48.187000,222.0,0 days 01:58:47.411000
0 days 00:00:28.107000,False,0 days 00:53:33.179000,0 days 00:52:15.433000,0 days 00:54:00.169000,1,AlphaTauri,,0 days 00:53:05.072000,289.0,2020-11-01 12:32:17.708,Emilia Romagna Grand Prix,,280.0,False,0 days 00:52:41.301000,True,13.0,26,False,2020,260.0,HARD,2.0,KVY,1.0,False,0 days 00:01:44.736000,15.0,0 days 00:00:26.931000,0 days 00:00:49.698000,212.0,0 days 00:54:00.110000
0 days 00:00:33.474000,False,0 days 01:43:38.249000,0 days 01:42:12.442000,0 days 01:44:11.795000,4,AlphaTauri,,0 days 01:43:04.775000,242.0,2020-11-01 13:22:14.717,Emilia Romagna Grand Prix,,268.0,False,0 days 01:42:37.889000,False,8.0,26,False,2020,225.0,SOFT,3.0,KVY,4.0,False,0 days 00:01:59.353000,52.0,0 days 00:00:33.487000,0 days 00:00:52.392000,200.0,0 days 01:44:11.736000
0 days 00:00:27.968000,False,0 days 00:53:29.264000,0 days 00:52:12.112000,0 days 00:53:56.173000,1,Renault,,0 days 00:53:01.296000,283.0,2020-11-01 12:32:14.387,Emilia Romagna Grand Prix,,276.0,False,0 days 00:52:37.986000,True,10.0,3,False,2020,253.0,HARD,2.0,RIC,1.0,False,0 days 00:01:44.061000,15.0,0 days 00:00:26.904000,0 days 00:00:49.189000,218.0,0 days 00:53:56.168000
0 days 00:00:27.750000,False,0 days 00:52:18.933000,0 days 00:51:01.573000,0 days 00:52:45.840000,1,Renault,,0 days 00:51:51.183000,286.0,2020-11-01 12:31:03.848,Emilia Romagna Grand Prix,,279.0,False,0 days 00:51:28.919000,True,16.0,31,False,2020,255.0,HARD,2.0,OCO,1.0,False,0 days 00:01:44.267000,14.0,0 days 00:00:26.881000,0 days 00:00:49.636000,219.0,0 days 00:52:45.814000
0 days 00:00:26.950000,False,0 days 00:58:23.561000,0 days 00:57:08.961000,0 days 00:58:49.644000,1,Red Bull Racing,,0 days 00:57:56.611000,288.0,2020-11-01 12:37:11.236,Emilia Romagna Grand Prix,,275.0,False,0 days 00:57:33.983000,True,3.0,33,False,2020,251.0,HARD,2.0,VER,1.0,False,0 days 00:01:40.683000,19.0,0 days 00:00:26.033000,0 days 00:00:47.700000,223.0,0 days 00:58:49.594000
0 days 00:00:27.922000,False,0 days 00:52:15.895000,0 days 00:50:59.273000,0 days 00:52:42.695000,1,McLaren,,0 days 00:51:47.973000,281.0,2020-11-01 12:31:01.548,Emilia Romagna Grand Prix,,273.0,False,0 days 00:51:24.567000,True,14.0,4,False,2020,248.0,MEDIUM,2.0,NOR,1.0,False,0 days 00:01:43.422000,14.0,0 days 00:00:26.782000,0 days 00:00:48.718000,218.0,0 days 00:52:42.677000
0 days 00:00:42.787000,False,0 days 01:47:03.722000,0 days 01:45:31.571000,0 days 01:47:41.636000,4,McLaren,,0 days 01:46:20.935000,124.0,2020-11-01 13:25:33.846,Emilia Romagna Grand Prix,,226.0,False,0 days 01:45:57.386000,False,9.0,4,False,2020,194.0,SOFT,3.0,NOR,4.0,False,0 days 00:02:10.065000,54.0,0 days 00:00:37.896000,0 days 00:00:49.382000,221.0,0 days 01:47:41.618000
0 days 00:00:27.294000,False,0 days 01:14:12.574000,0 days 01:12:55.649000,0 days 01:14:38.741000,67,Mercedes,,0 days 01:13:45.280000,289.0,2020-11-01 12:52:57.924,Emilia Romagna Grand Prix,,279.0,False,0 days 01:13:21.622000,True,1.0,44,False,2020,258.0,HARD,2.0,HAM,1.0,False,0 days 00:01:43.092000,31.0,0 days 00:00:26.170000,0 days 00:00:49.628000,224.0,0 days 01:14:38.744000
0 days 00:00:42.634000,False,0 days 01:44:33.170000,0 days 01:42:58.289000,0 days 01:45:10.474000,4,Mercedes,,0 days 01:43:50.536000,163.0,2020-11-01 13:23:00.564,Emilia Romagna Grand Prix,,244.0,False,0 days 01:43:24.806000,False,1.0,44,False,2020,170.0,SOFT,3.0,HAM,4.0,False,0 days 00:02:12.185000,53.0,0 days 00:00:37.307000,0 days 00:00:52.244000,213.0,0 days 01:45:10.477000
0 days 00:00:27.516000,False,0 days 01:27:09.406000,0 days 01:25:42.351000,0 days 01:27:35.970000,1,Ferrari,,0 days 01:26:41.890000,287.0,2020-11-01 13:05:44.626,Emilia Romagna Grand Prix,,278.0,False,0 days 01:26:18.454000,True,14.0,5,False,2020,255.0,HARD,2.0,VET,1.0,False,0 days 00:01:53.619000,40.0,0 days 00:00:26.535000,0 days 00:00:59.568000,219.0,0 days 01:27:35.941000
0 days 00:00:42.263000,False,0 days 01:44:34.857000,0 days 01:43:00.096000,0 days 01:45:11.302000,4,Ferrari,,0 days 01:43:52.594000,203.0,2020-11-01 13:23:02.371,Emilia Romagna Grand Prix,,274.0,False,0 days 01:43:25.650000,True,14.0,5,False,2020,128.0,SOFT,3.0,VET,1.0,False,0 days 00:02:11.206000,52.0,0 days 00:00:36.416000,0 days 00:00:52.527000,204.0,0 days 01:45:11.273000
0 days 00:00:28.088000,False,0 days 00:57:35.136000,0 days 00:56:17.808000,0 days 00:58:01.764000,1,McLaren,,0 days 00:57:07.048000,288.0,2020-11-01 12:36:20.083,Emilia Romagna Grand Prix,,279.0,False,0 days 00:56:43.679000,True,13.0,55,False,2020,251.0,MEDIUM,2.0,SAI,1.0,False,0 days 00:01:43.956000,18.0,0 days 00:00:26.623000,0 days 00:00:49.245000,217.0,0 days 00:58:01.759000
0 days 00:00:34.907000,False,0 days 01:43:40.282000,0 days 01:42:13.563000,0 days 01:44:13.730000,4,McLaren,,0 days 01:43:05.375000,207.0,2020-11-01 13:22:15.838,Emilia Romagna Grand Prix,,264.0,False,0 days 01:42:39.829000,False,9.0,55,False,2020,232.0,SOFT,3.0,SAI,3.0,False,0 days 00:02:00.167000,52.0,0 days 00:00:33.443000,0 days 00:00:51.817000,203.0,0 days 01:44:13.725000
0 days 00:00:27.262000,False,0 days 01:20:33.969000,0 days 01:19:18.379000,0 days 01:21:00.669000,1,Williams,,0 days 01:20:06.707000,295.0,2020-11-01 12:59:20.654,Emilia Romagna Grand Prix,,281.0,False,0 days 01:19:44.220000,True,15.0,6,False,2020,261.0,HARD,2.0,LAT,1.0,False,0 days 00:01:42.290000,35.0,0 days 00:00:26.697000,0 days 00:00:48.331000,225.0,0 days 01:21:00.666000
0 days 00:00:27.631000,False,0 days 00:49:37.383000,0 days 00:48:21.450000,0 days 00:50:04.238000,1,Williams,,0 days 00:49:09.752000,283.0,2020-11-01 12:28:23.725,Emilia Romagna Grand Prix,,276.0,False,0 days 00:48:47.051000,True,16.0,63,False,2020,252.0,HARD,2.0,RUS,1.0,False,0 days 00:01:42.788000,12.0,0 days 00:00:26.831000,0 days 00:00:48.326000,222.0,0 days 00:50:04.214000
0 days 00:00:27.229000,False,0 days 01:38:57.252000,0 days 01:37:41.755000,0 days 01:39:23.522000,1,Alfa Romeo Racing,,0 days 01:38:30.023000,285.0,2020-11-01 13:17:44.030,Emilia Romagna Grand Prix,,280.0,False,0 days 01:38:07.236000,True,12.0,7,False,2020,255.0,SOFT,2.0,RAI,1.0,False,0 days 00:01:41.767000,49.0,0 days 00:00:26.236000,0 days 00:00:48.302000,220.0,0 days 01:39:23.488000
0 days 00:00:27.379000,False,0 days 00:59:41.146000,0 days 00:58:25.036000,0 days 01:00:07.548000,1,Mercedes,,0 days 00:59:13.767000,289.0,2020-11-01 12:38:27.311,Emilia Romagna Grand Prix,,278.0,False,0 days 00:58:50.168000,True,2.0,77,False,2020,257.0,HARD,2.0,BOT,1.0,False,0 days 00:01:42.512000,20.0,0 days 00:00:26.402000,0 days 00:00:48.731000,222.0,0 days 01:00:07.548000
0 days 00:00:30.156000,False,0 days 01:42:49.495000,0 days 01:41:20.592000,0 days 01:43:22.401000,4,Mercedes,,0 days 01:42:19.339000,150.0,2020-11-01 13:21:22.867,Emilia Romagna Grand Prix,,251.0,False,0 days 01:41:46.647000,False,2.0,77,False,2020,226.0,SOFT,3.0,BOT,4.0,False,0 days 00:02:01.809000,52.0,0 days 00:00:32.906000,0 days 00:00:58.747000,192.0,0 days 01:43:22.401000
0 days 00:00:27.791000,False,0 days 00:47:01.768000,0 days 00:45:44.475000,0 days 00:47:28.505000,1,Haas F1 Team,,0 days 00:46:33.977000,285.0,2020-11-01 12:25:46.750,Emilia Romagna Grand Prix,,273.0,False,0 days 00:46:10.628000,True,18.0,8,False,2020,253.0,HARD,2.0,GRO,1.0,False,0 days 00:01:44.030000,10.0,0 days 00:00:26.746000,0 days 00:00:49.493000,209.0,0 days 00:47:28.514000
0 days 00:00:32.725000,False,0 days 01:42:38.016000,0 days 01:41:08.720000,0 days 01:43:12.036000,4,Haas F1 Team,,0 days 01:42:05.291000,198.0,2020-11-01 13:21:10.995,Emilia Romagna Grand Prix,,224.0,False,0 days 01:41:35.528000,True,16.0,8,False,2020,164.0,SOFT,3.0,GRO,1.0,False,0 days 00:02:03.316000,51.0,0 days 00:00:34.029000,0 days 00:00:56.562000,184.0,0 days 01:43:12.045000
0 days 00:00:28.083000,False,0 days 00:48:20.047000,0 days 00:47:02.920000,0 days 00:48:46.865000,1,Alfa Romeo Racing,,0 days 00:47:51.964000,275.0,2020-11-01 12:27:05.195,Emilia Romagna Grand Prix,,273.0,False,0 days 00:47:28.269000,True,17.0,99,False,2020,248.0,MEDIUM,2.0,GIO,1.0,False,0 days 00:01:43.945000,11.0,0 days 00:00:26.797000,0 days 00:00:49.065000,215.0,0 days 00:48:46.844000
0 days 00:00:38.653000,False,0 days 00:55:05.537000,0 days 00:53:27.253000,0 days 00:55:35.263000,1,AlphaTauri,,0 days 00:54:26.884000,225.0,2020-11-15 10:33:27.755,Turkish Grand Prix,,218.0,False,0 days 00:53:50.405000,True,15.0,10,False,2020,275.0,INTERMEDIATE,2.0,GAS,1.0,False,0 days 00:02:08.010000,11.0,0 days 00:00:29.681000,0 days 00:00:59.676000,235.0,0 days 00:55:35.218000
0 days 00:00:36.748000,False,0 days 01:36:32.961000,0 days 01:34:58.390000,0 days 01:37:01.385000,1,AlphaTauri,,0 days 01:35:56.213000,246.0,2020-11-15 11:14:58.892,Turkish Grand Prix,,234.0,False,0 days 01:35:21.136000,True,16.0,10,False,2020,279.0,INTERMEDIATE,3.0,GAS,1.0,False,0 days 00:02:02.995000,34.0,0 days 00:00:28.379000,0 days 00:00:57.868000,265.0,0 days 01:37:01.340000
0 days 00:00:39.292000,False,0 days 00:54:17.060000,0 days 00:52:35.856000,0 days 00:54:46.944000,1,Racing Point,,0 days 00:53:37.768000,233.0,2020-11-15 10:32:36.358,Turkish Grand Prix,,222.0,False,0 days 00:53:00.456000,True,4.0,11,False,2020,273.0,INTERMEDIATE,2.0,PER,1.0,False,0 days 00:02:11.088000,11.0,0 days 00:00:29.877000,0 days 00:01:01.919000,237.0,0 days 00:54:46.937000
0 days 00:00:39.340000,False,0 days 00:47:31.031000,0 days 00:45:50.374000,0 days 00:48:00.703000,1,Ferrari,,0 days 00:46:51.691000,240.0,2020-11-15 10:25:50.876,Turkish Grand Prix,,212.0,False,0 days 00:46:14.001000,True,19.0,16,False,2020,269.0,INTERMEDIATE,2.0,LEC,1.0,False,0 days 00:02:10.329000,7.0,0 days 00:00:29.638000,0 days 00:01:01.351000,249.0,0 days 00:48:00.669000
0 days 00:00:34.241000,False,0 days 01:30:24.757000,0 days 01:28:53.410000,0 days 01:30:52.606000,1,Ferrari,,0 days 01:29:50.516000,290.0,2020-11-15 11:08:53.912,Turkish Grand Prix,,227.0,False,0 days 01:29:16.551000,True,9.0,16,False,2020,275.0,INTERMEDIATE,3.0,LEC,1.0,False,0 days 00:01:59.196000,31.0,0 days 00:00:27.815000,0 days 00:00:57.140000,265.0,0 days 01:30:52.572000
0 days 00:00:39.615000,False,0 days 00:52:19.057000,0 days 00:50:38.369000,0 days 00:52:49.718000,1,Racing Point,,0 days 00:51:39.442000,248.0,2020-11-15 10:30:38.871,Turkish Grand Prix,,221.0,False,0 days 00:51:03.050000,True,4.0,18,False,2020,274.0,INTERMEDIATE,2.0,STR,1.0,False,0 days 00:02:11.349000,10.0,0 days 00:00:30.661000,0 days 00:01:01.073000,252.0,0 days 00:52:49.718000
0 days 00:00:36.433000,False,0 days 01:40:24.024000,0 days 01:38:49.503000,0 days 01:40:53.061000,1,Racing Point,,0 days 01:39:47.591000,255.0,2020-11-15 11:18:50.005,Turkish Grand Prix,,227.0,False,0 days 01:39:12.635000,True,4.0,18,False,2020,272.0,INTERMEDIATE,3.0,STR,1.0,False,0 days 00:02:03.558000,37.0,0 days 00:00:29.037000,0 days 00:00:58.088000,266.0,0 days 01:40:53.061000
0 days 00:00:40.994000,False,0 days 00:51:10.969000,0 days 00:49:27.944000,0 days 00:51:41.286000,1,Haas F1 Team,,0 days 00:50:29.975000,221.0,2020-11-15 10:29:28.446,Turkish Grand Prix,,205.0,False,0 days 00:49:51.952000,True,11.0,20,False,2020,263.0,INTERMEDIATE,2.0,MAG,1.0,False,0 days 00:02:13.342000,9.0,0 days 00:00:30.340000,0 days 00:01:02.008000,227.0,0 days 00:51:41.309000
0 days 00:00:35.118000,False,0 days 01:40:19.742000,0 days 01:36:34.460000,0 days 01:40:50.958000,1,Haas F1 Team,,,183.0,2020-11-15 11:16:34.962,Turkish Grand Prix,,227.0,False,0 days 01:39:07.993000,True,18.0,20,False,2020,269.0,INTERMEDIATE,3.0,MAG,1.0,False,,35.0,0 days 00:00:31.299000,,257.0,0 days 01:40:51.088000
0 days 00:00:38.304000,False,0 days 00:58:00.380000,0 days 00:56:23.328000,0 days 00:58:36.822000,26,Red Bull Racing,,0 days 00:57:22.076000,200.0,2020-11-15 10:36:23.830,Turkish Grand Prix,,219.0,False,0 days 00:56:45.411000,True,6.0,23,False,2020,275.0,INTERMEDIATE,2.0,ALB,1.0,False,0 days 00:02:13.494000,13.0,0 days 00:00:36.392000,0 days 00:00:58.798000,250.0,0 days 00:58:36.772000
0 days 00:00:35.093000,False,0 days 01:37:07.029000,0 days 01:35:35.610000,0 days 01:37:35.289000,1,Red Bull Racing,,0 days 01:36:31.936000,289.0,2020-11-15 11:15:36.112,Turkish Grand Prix,,226.0,False,0 days 01:35:57.544000,True,6.0,23,False,2020,274.0,INTERMEDIATE,3.0,ALB,1.0,False,0 days 00:01:59.679000,35.0,0 days 00:00:28.210000,0 days 00:00:56.376000,264.0,0 days 01:37:35.239000
0 days 00:00:41.931000,False,0 days 00:51:26.737000,0 days 00:49:42.972000,0 days 00:51:57.527000,1,AlphaTauri,,0 days 00:50:44.806000,226.0,2020-11-15 10:29:43.474,Turkish Grand Prix,,215.0,False,0 days 00:50:05.846000,True,18.0,26,False,2020,272.0,INTERMEDIATE,2.0,KVY,1.0,False,0 days 00:02:14.555000,9.0,0 days 00:00:30.741000,0 days 00:01:01.883000,225.0,0 days 00:51:57.478000
0 days 00:00:39.417000,False,0 days 00:54:32.781000,0 days 00:52:52.896000,0 days 00:55:01.798000,1,Renault,,0 days 00:53:53.364000,235.0,2020-11-15 10:32:53.398,Turkish Grand Prix,,223.0,False,0 days 00:53:15.802000,True,7.0,3,False,2020,272.0,INTERMEDIATE,2.0,RIC,1.0,False,0 days 00:02:08.902000,11.0,0 days 00:00:29.031000,0 days 00:01:00.454000,244.0,0 days 00:55:01.812000
0 days 00:00:35.809000,False,0 days 01:33:54.332000,0 days 01:32:20.887000,0 days 01:34:22.582000,2,Renault,,0 days 01:33:18.523000,249.0,2020-11-15 11:12:21.389,Turkish Grand Prix,,225.0,False,0 days 01:32:43.539000,True,9.0,3,False,2020,277.0,INTERMEDIATE,3.0,RIC,1.0,False,0 days 00:02:01.695000,33.0,0 days 00:00:28.264000,0 days 00:00:57.622000,264.0,0 days 01:34:22.596000
0 days 00:00:42.028000,False,0 days 00:37:45.697000,0 days 00:36:00.033000,0 days 00:38:18.015000,1,Renault,,0 days 00:37:03.669000,205.0,2020-11-15 10:16:00.535,Turkish Grand Prix,,196.0,False,0 days 00:36:25.200000,False,20.0,31,False,2020,267.0,WET,2.0,OCO,11.0,False,0 days 00:02:17.982000,2.0,0 days 00:00:32.304000,0 days 00:01:03.650000,234.0,0 days 00:38:18.001000
0 days 00:00:39.464000,False,0 days 00:55:23.494000,0 days 00:53:43.790000,0 days 00:55:52.712000,1,Renault,,0 days 00:54:44.030000,228.0,2020-11-15 10:33:44.292,Turkish Grand Prix,,220.0,False,0 days 00:54:06.727000,True,19.0,31,False,2020,273.0,INTERMEDIATE,3.0,OCO,1.0,False,0 days 00:02:08.922000,11.0,0 days 00:00:29.204000,0 days 00:01:00.254000,229.0,0 days 00:55:52.698000
0 days 00:00:37.832000,False,0 days 00:56:06.530000,0 days 00:54:28.127000,0 days 00:56:35.485000,1,Red Bull Racing,,0 days 00:55:28.698000,243.0,2020-11-15 10:34:28.629,Turkish Grand Prix,,220.0,False,0 days 00:54:51.823000,True,4.0,33,False,2020,273.0,INTERMEDIATE,2.0,VER,1.0,False,0 days 00:02:07.358000,12.0,0 days 00:00:28.906000,0 days 00:01:00.620000,257.0,0 days 00:56:35.436000
0 days 00:00:35.436000,False,0 days 01:09:27.825000,0 days 01:07:56.335000,0 days 01:09:56.005000,1,Red Bull Racing,,0 days 01:08:52.389000,266.0,2020-11-15 10:47:56.837,Turkish Grand Prix,,225.0,False,0 days 01:08:18.289000,False,8.0,33,False,2020,273.0,INTERMEDIATE,3.0,VER,9.0,False,0 days 00:01:59.670000,19.0,0 days 00:00:28.131000,0 days 00:00:56.103000,262.0,0 days 01:09:55.956000
0 days 00:00:33.407000,False,0 days 01:52:36.134000,0 days 01:51:07.172000,0 days 01:53:03.790000,1,Red Bull Racing,,0 days 01:52:02.727000,283.0,2020-11-15 11:31:07.674,Turkish Grand Prix,,229.0,False,0 days 01:51:29.447000,True,7.0,33,False,2020,280.0,INTERMEDIATE,4.0,VER,1.0,False,0 days 00:01:56.618000,44.0,0 days 00:00:27.607000,0 days 00:00:55.604000,267.0,0 days 01:53:03.741000
0 days 00:00:38.255000,False,0 days 00:53:13.861000,0 days 00:51:37.093000,0 days 00:53:43.111000,1,McLaren,,0 days 00:52:35.606000,227.0,2020-11-15 10:31:37.595,Turkish Grand Prix,,222.0,False,0 days 00:51:59.219000,True,15.0,4,False,2020,274.0,INTERMEDIATE,2.0,NOR,1.0,False,0 days 00:02:06.018000,10.0,0 days 00:00:29.229000,0 days 00:00:58.534000,248.0,0 days 00:53:43.090000
0 days 00:00:35.095000,False,0 days 01:41:15.413000,0 days 01:39:43.351000,0 days 01:41:42.752000,1,McLaren,,0 days 01:40:40.318000,283.0,2020-11-15 11:19:43.853,Turkish Grand Prix,,230.0,False,0 days 01:40:06.521000,True,10.0,4,False,2020,275.0,INTERMEDIATE,3.0,NOR,1.0,False,0 days 00:01:59.401000,37.0,0 days 00:00:27.318000,0 days 00:00:56.988000,266.0,0 days 01:41:42.731000
0 days 00:00:39.015000,False,0 days 00:50:44.887000,0 days 00:49:04.952000,0 days 00:51:13.809000,1,Mercedes,,0 days 00:50:05.872000,234.0,2020-11-15 10:29:05.454,Turkish Grand Prix,,222.0,False,0 days 00:49:28.282000,False,8.0,44,False,2020,272.0,INTERMEDIATE,2.0,HAM,4.0,False,0 days 00:02:08.857000,9.0,0 days 00:00:28.940000,0 days 00:01:00.902000,228.0,0 days 00:51:13.827000
0 days 00:00:40.550000,False,0 days 00:50:39.868000,0 days 00:48:58.289000,0 days 00:51:09.134000,1,Ferrari,,0 days 00:49:59.318000,243.0,2020-11-15 10:28:58.791,Turkish Grand Prix,,218.0,False,0 days 00:49:21.747000,True,7.0,5,False,2020,268.0,INTERMEDIATE,2.0,VET,1.0,False,0 days 00:02:10.845000,9.0,0 days 00:00:29.242000,0 days 00:01:01.053000,248.0,0 days 00:51:09.110000
0 days 00:00:36.205000,False,0 days 01:35:20.575000,0 days 01:33:44.332000,0 days 01:35:48.495000,2,Ferrari,,0 days 01:34:44.370000,286.0,2020-11-15 11:13:44.834,Turkish Grand Prix,,229.0,False,0 days 01:34:09.167000,True,6.0,5,False,2020,273.0,INTERMEDIATE,3.0,VET,1.0,False,0 days 00:02:04.163000,34.0,0 days 00:00:27.896000,0 days 00:01:00.062000,262.0,0 days 01:35:48.471000
