Sector2Time,FastF1Generated,Sector2SessionTime,LapStartTime,Time,TrackStatus,Team,DeletedReason,Sector1SessionTime,SpeedST,LapStartDate,RaceName,PitInTime,SpeedFL,IsPersonalBest,PitOutTime,FreshTyre,Position,DriverNumber,Deleted,Year,SpeedI2,Compound,Stint,Driver,TyreLife,IsAccurate,LapTime,LapNumber,Sector3Time,Sector1Time,SpeedI1,Sector3SessionTime
0 days 00:00:42.629000,False,0 days 01:27:10.094000,0 days 01:25:35.552000,0 days 01:27:33.930000,1,Red Bull Racing,,0 days 01:26:27.465000,218.0,2023-03-05 15:26:37.401,Bahrain Grand Prix,,279.0,False,0 days 01:25:58.127000,False,2.0,1,False,2023,237.0,SOFT,2.0,VER,1.0,False,0 days 00:01:58.378000,15.0,0 days 00:00:23.895000,0 days 00:00:51.854000,230.0,0 days 01:27:33.989000
0 days 00:00:42.071000,False,0 days 02:03:22.215000,0 days 02:01:47.330000,0 days 02:03:45.820000,1,Red Bull Racing,,0 days 02:02:40.144000,215.0,2023-03-05 16:02:49.179,Bahrain Grand Prix,,281.0,False,0 days 02:02:10.556000,True,1.0,1,False,2023,244.0,HARD,3.0,VER,1.0,False,0 days 00:01:58.490000,37.0,0 days 00:00:23.664000,0 days 00:00:52.755000,232.0,0 days 02:03:45.879000
0 days 00:00:42.660000,False,0 days 01:19:34.186000,0 days 01:17:56.943000,0 days 01:19:58.205000,1,Alpine,,0 days 01:18:51.526000,215.0,2023-03-05 15:18:58.792,Bahrain Grand Prix,,278.0,False,0 days 01:18:21.104000,True,20.0,10,False,2023,245.0,HARD,2.0,GAS,1.0,False,0 days 00:02:01.262000,10.0,0 days 00:00:24.028000,0 days 00:00:54.574000,227.0,0 days 01:19:58.214000
0 days 00:00:42.400000,False,0 days 01:46:23.794000,0 days 01:44:48.280000,0 days 01:46:47.684000,1,Alpine,,0 days 01:45:41.394000,215.0,2023-03-05 15:45:50.129,Bahrain Grand Prix,,280.0,False,0 days 01:45:11.481000,True,17.0,10,False,2023,250.0,HARD,3.0,GAS,1.0,False,0 days 00:01:59.404000,26.0,0 days 00:00:23.899000,0 days 00:00:53.105000,228.0,0 days 01:46:47.693000
0 days 00:00:44.327000,False,0 days 02:11:37.759000,0 days 02:09:52.679000,0 days 02:12:01.223000,671,Alpine,,0 days 02:10:53.432000,208.0,2023-03-05 16:10:54.528,Bahrain Grand Prix,,289.0,False,0 days 02:10:15.719000,True,10.0,10,False,2023,255.0,SOFT,4.0,GAS,1.0,False,0 days 00:02:08.544000,41.0,0 days 00:00:23.473000,0 days 00:01:00.744000,169.0,0 days 02:12:01.232000
0 days 00:00:42.936000,False,0 days 01:32:17.618000,0 days 01:30:42.752000,0 days 01:32:41.549000,1,Red Bull Racing,,0 days 01:31:34.682000,218.0,2023-03-05 15:31:44.601,Bahrain Grand Prix,,280.0,False,0 days 01:31:05.324000,False,3.0,11,False,2023,241.0,SOFT,2.0,PER,3.0,False,0 days 00:01:58.797000,18.0,0 days 00:00:23.956000,0 days 00:00:51.905000,232.0,0 days 01:32:41.574000
0 days 00:00:42.423000,False,0 days 02:00:20.672000,0 days 01:58:45.520000,0 days 02:00:44.305000,1,Red Bull Racing,,0 days 01:59:38.249000,218.0,2023-03-05 15:59:47.369,Bahrain Grand Prix,,281.0,False,0 days 01:59:08.856000,True,2.0,11,False,2023,250.0,HARD,3.0,PER,1.0,False,0 days 00:01:58.785000,35.0,0 days 00:00:23.658000,0 days 00:00:52.704000,234.0,0 days 02:00:44.330000
0 days 00:00:42.622000,False,0 days 01:27:38.936000,0 days 01:26:03.067000,0 days 01:28:02.759000,1,Aston Martin,,0 days 01:26:56.314000,220.0,2023-03-05 15:27:04.916,Bahrain Grand Prix,,280.0,False,0 days 01:26:27.142000,True,8.0,14,False,2023,250.0,HARD,2.0,ALO,1.0,False,0 days 00:01:59.692000,15.0,0 days 00:00:23.884000,0 days 00:00:53.186000,228.0,0 days 01:28:02.820000
0 days 00:00:41.520000,False,0 days 02:00:43.441000,0 days 01:59:09.527000,0 days 02:01:06.916000,1,Aston Martin,,0 days 02:00:01.921000,217.0,2023-03-05 16:00:11.376,Bahrain Grand Prix,,283.0,False,0 days 01:59:32.653000,True,6.0,14,False,2023,256.0,HARD,3.0,ALO,1.0,False,0 days 00:01:57.389000,35.0,0 days 00:00:23.536000,0 days 00:00:52.333000,233.0,0 days 02:01:06.977000
0 days 00:00:42.739000,False,0 days 01:25:41.415000,0 days 01:24:06.557000,0 days 01:26:05.327000,1,Ferrari,,0 days 01:24:58.676000,219.0,2023-03-05 15:25:08.406,Bahrain Grand Prix,,282.0,False,0 days 01:24:29.253000,True,5.0,16,False,2023,243.0,HARD,2.0,LEC,1.0,False,0 days 00:01:58.770000,14.0,0 days 00:00:23.961000,0 days 00:00:52.070000,230.0,0 days 01:26:05.376000
0 days 00:00:43.143000,False,0 days 01:58:52.024000,0 days 01:57:16.511000,0 days 01:59:15.988000,1,Ferrari,,0 days 01:58:08.881000,222.0,2023-03-05 15:58:18.360,Bahrain Grand Prix,,281.0,False,0 days 01:57:39.468000,True,4.0,16,False,2023,234.0,HARD,3.0,LEC,1.0,False,0 days 00:01:59.477000,34.0,0 days 00:00:24.013000,0 days 00:00:52.321000,228.0,0 days 01:59:16.037000
0 days 00:00:42.527000,False,0 days 01:29:21.502000,0 days 01:27:45.642000,0 days 01:29:45.518000,1,Aston Martin,,0 days 01:28:38.975000,216.0,2023-03-05 15:28:47.491,Bahrain Grand Prix,,279.0,False,0 days 01:28:09.343000,True,9.0,18,False,2023,238.0,HARD,2.0,STR,1.0,False,0 days 00:01:59.876000,16.0,0 days 00:00:24.073000,0 days 00:00:53.276000,228.0,0 days 01:29:45.575000
0 days 00:00:41.573000,False,0 days 01:54:19.771000,0 days 01:52:46.206000,0 days 01:54:43.269000,1,Aston Martin,,0 days 01:53:38.198000,218.0,2023-03-05 15:53:48.055,Bahrain Grand Prix,,283.0,False,0 days 01:53:09.128000,True,8.0,18,False,2023,256.0,HARD,3.0,STR,1.0,False,0 days 00:01:57.063000,31.0,0 days 00:00:23.555000,0 days 00:00:51.935000,229.0,0 days 01:54:43.326000
0 days 00:00:42.646000,False,0 days 01:24:32.161000,0 days 01:22:56.104000,0 days 01:24:56.359000,1,Williams,,0 days 01:23:49.515000,219.0,2023-03-05 15:23:57.953,Bahrain Grand Prix,,284.0,False,0 days 01:23:19.958000,True,15.0,2,False,2023,246.0,SOFT,2.0,SAR,1.0,False,0 days 00:02:00.255000,13.0,0 days 00:00:24.202000,0 days 00:00:53.407000,233.0,0 days 01:24:56.363000
0 days 00:00:42.124000,False,0 days 01:54:45.187000,0 days 01:53:09.719000,0 days 01:55:09.022000,1,Williams,,0 days 01:54:03.063000,221.0,2023-03-05 15:54:11.568,Bahrain Grand Prix,,283.0,False,0 days 01:53:33.675000,True,14.0,2,False,2023,253.0,HARD,3.0,SAR,1.0,False,0 days 00:01:59.303000,31.0,0 days 00:00:23.839000,0 days 00:00:53.340000,234.0,0 days 01:55:09.026000
0 days 00:00:42.812000,False,0 days 02:11:47.600000,0 days 02:10:05.715000,0 days 02:12:11.329000,671,Williams,,0 days 02:11:04.788000,220.0,2023-03-05 16:11:07.564,Bahrain Grand Prix,,284.0,False,0 days 02:10:29.016000,True,14.0,2,False,2023,250.0,SOFT,4.0,SAR,1.0,False,0 days 00:02:05.614000,41.0,0 days 00:00:23.733000,0 days 00:00:59.069000,142.0,0 days 02:12:11.333000
0 days 00:00:43.201000,False,0 days 01:29:46.968000,0 days 01:28:10.442000,0 days 01:30:11.029000,1,Haas F1 Team,,0 days 01:29:03.767000,218.0,2023-03-05 15:29:12.291,Bahrain Grand Prix,,279.0,False,0 days 01:28:34.186000,True,18.0,20,False,2023,236.0,HARD,2.0,MAG,1.0,False,0 days 00:02:00.587000,16.0,0 days 00:00:24.091000,0 days 00:00:53.295000,226.0,0 days 01:30:11.059000
0 days 00:00:43.703000,False,0 days 01:53:17.764000,0 days 01:51:41.151000,0 days 01:53:42.084000,1,Haas F1 Team,,0 days 01:52:34.061000,221.0,2023-03-05 15:52:43.000,Bahrain Grand Prix,,281.0,False,0 days 01:52:04.754000,True,17.0,20,False,2023,235.0,SOFT,3.0,MAG,1.0,False,0 days 00:02:00.933000,30.0,0 days 00:00:24.350000,0 days 00:00:52.880000,232.0,0 days 01:53:42.114000
0 days 00:00:42.391000,False,0 days 02:11:59.617000,0 days 02:10:20.845000,0 days 02:12:23.392000,671,Haas F1 Team,,0 days 02:11:17.226000,222.0,2023-03-05 16:11:22.694,Bahrain Grand Prix,,282.0,False,0 days 02:10:44.250000,True,15.0,20,False,2023,244.0,SOFT,4.0,MAG,1.0,False,0 days 00:02:02.547000,41.0,0 days 00:00:23.805000,0 days 00:00:56.351000,232.0,0 days 02:12:23.422000
0 days 00:00:43.459000,False,0 days 01:22:59.314000,0 days 01:21:22.268000,0 days 01:23:23.452000,1,AlphaTauri,,0 days 01:22:15.855000,214.0,2023-03-05 15:22:24.117,Bahrain Grand Prix,,280.0,False,0 days 01:21:45.569000,True,19.0,21,False,2023,247.0,HARD,2.0,DEV,1.0,False,0 days 00:02:01.184000,12.0,0 days 00:00:24.187000,0 days 00:00:53.538000,231.0,0 days 01:23:23.501000
0 days 00:00:42.985000,False,0 days 01:49:52.783000,0 days 01:48:16.576000,0 days 01:50:16.659000,1,AlphaTauri,,0 days 01:49:09.798000,214.0,2023-03-05 15:49:18.425,Bahrain Grand Prix,,278.0,False,0 days 01:48:39.899000,True,16.0,21,False,2023,242.0,HARD,3.0,DEV,1.0,False,0 days 00:02:00.083000,28.0,0 days 00:00:23.925000,0 days 00:00:53.173000,232.0,0 days 01:50:16.708000
0 days 00:00:42.423000,False,0 days 01:21:10.086000,0 days 01:19:34.278000,0 days 01:21:34.121000,1,AlphaTauri,,0 days 01:20:27.663000,217.0,2023-03-05 15:20:36.127,Bahrain Grand Prix,,279.0,False,0 days 01:19:57.836000,True,18.0,22,False,2023,255.0,HARD,2.0,TSU,1.0,False,0 days 00:01:59.843000,11.0,0 days 00:00:24.063000,0 days 00:00:53.357000,226.0,0 days 01:21:34.149000
0 days 00:00:43.364000,False,0 days 01:48:02.946000,0 days 01:46:26.766000,0 days 01:48:27.066000,1,AlphaTauri,,0 days 01:47:19.582000,219.0,2023-03-05 15:47:28.615,Bahrain Grand Prix,,289.0,False,0 days 01:46:49.416000,True,16.0,22,False,2023,254.0,HARD,3.0,TSU,1.0,False,0 days 00:02:00.300000,27.0,0 days 00:00:24.148000,0 days 00:00:52.788000,236.0,0 days 01:48:27.094000
0 days 00:00:43.564000,False,0 days 02:11:40.915000,0 days 02:09:54.020000,0 days 02:12:04.802000,671,AlphaTauri,,0 days 02:10:57.351000,223.0,2023-03-05 16:10:55.869,Bahrain Grand Prix,,290.0,False,0 days 02:10:18.125000,False,13.0,22,False,2023,263.0,SOFT,4.0,TSU,4.0,False,0 days 00:02:10.782000,41.0,0 days 00:00:23.915000,0 days 00:01:03.303000,177.0,0 days 02:12:04.830000
0 days 00:00:42.947000,False,0 days 01:22:48.076000,0 days 01:21:12.620000,0 days 01:23:12.065000,1,Williams,,0 days 01:22:05.129000,220.0,2023-03-05 15:22:14.469,Bahrain Grand Prix,,285.0,False,0 days 01:21:35.928000,True,15.0,23,False,2023,239.0,SOFT,2.0,ALB,1.0,False,0 days 00:01:59.445000,12.0,0 days 00:00:24.046000,0 days 00:00:52.452000,233.0,0 days 01:23:12.122000
0 days 00:00:42.957000,False,0 days 01:48:01.694000,0 days 01:46:25.624000,0 days 01:48:25.494000,1,Williams,,0 days 01:47:18.737000,219.0,2023-03-05 15:47:27.473,Bahrain Grand Prix,,286.0,False,0 days 01:46:48.838000,True,14.0,23,False,2023,248.0,HARD,3.0,ALB,1.0,False,0 days 00:01:59.870000,27.0,0 days 00:00:23.857000,0 days 00:00:53.056000,234.0,0 days 01:48:25.551000
0 days 00:00:45.873000,False,0 days 02:11:37.344000,0 days 02:09:52.194000,0 days 02:12:00.853000,671,Williams,,0 days 02:10:51.471000,217.0,2023-03-05 16:10:54.043,Bahrain Grand Prix,,286.0,False,0 days 02:10:14.985000,False,9.0,23,False,2023,255.0,SOFT,4.0,ALB,1.0,False,0 days 00:02:08.659000,41.0,0 days 00:00:23.566000,0 days 00:00:59.220000,162.0,0 days 02:12:00.910000
0 days 00:00:43.596000,False,0 days 01:24:39.233000,0 days 01:23:01.488000,0 days 01:25:03.589000,1,Alfa Romeo,,0 days 01:23:55.637000,215.0,2023-03-05 15:24:03.337,Bahrain Grand Prix,,293.0,False,0 days 01:23:25.536000,True,20.0,24,False,2023,251.0,HARD,2.0,ZHO,1.0,False,0 days 00:02:02.101000,13.0,0 days 00:00:24.388000,0 days 00:00:54.117000,231.0,0 days 01:25:03.621000
0 days 00:00:42.807000,False,0 days 01:58:07.346000,0 days 01:56:31.469000,0 days 01:58:31.128000,1,Alfa Romeo,,0 days 01:57:24.539000,216.0,2023-03-05 15:57:33.318,Bahrain Grand Prix,,280.0,False,0 days 01:56:55.077000,False,15.0,24,False,2023,246.0,SOFT,3.0,ZHO,4.0,False,0 days 00:01:59.659000,33.0,0 days 00:00:23.814000,0 days 00:00:53.038000,230.0,0 days 01:58:31.160000
0 days 00:00:44.129000,False,0 days 02:35:14.238000,0 days 02:33:31.599000,0 days 02:35:39.272000,1,Alfa Romeo,,0 days 02:34:30.109000,209.0,2023-03-05 16:34:33.448,Bahrain Grand Prix,,281.0,False,0 days 02:34:00.006000,False,16.0,24,False,2023,242.0,SOFT,4.0,ZHO,4.0,False,0 days 00:02:07.673000,55.0,0 days 00:00:25.066000,0 days 00:00:58.478000,227.0,0 days 02:35:39.304000
0 days 00:00:43.599000,False,0 days 01:22:59.614000,0 days 01:21:21.488000,0 days 01:23:24.067000,1,Haas F1 Team,,0 days 01:22:16.015000,212.0,2023-03-05 15:22:23.337,Bahrain Grand Prix,,288.0,False,0 days 01:21:45.834000,True,20.0,27,False,2023,245.0,HARD,2.0,HUL,1.0,False,0 days 00:02:02.579000,12.0,0 days 00:00:24.480000,0 days 00:00:54.500000,213.0,0 days 01:23:24.094000
0 days 00:00:42.412000,False,0 days 01:48:29.850000,0 days 01:46:41.859000,0 days 01:48:53.896000,1,Haas F1 Team,,0 days 01:47:47.438000,208.0,2023-03-05 15:47:43.708,Bahrain Grand Prix,,281.0,False,0 days 01:47:17.900000,True,19.0,27,False,2023,246.0,HARD,3.0,HUL,1.0,False,0 days 00:02:12.037000,27.0,0 days 00:00:24.073000,0 days 00:01:05.552000,229.0,0 days 01:48:53.923000
0 days 00:00:44.428000,False,0 days 02:12:08.049000,0 days 02:10:26.755000,0 days 02:12:32.030000,671,Haas F1 Team,,0 days 02:11:23.621000,211.0,2023-03-05 16:11:28.604,Bahrain Grand Prix,,282.0,False,0 days 02:10:52.078000,False,16.0,27,False,2023,245.0,SOFT,4.0,HUL,4.0,False,0 days 00:02:05.275000,41.0,0 days 00:00:24.008000,0 days 00:00:56.839000,233.0,0 days 02:12:32.057000
0 days 00:00:42.674000,False,0 days 01:24:27.114000,0 days 01:22:50.957000,0 days 01:24:51.338000,1,Alpine,,0 days 01:23:44.440000,217.0,2023-03-05 15:23:52.806,Bahrain Grand Prix,,287.0,False,0 days 01:23:14.208000,True,12.0,31,False,2023,246.0,HARD,2.0,OCO,1.0,False,0 days 00:02:00.381000,13.0,0 days 00:00:24.256000,0 days 00:00:53.451000,228.0,0 days 01:24:51.370000
0 days 00:00:42.863000,False,0 days 01:30:03.434000,0 days 01:28:11.850000,0 days 01:30:27.558000,1,Alpine,,0 days 01:29:20.571000,220.0,2023-03-05 15:29:13.699,Bahrain Grand Prix,,278.0,False,0 days 01:28:51.608000,False,19.0,31,False,2023,253.0,HARD,3.0,OCO,4.0,False,0 days 00:02:15.708000,16.0,0 days 00:00:24.156000,0 days 00:01:08.689000,225.0,0 days 01:30:27.590000
0 days 00:00:42.304000,False,0 days 01:58:58.930000,0 days 01:57:03.846000,0 days 01:59:22.540000,1,Alpine,,0 days 01:58:16.626000,215.0,2023-03-05 15:58:05.695,Bahrain Grand Prix,,281.0,False,0 days 01:57:46.639000,True,19.0,31,False,2023,255.0,HARD,4.0,OCO,1.0,False,0 days 00:02:18.694000,33.0,0 days 00:00:23.642000,0 days 00:01:12.748000,227.0,0 days 01:59:22.572000
0 days 00:00:43.939000,False,0 days 01:21:17.518000,0 days 01:19:32.089000,0 days 01:21:41.975000,1,McLaren,,0 days 01:20:33.579000,213.0,2023-03-05 15:20:33.938,Bahrain Grand Prix,,278.0,False,0 days 01:20:03.117000,True,20.0,4,False,2023,236.0,HARD,2.0,NOR,1.0,False,0 days 00:02:09.886000,11.0,0 days 00:00:24.457000,0 days 00:01:01.490000,227.0,0 days 01:21:41.975000
0 days 00:00:43.457000,False,0 days 01:33:23.723000,0 days 01:31:39.273000,0 days 01:33:47.880000,1,McLaren,,0 days 01:32:40.266000,220.0,2023-03-05 15:32:41.122,Bahrain Grand Prix,,278.0,False,0 days 01:32:11.464000,False,19.0,4,False,2023,230.0,SOFT,3.0,NOR,4.0,False,0 days 00:02:08.607000,18.0,0 days 00:00:24.157000,0 days 00:01:00.993000,231.0,0 days 01:33:47.880000
0 days 00:00:42.498000,False,0 days 01:50:19.912000,0 days 01:48:36.243000,0 days 01:50:43.906000,1,McLaren,,0 days 01:49:37.414000,216.0,2023-03-05 15:49:38.092,Bahrain Grand Prix,,279.0,False,0 days 01:49:07.976000,True,19.0,4,False,2023,238.0,MEDIUM,4.0,NOR,1.0,False,0 days 00:02:07.663000,28.0,0 days 00:00:23.994000,0 days 00:01:01.171000,233.0,0 days 01:50:43.906000
0 days 00:00:42.444000,False,0 days 02:07:13.031000,0 days 02:05:28.110000,0 days 02:07:36.792000,1,McLaren,,0 days 02:06:30.587000,182.0,2023-03-05 16:06:29.959,Bahrain Grand Prix,,282.0,False,0 days 02:05:59.599000,True,19.0,4,False,2023,255.0,HARD,5.0,NOR,1.0,False,0 days 00:02:08.682000,38.0,0 days 00:00:23.761000,0 days 00:01:02.477000,234.0,0 days 02:07:36.792000
0 days 00:00:43.221000,False,0 days 02:24:28.384000,0 days 02:22:45.903000,0 days 02:24:52.808000,1,McLaren,,0 days 02:23:45.163000,195.0,2023-03-05 16:23:47.752,Bahrain Grand Prix,,281.0,False,0 days 02:23:14.893000,False,17.0,4,False,2023,237.0,SOFT,6.0,NOR,5.0,False,0 days 00:02:06.905000,48.0,0 days 00:00:24.424000,0 days 00:00:59.260000,236.0,0 days 02:24:52.808000
0 days 00:00:41.730000,False,0 days 02:36:16.696000,0 days 02:34:35.408000,0 days 02:36:40.255000,1,McLaren,,0 days 02:35:34.966000,215.0,2023-03-05 16:35:37.257,Bahrain Grand Prix,,280.0,False,0 days 02:35:05.192000,False,17.0,4,False,2023,260.0,SOFT,7.0,NOR,7.0,False,0 days 00:02:04.847000,55.0,0 days 00:00:23.559000,0 days 00:00:59.558000,229.0,0 days 02:36:40.255000
0 days 00:00:42.559000,False,0 days 01:24:15.988000,0 days 01:22:40.570000,0 days 01:24:39.749000,1,Mercedes,,0 days 01:23:33.429000,214.0,2023-03-05 15:23:42.419,Bahrain Grand Prix,,282.0,False,0 days 01:23:03.520000,True,8.0,44,False,2023,252.0,HARD,2.0,HAM,1.0,False,0 days 00:01:59.179000,13.0,0 days 00:00:23.801000,0 days 00:00:52.819000,230.0,0 days 01:24:39.789000
0 days 00:00:43.477000,False,0 days 01:54:12.247000,0 days 01:52:36.367000,0 days 01:54:35.870000,1,Mercedes,,0 days 01:53:28.770000,219.0,2023-03-05 15:53:38.216,Bahrain Grand Prix,,283.0,False,0 days 01:52:59.316000,True,7.0,44,False,2023,238.0,HARD,3.0,HAM,1.0,False,0 days 00:01:59.503000,31.0,0 days 00:00:23.663000,0 days 00:00:52.363000,235.0,0 days 01:54:35.910000
0 days 00:00:42.788000,False,0 days 01:25:52.448000,0 days 01:24:17.568000,0 days 01:26:16.574000,1,Ferrari,,0 days 01:25:09.660000,221.0,2023-03-05 15:25:19.417,Bahrain Grand Prix,,280.0,False,0 days 01:24:40.347000,True,6.0,55,False,2023,242.0,HARD,2.0,SAI,1.0,False,0 days 00:01:59.006000,14.0,0 days 00:00:24.192000,0 days 00:00:52.026000,228.0,0 days 01:26:16.640000
0 days 00:00:42.949000,False,0 days 01:55:46.199000,0 days 01:54:11.574000,0 days 01:56:10.066000,1,Ferrari,,0 days 01:55:03.250000,219.0,2023-03-05 15:55:13.423,Bahrain Grand Prix,,281.0,False,0 days 01:54:34.096000,True,5.0,55,False,2023,240.0,HARD,3.0,SAI,1.0,False,0 days 00:01:58.492000,32.0,0 days 00:00:23.933000,0 days 00:00:51.610000,230.0,0 days 01:56:10.132000
0 days 00:00:42.554000,False,0 days 01:26:02.167000,0 days 01:24:24.737000,0 days 01:26:26.006000,1,Mercedes,,0 days 01:25:19.613000,214.0,2023-03-05 15:25:26.586,Bahrain Grand Prix,,288.0,False,0 days 01:24:50.050000,True,10.0,63,False,2023,256.0,HARD,2.0,RUS,1.0,False,0 days 00:02:01.269000,14.0,0 days 00:00:23.853000,0 days 00:00:54.862000,228.0,0 days 01:26:26.020000
0 days 00:00:42.773000,False,0 days 01:55:57.328000,0 days 01:54:22.219000,0 days 01:56:20.913000,1,Mercedes,,0 days 01:55:14.555000,216.0,2023-03-05 15:55:24.068,Bahrain Grand Prix,,286.0,False,0 days 01:54:44.892000,True,8.0,63,False,2023,245.0,HARD,3.0,RUS,1.0,False,0 days 00:01:58.694000,32.0,0 days 00:00:23.599000,0 days 00:00:52.322000,235.0,0 days 01:56:20.927000
0 days 00:00:42.490000,False,0 days 01:22:42.137000,0 days 01:21:06.682000,0 days 01:23:06.132000,1,Alfa Romeo,,0 days 01:21:59.647000,215.0,2023-03-05 15:22:08.531,Bahrain Grand Prix,,278.0,False,0 days 01:21:30.319000,True,14.0,77,False,2023,252.0,HARD,2.0,BOT,1.0,False,0 days 00:01:59.450000,12.0,0 days 00:00:24.039000,0 days 00:00:52.921000,228.0,0 days 01:23:06.176000
0 days 00:00:42.137000,False,0 days 01:52:51.899000,0 days 01:51:16.719000,0 days 01:53:15.605000,1,Alfa Romeo,,0 days 01:52:09.762000,218.0,2023-03-05 15:52:18.568,Bahrain Grand Prix,,278.0,False,0 days 01:51:40.630000,True,11.0,77,False,2023,252.0,HARD,3.0,BOT,1.0,False,0 days 00:01:58.886000,30.0,0 days 00:00:23.750000,0 days 00:00:52.999000,229.0,0 days 01:53:15.649000
0 days 00:00:47.565000,False,0 days 01:34:08.051000,0 days 01:32:16.363000,0 days 01:35:03.681000,4,Red Bull Racing,,0 days 01:33:20.474000,106.0,2023-03-19 17:33:16.449,Saudi Arabian Grand Prix,,115.0,False,0 days 01:32:36.225000,True,4.0,1,False,2023,113.0,HARD,2.0,VER,1.0,False,,19.0,0 days 00:00:55.738000,0 days 00:01:03.956000,263.0,0 days 01:35:04.238000
0 days 00:00:30.262000,False,0 days 01:26:50.770000,0 days 01:25:27.633000,0 days 01:27:20.761000,1,Alpine,,0 days 01:26:20.508000,301.0,2023-03-19 17:26:27.719,Saudi Arabian Grand Prix,,289.0,False,0 days 01:25:47.357000,True,14.0,10,False,2023,298.0,HARD,2.0,GAS,1.0,False,0 days 00:01:53.128000,15.0,0 days 00:00:30.061000,0 days 00:00:52.805000,276.0,0 days 01:27:20.831000
0 days 00:00:59.741000,False,0 days 01:34:04.551000,0 days 01:31:47.855000,0 days 01:34:58.167000,4,Red Bull Racing,,0 days 01:33:04.833000,135.0,2023-03-19 17:32:47.941,Saudi Arabian Grand Prix,,162.0,False,0 days 01:32:07.553000,True,1.0,11,False,2023,133.0,HARD,2.0,PER,1.0,False,,19.0,0 days 00:00:53.853000,0 days 00:01:16.740000,123.0,0 days 01:34:58.300000
0 days 00:00:58.365000,False,0 days 01:34:06.035000,0 days 01:31:56.092000,0 days 01:35:00.274000,4,Aston Martin,,0 days 01:33:07.630000,150.0,2023-03-19 17:32:56.178,Saudi Arabian Grand Prix,,189.0,False,0 days 01:32:21.959000,False,2.0,14,False,2023,115.0,HARD,2.0,ALO,2.0,False,,19.0,0 days 00:00:54.412000,0 days 00:01:11.379000,130.0,0 days 01:35:00.456000
0 days 00:00:30.321000,False,0 days 01:29:53.221000,0 days 01:28:30.428000,0 days 01:30:29.862000,124,Ferrari,,0 days 01:29:22.900000,300.0,2023-03-19 17:29:30.514,Saudi Arabian Grand Prix,,259.0,False,0 days 01:28:49.494000,True,8.0,16,False,2023,294.0,HARD,2.0,LEC,1.0,False,0 days 00:01:59.434000,17.0,0 days 00:00:36.723000,0 days 00:00:52.390000,281.0,0 days 01:30:29.944000
0 days 00:00:30.418000,False,0 days 01:25:04.615000,0 days 01:23:40.928000,0 days 01:25:35.233000,1,Aston Martin,,0 days 01:24:34.197000,287.0,2023-03-19 17:24:41.014,Saudi Arabian Grand Prix,,287.0,False,0 days 01:24:01.109000,False,11.0,18,False,2023,298.0,HARD,2.0,STR,2.0,False,0 days 00:01:54.305000,14.0,0 days 00:00:30.713000,0 days 00:00:53.174000,266.0,0 days 01:25:35.328000
0 days 00:00:32.173000,False,0 days 01:34:26.004000,0 days 01:32:56.584000,0 days 01:35:19.222000,4,Williams,,0 days 01:33:53.831000,95.0,2023-03-19 17:33:56.670,Saudi Arabian Grand Prix,,218.0,False,0 days 01:33:16.568000,True,15.0,2,False,2023,190.0,MEDIUM,2.0,SAR,1.0,False,0 days 00:02:22.638000,19.0,0 days 00:00:53.218000,0 days 00:00:57.247000,275.0,0 days 01:35:19.222000
0 days 00:00:30.140000,False,0 days 01:17:19.247000,0 days 01:15:56.402000,0 days 01:17:49.366000,1,Haas F1 Team,,0 days 01:16:49.107000,298.0,2023-03-19 17:16:56.488,Saudi Arabian Grand Prix,,292.0,False,0 days 01:16:16.352000,True,18.0,20,False,2023,295.0,HARD,2.0,MAG,1.0,False,0 days 00:01:52.964000,9.0,0 days 00:00:30.197000,0 days 00:00:52.627000,280.0,0 days 01:17:49.444000
0 days 00:00:43.231000,False,0 days 01:32:26.255000,0 days 01:30:40.808000,0 days 01:33:10.315000,4,AlphaTauri,,0 days 01:31:43.024000,168.0,2023-03-19 17:31:40.894,Saudi Arabian Grand Prix,,223.0,False,0 days 01:31:00.929000,True,16.0,21,False,2023,176.0,HARD,2.0,DEV,1.0,False,0 days 00:02:29.507000,18.0,0 days 00:00:44.151000,0 days 00:01:02.125000,233.0,0 days 01:33:10.406000
0 days 00:00:43.957000,False,0 days 01:32:12.642000,0 days 01:30:25.629000,0 days 01:32:54.918000,4,AlphaTauri,,0 days 01:31:28.685000,212.0,2023-03-19 17:31:25.715,Saudi Arabian Grand Prix,,246.0,False,0 days 01:30:46.055000,True,8.0,22,False,2023,187.0,HARD,2.0,TSU,1.0,False,0 days 00:02:29.289000,18.0,0 days 00:00:42.356000,0 days 00:01:02.976000,261.0,0 days 01:32:54.998000
0 days 00:00:42.854000,False,0 days 01:32:20.944000,0 days 01:30:33.822000,0 days 01:33:04.240000,4,Williams,,0 days 01:31:38.038000,226.0,2023-03-19 17:31:33.908,Saudi Arabian Grand Prix,,187.0,False,0 days 01:30:54.211000,True,13.0,23,False,2023,136.0,HARD,2.0,ALB,1.0,False,,18.0,0 days 00:00:43.454000,0 days 00:01:04.081000,211.0,0 days 01:33:04.412000
