Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_round,RaceName
0 days 01:35:23.046000,ZHO,24,0 days 00:02:15.298000,19.0,3.0,0 days 01:33:28.021000,,0 days 00:00:58.987000,0 days 00:00:32.236000,0 days 00:00:44.075000,0 days 01:34:06.849000,0 days 01:34:39.085000,0 days 01:35:23.160000,250.0,284.0,218.0,242.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:33:07.748000,2023-03-19 17:34:07.834,4,17.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:22:38.176000,HUL,27,0 days 00:01:53.453000,12.0,2.0,0 days 01:21:05.268000,,0 days 00:00:53.513000,0 days 00:00:29.925000,0 days 00:00:30.015000,0 days 01:21:38.330000,0 days 01:22:08.255000,0 days 01:22:38.270000,285.0,311.0,296.0,324.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:20:44.723000,2023-03-19 17:21:44.809,1,16.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:30:42.069000,OCO,31,0 days 00:02:05.968000,17.0,2.0,0 days 01:28:55.901000,,0 days 00:00:53.492000,0 days 00:00:30.809000,0 days 00:00:41.667000,0 days 01:29:29.698000,0 days 01:30:00.507000,0 days 01:30:42.174000,282.0,302.0,215.0,128.0,False,HARD,1.0,True,Alpine,0 days 01:28:36.101000,2023-03-19 17:29:36.187,124,12.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:08:23.723000,NOR,4,0 days 00:02:03.534000,3.0,2.0,0 days 01:06:48.612000,,0 days 00:01:01.889000,0 days 00:00:30.814000,0 days 00:00:30.831000,0 days 01:07:22.184000,0 days 01:07:52.998000,0 days 01:08:23.829000,271.0,286.0,274.0,287.0,False,HARD,1.0,True,McLaren,0 days 01:06:20.189000,2023-03-19 17:07:20.275,1,20.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:37:45.570000,NOR,4,0 days 00:02:18.348000,20.0,3.0,0 days 01:35:47.565000,,0 days 00:00:53.844000,0 days 00:00:46.022000,0 days 00:00:38.482000,0 days 01:36:21.172000,0 days 01:37:07.194000,0 days 01:37:45.676000,272.0,151.0,279.0,249.0,False,MEDIUM,1.0,True,McLaren,0 days 01:35:27.222000,2023-03-19 17:36:27.308,41,19.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:35:06.115000,HAM,44,,19.0,2.0,0 days 01:32:45.756000,,0 days 00:01:01.749000,0 days 00:00:44.841000,0 days 00:00:53.838000,0 days 01:33:27.536000,0 days 01:34:12.379000,0 days 01:35:06.284000,207.0,191.0,218.0,98.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:32:25.657000,2023-03-19 17:33:25.743,4,6.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:28:44.610000,SAI,55,0 days 00:01:53.399000,16.0,2.0,0 days 01:27:10.965000,,0 days 00:00:53.073000,0 days 00:00:30.196000,0 days 00:00:30.130000,0 days 01:27:44.394000,0 days 01:28:14.590000,0 days 01:28:44.720000,279.0,296.0,294.0,303.0,False,HARD,1.0,True,Ferrari,0 days 01:26:51.211000,2023-03-19 17:27:51.297,1,9.0,True,TRACK LIMITS AT TURN 23 LAP 16 ,False,False,2,Saudi Arabian Grand Prix
0 days 01:35:02.296000,RUS,63,,19.0,2.0,0 days 01:32:26.584000,,0 days 00:01:02.374000,0 days 00:00:57.740000,0 days 00:00:55.374000,0 days 01:33:09.318000,0 days 01:34:07.082000,0 days 01:35:02.441000,95.0,117.0,146.0,117.0,False,HARD,1.0,True,Mercedes,0 days 01:32:06.767000,2023-03-19 17:33:06.853,4,3.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:19:33.964000,BOT,77,0 days 00:01:54.489000,10.0,2.0,0 days 01:18:00.006000,,0 days 00:00:53.557000,0 days 00:00:30.453000,0 days 00:00:30.479000,0 days 01:18:33.156000,0 days 01:19:03.609000,0 days 01:19:34.088000,274.0,289.0,289.0,295.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:17:39.475000,2023-03-19 17:18:39.561,1,19.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:33:41.314000,BOT,77,,18.0,3.0,0 days 01:31:31.366000,,0 days 00:01:03.337000,0 days 00:00:44.781000,0 days 00:00:43.032000,0 days 01:32:13.663000,0 days 01:32:58.459000,0 days 01:33:41.552000,240.0,199.0,251.0,221.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:31:10.184000,2023-03-19 17:32:10.270,4,19.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 02:03:52.443000,BOT,77,0 days 00:01:54.109000,36.0,4.0,0 days 02:02:19.161000,,0 days 00:00:53.574000,0 days 00:00:30.333000,0 days 00:00:30.202000,0 days 02:02:52.032000,0 days 02:03:22.365000,0 days 02:03:52.567000,274.0,285.0,289.0,293.0,False,SOFT,1.0,True,Alfa Romeo,0 days 02:01:58.334000,2023-03-19 18:02:58.420,1,18.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:06:42.855000,PIA,81,0 days 00:02:04.805000,2.0,2.0,0 days 01:05:08.567000,,0 days 00:01:04.015000,0 days 00:00:30.316000,0 days 00:00:30.474000,0 days 01:05:42.149000,0 days 01:06:12.465000,0 days 01:06:42.939000,277.0,291.0,283.0,294.0,False,HARD,1.0,True,McLaren,0 days 01:04:38.050000,2023-03-19 17:05:38.136,1,20.0,False,,False,False,2,Saudi Arabian Grand Prix
0 days 01:35:48.176000,VER,1,,9.0,2.0,0 days 01:32:09.671000,,0 days 00:00:54.215000,0 days 00:00:52.945000,,0 days 01:33:00.748000,0 days 01:33:53.763000,,117.0,144.0,2.0,179.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,2.0,False,,False,False,3,Australian Grand Prix
0 days 02:58:21.280000,VER,1,,56.0,3.0,0 days 02:55:05.363000,,,0 days 00:00:45.715000,0 days 00:01:21.729000,,0 days 02:56:59.612000,0 days 02:58:22.158000,73.0,152.0,44.0,124.0,False,SOFT,4.0,False,Red Bull Racing,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,1.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:55.509000,VER,1,,58.0,4.0,0 days 03:32:05.353000,,,0 days 00:00:50.715000,0 days 00:00:59.872000,,0 days 03:33:55.743000,0 days 03:34:55.570000,127.0,119.0,283.0,81.0,False,SOFT,6.0,False,Red Bull Racing,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,1.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:49.275000,GAS,10,,9.0,2.0,0 days 01:32:19.155000,,0 days 00:00:47.442000,0 days 00:00:54.044000,,0 days 01:33:04.342000,0 days 01:33:58.403000,,112.0,128.0,64.0,205.0,False,HARD,1.0,True,Alpine,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,5.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:00.740000,GAS,10,,56.0,3.0,0 days 02:55:21.769000,,0 days 00:01:02.318000,0 days 00:00:48.434000,,0 days 02:56:19.581000,0 days 02:57:07.956000,,61.0,157.0,65.0,205.0,False,SOFT,2.0,False,Alpine,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,5.0,False,,False,False,3,Australian Grand Prix
0 days 01:04:29.196000,PER,11,0 days 00:02:12.096000,1.0,1.0,0 days 01:02:25.722000,0 days 01:04:13.705000,,0 days 00:00:18.735000,0 days 00:01:09.690000,,0 days 01:03:19.612000,0 days 01:04:29.283000,267.0,303.0,,220.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:02:16.863000,2023-04-02 05:03:18.685,124,18.0,False,,False,False,3,Australian Grand Prix
0 days 01:06:40.985000,PER,11,0 days 00:02:11.789000,2.0,2.0,0 days 01:04:31.424000,0 days 01:06:25.251000,0 days 00:00:41.480000,0 days 00:00:27.181000,0 days 00:01:03.128000,0 days 01:05:10.676000,0 days 01:05:37.857000,0 days 01:06:40.985000,238.0,155.0,,202.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:04:29.196000,2023-04-02 05:05:31.018,4,18.0,False,,False,False,3,Australian Grand Prix
0 days 01:08:31.634000,PER,11,0 days 00:01:50.649000,3.0,3.0,0 days 01:06:43.047000,,0 days 00:00:36.623000,0 days 00:00:27.351000,0 days 00:00:46.675000,0 days 01:07:17.608000,0 days 01:07:44.959000,0 days 01:08:31.634000,243.0,124.0,291.0,207.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:06:40.985000,2023-04-02 05:07:42.807,41,18.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:51.137000,PER,11,,9.0,4.0,0 days 01:32:52.889000,,0 days 00:00:41.005000,0 days 00:00:45.549000,0 days 00:01:35.357000,0 days 01:33:30.294000,0 days 01:34:15.825000,0 days 01:35:51.386000,251.0,97.0,171.0,187.0,False,HARD,2.0,False,Red Bull Racing,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,14.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:01.376000,PER,11,,56.0,5.0,0 days 02:55:28.238000,,0 days 00:00:58.380000,0 days 00:00:49.353000,,0 days 02:56:23.909000,0 days 02:57:13.127000,,62.0,142.0,100.0,204.0,False,SOFT,1.0,True,Red Bull Racing,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,7.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:58.928000,PER,11,,58.0,6.0,0 days 03:32:17.963000,,0 days 00:00:55.297000,0 days 00:00:49.282000,0 days 00:00:58.746000,0 days 03:33:10.900000,0 days 03:34:00.196000,0 days 03:34:58.961000,118.0,137.0,290.0,168.0,False,SOFT,1.0,True,Red Bull Racing,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,6.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:48.648000,ALO,14,,9.0,2.0,0 days 01:32:13.905000,,0 days 00:00:50.693000,0 days 00:00:53.642000,,0 days 01:33:01.701000,0 days 01:33:55.325000,,134.0,117.0,3.0,209.0,False,HARD,1.0,True,Aston Martin,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,3.0,False,,False,False,3,Australian Grand Prix
0 days 02:58:59.998000,ALO,14,,56.0,3.0,0 days 02:55:15.488000,,0 days 00:01:05.150000,0 days 00:00:48.339000,,0 days 02:56:16.753000,0 days 02:57:04.987000,,68.0,151.0,3.0,209.0,False,SOFT,5.0,False,Aston Martin,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,3.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:56.364000,ALO,14,,58.0,4.0,0 days 03:32:11.291000,,0 days 00:01:01.003000,0 days 00:00:48.960000,0 days 00:00:58.821000,0 days 03:33:08.618000,0 days 03:33:57.586000,0 days 03:34:56.398000,104.0,167.0,283.0,106.0,False,SOFT,5.0,False,Aston Martin,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,3.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:49.062000,STR,18,,9.0,2.0,0 days 01:32:17.061000,,0 days 00:00:48.799000,0 days 00:00:53.627000,,0 days 01:33:03.342000,0 days 01:33:56.935000,,111.0,129.0,3.0,200.0,False,HARD,1.0,True,Aston Martin,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,4.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:01,STR,18,,56.0,3.0,0 days 02:55:24.519000,,0 days 00:01:02.104000,0 days 00:00:47.445000,,0 days 02:56:22.534000,0 days 02:57:09.971000,,49.0,136.0,82.0,203.0,False,SOFT,6.0,False,Aston Martin,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,6.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:58.590000,STR,18,,58.0,4.0,0 days 03:32:14.494000,,0 days 00:00:58.399000,0 days 00:00:49.348000,0 days 00:00:59.317000,0 days 03:33:10.009000,0 days 03:33:59.321000,0 days 03:34:58.789000,110.0,143.0,282.0,131.0,False,SOFT,7.0,False,Aston Martin,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,5.0,False,,False,False,3,Australian Grand Prix
0 days 01:06:41.654000,SAR,2,0 days 00:02:13.100000,2.0,2.0,0 days 01:04:30.611000,0 days 01:06:24.563000,0 days 00:00:40.196000,0 days 00:00:28.543000,0 days 00:01:04.361000,0 days 01:05:08.807000,0 days 01:05:37.350000,0 days 01:06:41.711000,255.0,172.0,,215.0,False,MEDIUM,1.0,True,Williams,0 days 01:04:28.554000,2023-04-02 05:05:30.376,4,19.0,False,,False,False,3,Australian Grand Prix
0 days 01:08:32.461000,SAR,2,0 days 00:01:50.807000,3.0,3.0,0 days 01:06:43.704000,,0 days 00:00:37.071000,0 days 00:00:27.405000,0 days 00:00:46.331000,0 days 01:07:18.782000,0 days 01:07:46.187000,0 days 01:08:32.518000,266.0,149.0,289.0,221.0,False,HARD,2.0,False,Williams,0 days 01:06:41.654000,2023-04-02 05:07:43.476,41,19.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:51.615000,SAR,2,,9.0,4.0,0 days 01:33:00.388000,,0 days 00:00:41.272000,0 days 00:00:42.877000,0 days 00:01:30.216000,0 days 01:33:38.622000,0 days 01:34:21.481000,0 days 01:35:51.840000,258.0,197.0,186.0,196.0,False,MEDIUM,1.0,True,Williams,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,16.0,False,,False,False,3,Australian Grand Prix
0 days 02:16:14.821000,SAR,2,0 days 00:01:29.657000,37.0,5.0,0 days 02:14:47.219000,,0 days 00:00:35.111000,0 days 00:00:18.523000,0 days 00:00:36.023000,0 days 02:15:20.332000,0 days 02:15:38.855000,0 days 02:16:14.878000,277.0,300.0,290.0,232.0,False,HARD,8.0,False,Williams,0 days 02:14:45.164000,2023-04-02 06:15:46.986,1,17.0,False,,False,False,3,Australian Grand Prix
0 days 02:55:55.524000,SAR,2,,55.0,6.0,0 days 02:53:05.443000,0 days 02:54:43.754000,,0 days 00:00:19.457000,,,0 days 02:54:02.520000,,266.0,291.0,,195.0,False,SOFT,1.0,True,Williams,0 days 02:45:11.500000,2023-04-02 06:46:13.322,51,15.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:03.049000,SAR,2,,56.0,7.0,0 days 02:55:58.019000,,0 days 00:00:48.935000,0 days 00:00:41.733000,0 days 00:01:36.994000,0 days 02:56:44.550000,0 days 02:57:26.112000,0 days 02:59:03.314000,47.0,121.0,173.0,222.0,False,SOFT,2.0,False,Williams,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,16.0,False,,False,False,3,Australian Grand Prix
0 days 01:33:04.175000,MAG,20,,8.0,2.0,0 days 01:14:40.995000,0 days 01:17:25.946000,0 days 00:00:39.872000,0 days 00:00:41.069000,,0 days 01:15:18.885000,0 days 01:15:59.947000,,165.0,178.0,,211.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:14:38.954000,2023-04-02 05:15:40.776,451,18.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:51.977000,MAG,20,,9.0,3.0,0 days 01:33:06.123000,,0 days 00:00:38.639000,0 days 00:00:42.517000,0 days 00:01:26.691000,0 days 01:33:42.779000,0 days 01:34:25.341000,0 days 01:35:52.090000,245.0,93.0,192.0,183.0,False,HARD,2.0,False,Haas F1 Team,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,18.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:50.974000,DEV,21,,9.0,2.0,0 days 01:32:47.795000,,0 days 00:00:40.469000,0 days 00:00:49.979000,0 days 00:01:37.001000,0 days 01:33:24.076000,0 days 01:34:14.075000,0 days 01:35:51.386000,240.0,84.0,150.0,202.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,12.0,False,,False,False,3,Australian Grand Prix
0 days 02:28:57.199000,DEV,21,0 days 00:01:28.530000,46.0,3.0,0 days 02:27:30.741000,,0 days 00:00:34.684000,0 days 00:00:18.646000,0 days 00:00:35.200000,0 days 02:28:03.413000,0 days 02:28:22.059000,0 days 02:28:57.259000,272.0,292.0,288.0,230.0,False,SOFT,1.0,True,AlphaTauri,0 days 02:27:28.669000,2023-04-02 06:28:30.491,1,17.0,False,,False,False,3,Australian Grand Prix
0 days 02:55:57.865000,DEV,21,,55.0,4.0,0 days 02:53:06.599000,0 days 02:54:46.645000,,0 days 00:00:19.937000,,,0 days 02:54:04.442000,,254.0,279.0,,188.0,False,SOFT,5.0,False,AlphaTauri,0 days 02:48:10.199000,2023-04-02 06:49:12.021,51,16.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:02.882000,DEV,21,,56.0,5.0,0 days 02:55:59.878000,,0 days 00:00:48.662000,0 days 00:00:41.003000,0 days 00:01:35.330000,0 days 02:56:46.612000,0 days 02:57:27.612000,0 days 02:59:03.079000,41.0,103.0,182.0,215.0,False,SOFT,6.0,False,AlphaTauri,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,15.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:50.270000,TSU,22,,9.0,2.0,0 days 01:32:32.826000,,0 days 00:00:42.533000,0 days 00:00:52.346000,,0 days 01:33:12.545000,0 days 01:34:04.903000,,155.0,169.0,107.0,183.0,False,HARD,1.0,True,AlphaTauri,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,8.0,False,,False,False,3,Australian Grand Prix
0 days 02:55:50.300000,TSU,22,,55.0,3.0,0 days 02:39:53.186000,0 days 02:41:50.732000,0 days 00:00:47.542000,0 days 00:00:24.464000,,0 days 02:40:38.748000,0 days 02:41:03.232000,,175.0,275.0,,226.0,False,SOFT,1.0,True,AlphaTauri,0 days 02:39:51.143000,2023-04-02 06:40:52.965,451,13.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:02.362000,TSU,22,,56.0,4.0,0 days 02:55:52.472000,,0 days 00:00:52.121000,0 days 00:00:41.487000,0 days 00:01:38.548000,0 days 02:56:42.409000,0 days 02:57:23.862000,0 days 02:59:02.517000,46.0,130.0,165.0,200.0,False,SOFT,5.0,False,AlphaTauri,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,12.0,False,,False,False,3,Australian Grand Prix
0 days 03:35:01.538000,TSU,22,,58.0,5.0,0 days 03:32:26.588000,,0 days 00:00:49.925000,0 days 00:00:50.541000,0 days 00:00:56.505000,0 days 03:33:14.618000,0 days 03:34:05.149000,0 days 03:35:01.586000,124.0,100.0,289.0,184.0,False,SOFT,9.0,False,AlphaTauri,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,11.0,False,,False,False,3,Australian Grand Prix
0 days 01:06:26.930000,ZHO,24,0 days 00:01:59.863000,2.0,2.0,0 days 01:04:29.111000,,0 days 00:00:40.087000,0 days 00:00:28.783000,0 days 00:00:50.993000,0 days 01:05:07.178000,0 days 01:05:35.961000,0 days 01:06:26.954000,239.0,174.0,239.0,216.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:04:27.067000,2023-04-02 05:05:28.889,4,16.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:51.519000,ZHO,24,,9.0,3.0,0 days 01:32:55.857000,,0 days 00:00:42.389000,0 days 00:00:44.122000,0 days 00:01:32.096000,0 days 01:33:35.326000,0 days 01:34:19.450000,0 days 01:35:51.840000,232.0,184.0,174.0,173.0,False,HARD,8.0,False,Alfa Romeo,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,15.0,False,,False,False,3,Australian Grand Prix
0 days 02:55:45.682000,ZHO,24,,55.0,4.0,0 days 02:39:52.030000,0 days 02:41:46.482000,0 days 00:00:43.389000,0 days 00:00:25.407000,,0 days 02:40:33.467000,0 days 02:40:58.842000,,209.0,227.0,,226.0,False,SOFT,1.0,True,Alfa Romeo,0 days 02:39:50.011000,2023-04-02 06:40:51.833,451,12.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:02.774000,ZHO,24,,56.0,5.0,0 days 02:55:47.972000,,0 days 00:00:51.007000,0 days 00:00:44.181000,,0 days 02:56:36.643000,0 days 02:57:20.752000,,44.0,81.0,147.0,180.0,False,SOFT,1.0,True,Alfa Romeo,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,14.0,False,,False,False,3,Australian Grand Prix
0 days 03:35:01.234000,ZHO,24,,58.0,6.0,0 days 03:32:25.853000,,0 days 00:00:50.262000,0 days 00:00:50.247000,0 days 00:00:56.893000,0 days 03:33:14.181000,0 days 03:34:04.415000,0 days 03:35:01.258000,121.0,108.0,288.0,191.0,False,SOFT,3.0,False,Alfa Romeo,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,10.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:49.780000,HUL,27,,9.0,2.0,0 days 01:32:20.873000,,0 days 00:00:46.837000,0 days 00:00:54.255000,,0 days 01:33:05.763000,0 days 01:34:00.075000,,97.0,115.0,79.0,191.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,7.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:01.819000,HUL,27,,56.0,3.0,0 days 02:55:38.097000,,0 days 00:00:52.428000,0 days 00:00:49.821000,,0 days 02:56:27.487000,0 days 02:57:17.362000,,49.0,93.0,124.0,210.0,False,SOFT,5.0,False,Haas F1 Team,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,9.0,False,,False,False,3,Australian Grand Prix
0 days 03:35:00.506000,HUL,27,,58.0,4.0,0 days 03:32:22.431000,,0 days 00:00:52.096000,0 days 00:00:50.403000,0 days 00:00:57.554000,0 days 03:33:12.618000,0 days 03:34:02.993000,0 days 03:35:00.570000,141.0,92.0,267.0,205.0,False,SOFT,5.0,False,Haas F1 Team,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,8.0,False,,False,False,3,Australian Grand Prix
0 days 01:06:25.690000,OCO,31,0 days 00:02:06.286000,2.0,2.0,0 days 01:04:21.518000,,0 days 00:00:43.670000,0 days 00:00:30.604000,0 days 00:00:52.012000,0 days 01:05:03.142000,0 days 01:05:33.746000,0 days 01:06:25.758000,136.0,189.0,247.0,208.0,False,HARD,1.0,True,Alpine,0 days 01:04:19.404000,2023-04-02 05:05:21.226,4,15.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:51.112000,OCO,31,,9.0,3.0,0 days 01:32:50.685000,,0 days 00:00:41.172000,0 days 00:00:47.722000,0 days 00:01:36.079000,0 days 01:33:27.388000,0 days 01:34:15.184000,0 days 01:35:51.574000,224.0,101.0,154.0,201.0,False,HARD,8.0,False,Alpine,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,13.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:01.964000,OCO,31,,56.0,4.0,0 days 02:55:41.800000,,0 days 00:00:54.346000,0 days 00:00:45.097000,,0 days 02:56:33.300000,0 days 02:57:18.299000,,38.0,109.0,129.0,214.0,False,SOFT,1.0,True,Alpine,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,10.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:50.415000,NOR,4,,9.0,2.0,0 days 01:32:38.154000,,0 days 00:00:41.723000,0 days 00:00:54.404000,,0 days 01:33:15.607000,0 days 01:34:10.013000,,169.0,80.0,117.0,210.0,False,HARD,1.0,True,McLaren,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,9.0,False,,False,False,3,Australian Grand Prix
0 days 02:59:01.603000,NOR,4,,56.0,3.0,0 days 02:55:36.425000,,0 days 00:00:53.189000,0 days 00:00:50.231000,,0 days 02:56:26.393000,0 days 02:57:16.612000,,47.0,93.0,109.0,215.0,False,SOFT,1.0,True,McLaren,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,8.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:59.252000,NOR,4,,58.0,4.0,0 days 03:32:20.681000,,0 days 00:00:53.703000,0 days 00:00:50.182000,0 days 00:00:57.116000,0 days 03:33:11.993000,0 days 03:34:02.196000,0 days 03:34:59.367000,116.0,93.0,280.0,211.0,False,SOFT,5.0,False,McLaren,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,7.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:11.542000,HAM,44,,9.0,2.0,0 days 01:32:07.248000,,,0 days 00:00:52.890000,0 days 00:01:18.814000,,0 days 01:33:52.810000,0 days 01:35:12.543000,117.0,148.0,33.0,163.0,False,HARD,1.0,True,Mercedes,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,1.0,False,,False,False,3,Australian Grand Prix
0 days 02:58:59.524000,HAM,44,,56.0,3.0,0 days 02:55:10.816000,,,0 days 00:00:47.686000,,,0 days 02:57:02.877000,,90.0,141.0,2.0,128.0,False,SOFT,5.0,False,Mercedes,0 days 02:54:58.598000,2023-04-02 06:56:00.420,1,2.0,False,,False,False,3,Australian Grand Prix
0 days 03:34:55.729000,HAM,44,,58.0,4.0,0 days 03:32:09.197000,,,0 days 00:00:49.184000,0 days 00:00:59.223000,,0 days 03:33:56.571000,0 days 03:34:55.851000,124.0,124.0,283.0,78.0,False,SOFT,5.0,False,Mercedes,0 days 03:31:58.635000,2023-04-02 07:33:00.457,1,2.0,False,,False,False,3,Australian Grand Prix
0 days 01:32:40.251000,SAI,55,,8.0,2.0,0 days 01:14:22.542000,0 days 01:17:07.009000,0 days 00:00:47.972000,0 days 00:00:43.451000,,0 days 01:15:08.526000,0 days 01:15:51.978000,,123.0,175.0,,225.0,False,HARD,1.0,True,Ferrari,0 days 01:14:20.452000,2023-04-02 05:15:22.274,451,11.0,False,,False,False,3,Australian Grand Prix
0 days 01:35:50.825000,SAI,55,,9.0,3.0,0 days 01:32:44.060000,,0 days 00:00:41.326000,0 days 00:00:51.052000,0 days 00:01:38.311000,0 days 01:33:21.607000,0 days 01:34:12.731000,0 days 01:35:51.215000,246.0,79.0,141.0,199.0,False,HARD,2.0,False,Ferrari,0 days 01:31:58.608000,2023-04-02 05:33:00.430,1,11.0,False,,False,False,3,Australian Grand Prix
