LapNumber,TyreLife,FreshTyre,Position,Stint,SpeedFL,Year,LapTime_seconds,has_safety_car,has_vsc,has_red_flag,has_yellow,Compound_encoded,Driver_encoded,RaceName_encoded
7.0,1.0,True,16.0,2.0,288.0,2024,88.447,0,0,0,0,3,1,2
28.0,1.0,True,15.0,3.0,289.0,2024,89.209,0,0,0,0,3,1,2
7.0,2.0,False,18.0,2.0,287.0,2024,91.168,0,0,0,0,3,32,2
36.0,1.0,True,17.0,3.0,288.0,2024,88.57,0,0,0,0,3,32,2
18.0,1.0,True,12.0,2.0,291.0,2024,87.954,0,0,0,0,2,10,2
36.0,1.0,True,11.0,3.0,291.0,2024,87.3,0,0,0,0,3,10,2
6.0,1.0,True,18.0,2.0,286.0,2024,90.576,0,0,0,0,3,24,2
30.0,1.0,True,17.0,3.0,289.0,2024,90.602,0,0,0,0,3,24,2
10.0,1.0,True,14.0,2.0,301.0,2024,89.439,0,0,0,0,3,20,2
17.0,1.0,True,17.0,3.0,300.0,2024,107.066,0,1,0,0,3,20,2
43.0,8.0,False,17.0,4.0,290.0,2024,88.206,0,0,0,0,3,20,2
15.0,2.0,False,5.0,2.0,290.0,2024,88.205,0,0,0,0,3,19,2
41.0,2.0,False,3.0,3.0,291.0,2024,86.576,0,0,0,0,3,19,2
8.0,1.0,True,13.0,2.0,288.0,2024,88.164,0,0,0,0,3,9,2
17.0,1.0,True,1.0,2.0,233.0,2024,103.765,0,1,0,1,3,26,2
42.0,1.0,True,1.0,3.0,290.0,2024,87.215,0,0,0,0,3,26,2
9.0,1.0,True,10.0,2.0,289.0,2024,88.331,0,0,0,0,3,25,2
46.0,1.0,True,7.0,3.0,293.0,2024,86.434,0,0,0,0,3,25,2
9.0,2.0,False,18.0,2.0,286.0,2024,89.919,0,0,0,0,3,3,2
37.0,1.0,True,16.0,3.0,289.0,2024,88.154,0,0,0,0,3,3,2
10.0,2.0,False,8.0,2.0,290.0,2024,87.799,0,0,0,0,3,22,2
40.0,2.0,False,5.0,3.0,291.0,2024,86.93,0,0,0,0,3,22,2
17.0,1.0,True,2.0,3.0,255.0,2024,116.478,0,0,0,0,2,30,16
35.0,1.0,True,2.0,4.0,257.0,2024,115.503,0,0,0,0,3,30,16
16.0,1.0,True,6.0,3.0,256.0,2024,114.826,0,0,0,0,2,21,16
34.0,1.0,True,5.0,4.0,265.0,2024,114.946,0,0,0,0,3,21,16
12.0,1.0,True,10.0,3.0,253.0,2024,115.643,0,0,0,0,3,19,16
27.0,1.0,True,8.0,4.0,263.0,2024,116.621,0,0,0,0,3,19,16
16.0,2.0,False,7.0,3.0,255.0,2024,116.159,0,0,0,0,2,26,16
37.0,1.0,True,7.0,4.0,264.0,2024,115.063,0,0,0,0,3,26,16
14.0,1.0,True,8.0,3.0,254.0,2024,116.544,0,0,0,0,2,2,16
34.0,1.0,True,8.0,4.0,258.0,2024,115.043,0,0,0,0,3,2,16
13.0,1.0,True,11.0,3.0,261.0,2024,118.558,0,0,0,0,3,22,16
33.0,1.0,True,9.0,4.0,254.0,2024,115.493,0,0,0,0,3,22,16
24.0,1.0,True,9.0,3.0,256.0,2024,115.127,0,0,0,0,3,9,16
40.0,2.0,False,9.0,4.0,258.0,2024,114.409,0,0,0,0,2,9,16
27.0,1.0,True,6.0,3.0,254.0,2024,115.623,0,0,0,0,3,15,16
23.0,1.0,True,9.0,3.0,256.0,2024,115.552,0,0,0,0,3,25,16
38.0,2.0,False,9.0,4.0,258.0,2024,113.925,0,0,0,0,2,25,16
8.0,1.0,True,16.0,3.0,252.0,2024,118.044,0,0,0,0,3,29,16
23.0,1.0,True,12.0,4.0,256.0,2024,117.251,0,0,0,0,3,29,16
6.0,1.0,True,18.0,3.0,256.0,2024,117.275,0,0,0,0,3,10,16
34.0,1.0,True,15.0,4.0,260.0,2024,117.385,0,0,0,0,3,10,16
7.0,1.0,True,17.0,3.0,254.0,2024,117.449,0,0,0,0,3,3,16
23.0,1.0,True,15.0,4.0,259.0,2024,121.647,0,0,0,0,3,3,16
20.0,1.0,True,16.0,3.0,255.0,2024,118.375,0,0,0,0,3,20,16
34.0,1.0,True,16.0,4.0,258.0,2024,117.831,0,0,0,0,2,20,16
13.0,1.0,True,15.0,3.0,257.0,2024,116.221,0,0,0,0,2,28,16
23.0,1.0,True,11.0,4.0,262.0,2024,116.743,0,0,0,0,3,28,16
35.0,1.0,True,13.0,5.0,255.0,2024,113.728,0,0,0,0,1,28,16
17.0,1.0,True,17.0,3.0,255.0,2024,118.732,0,0,0,0,2,6,16
33.0,1.0,True,17.0,4.0,257.0,2024,117.833,0,0,0,0,3,6,16
23.0,1.0,True,14.0,3.0,264.0,2024,121.576,0,0,0,0,3,16,16
23.0,1.0,True,16.0,3.0,259.0,2024,121.843,0,0,0,0,3,27,16
35.0,1.0,True,15.0,4.0,259.0,2024,116.181,0,0,0,0,2,27,16
42.0,1.0,True,17.0,5.0,257.0,2024,115.171,0,0,0,0,1,27,16
8.0,1.0,True,18.0,3.0,251.0,2024,118.402,0,0,0,0,3,32,16
14.0,1.0,True,3.0,2.0,254.0,2024,119.074,0,0,0,0,3,30,9
12.0,1.0,True,20.0,2.0,253.0,2024,137.655,0,0,0,0,3,6,9
24.0,1.0,True,19.0,3.0,245.0,2024,149.898,1,0,0,0,3,6,9
39.0,1.0,True,16.0,4.0,256.0,2024,118.239,0,0,0,0,2,6,9
14.0,1.0,True,6.0,2.0,254.0,2024,118.255,0,0,0,0,3,21,9
12.0,1.0,True,9.0,2.0,255.0,2024,120.05,0,0,0,0,3,2,9
24.0,1.0,True,7.0,3.0,250.0,2024,148.542,1,0,0,0,1,2,9
44.0,1.0,True,12.0,4.0,261.0,2024,117.277,0,0,0,0,2,2,9
10.0,1.0,True,13.0,2.0,254.0,2024,119.726,0,0,0,0,2,28,9
36.0,6.0,False,17.0,5.0,257.0,2024,130.576,0,0,0,0,3,28,9
13.0,1.0,True,19.0,2.0,255.0,2024,120.228,0,0,0,0,2,27,9
25.0,1.0,False,17.0,3.0,250.0,2024,126.753,1,0,0,0,3,27,9
18.0,1.0,True,20.0,2.0,255.0,2024,120.904,0,0,0,0,3,16,9
28.0,1.0,True,17.0,3.0,244.0,2024,137.066,1,0,0,0,2,16,9
9.0,1.0,True,19.0,2.0,254.0,2024,119.845,0,0,0,0,2,29,9
24.0,1.0,True,16.0,3.0,228.0,2024,149.433,1,0,0,0,3,29,9
10.0,1.0,True,18.0,2.0,257.0,2024,121.494,0,0,0,0,2,1,9
24.0,1.0,True,17.0,3.0,242.0,2024,149.799,1,0,0,0,3,1,9
9.0,1.0,True,20.0,2.0,253.0,2024,121.214,0,0,0,0,3,32,9
41.0,1.0,True,16.0,4.0,258.0,2024,118.828,0,0,0,0,1,32,9
9.0,1.0,True,18.0,2.0,255.0,2024,119.939,0,0,0,0,3,10,9
15.0,1.0,True,18.0,2.0,260.0,2024,120.257,0,0,0,0,2,24,9
10.0,1.0,True,16.0,2.0,253.0,2024,120.652,0,0,0,0,3,20,9
24.0,1.0,True,13.0,3.0,254.0,2024,148.655,1,0,0,0,3,20,9
23.0,1.0,True,3.0,2.0,155.0,2024,148.677,1,1,0,0,3,19,9
10.0,1.0,True,19.0,2.0,255.0,2024,118.909,0,0,0,0,2,9,9
22.0,1.0,True,17.0,3.0,179.0,2024,149.397,0,1,0,0,3,9,9
18.0,1.0,True,9.0,2.0,256.0,2024,118.852,0,0,0,0,3,26,9
12.0,1.0,True,10.0,2.0,256.0,2024,118.003,0,0,0,0,2,25,9
24.0,1.0,True,8.0,3.0,252.0,2024,148.872,1,0,0,0,3,25,9
10.0,1.0,True,15.0,2.0,253.0,2024,121.016,0,0,0,0,3,3,9
17.0,2.0,False,9.0,2.0,259.0,2024,119.282,0,0,0,0,2,22,9
25.0,1.0,True,8.0,3.0,163.0,2024,145.072,1,0,0,0,3,22,9
24.0,1.0,True,4.0,2.0,274.0,2024,107.087,0,0,0,0,3,30,19
13.0,1.0,True,16.0,2.0,278.0,2024,108.014,0,0,0,0,3,6,19
18.0,1.0,True,10.0,2.0,281.0,2024,106.549,0,0,0,0,3,21,19
29.0,6.0,False,6.0,3.0,228.0,2024,138.07,1,0,0,0,2,21,19
23.0,2.0,False,14.0,2.0,280.0,2024,109.315,0,1,0,0,2,2,19
20.0,1.0,True,6.0,2.0,279.0,2024,106.412,0,0,0,0,3,15,19
12.0,2.0,False,17.0,2.0,272.0,2024,110.133,0,0,0,0,3,28,19
29.0,2.0,False,17.0,3.0,245.0,2024,137.277,1,0,0,0,2,28,19
12.0,1.0,True,19.0,2.0,278.0,2024,108.848,0,0,0,0,3,27,19
23.0,1.0,True,19.0,2.0,276.0,2024,108.784,0,1,0,0,2,16,19
29.0,1.0,True,19.0,3.0,243.0,2024,145.263,1,0,0,0,2,16,19
32.0,4.0,False,19.0,4.0,277.0,2024,115.086,1,0,0,0,2,16,19
29.0,1.0,True,7.0,2.0,237.0,2024,138.203,1,0,0,0,3,29,19
11.0,1.0,True,20.0,2.0,271.0,2024,107.913,0,0,0,0,3,1,19
54.0,1.0,True,19.0,3.0,281.0,2024,106.898,0,0,0,0,1,1,19
29.0,1.0,True,14.0,2.0,209.0,2024,139.346,1,0,0,0,1,32,19
13.0,1.0,True,15.0,2.0,275.0,2024,108.595,0,0,0,0,3,10,19
29.0,1.0,True,16.0,3.0,238.0,2024,137.985,1,0,0,0,2,10,19
29.0,6.0,False,15.0,2.0,238.0,2024,137.564,1,0,0,0,2,24,19
23.0,1.0,True,13.0,2.0,282.0,2024,111.928,0,1,0,0,3,20,19
30.0,1.0,True,1.0,2.0,252.0,2024,138.015,1,0,0,0,3,19,19
27.0,4.0,False,9.0,2.0,276.0,2024,105.964,0,0,0,0,2,9,19
28.0,1.0,True,5.0,2.0,225.0,2024,116.881,1,0,0,1,3,26,19
25.0,1.0,True,12.0,2.0,282.0,2024,107.438,0,0,0,0,3,25,19
12.0,1.0,True,20.0,2.0,274.0,2024,109.559,0,0,0,0,3,3,19
30.0,1.0,True,18.0,3.0,272.0,2024,119.415,1,0,0,0,2,3,19
28.0,1.0,True,4.0,2.0,209.0,2024,115.479,1,0,0,1,3,22,19
41.0,7.0,False,19.0,3.0,274.0,2024,113.723,0,0,0,0,2,22,19
25.0,1.0,True,4.0,2.0,280.0,2024,103.602,0,0,0,0,3,30,12
23.0,2.0,False,7.0,2.0,286.0,2024,104.693,0,0,0,0,3,19,12
26.0,1.0,True,6.0,2.0,285.0,2024,105.006,0,0,0,0,3,15,12
28.0,1.0,True,6.0,2.0,278.0,2024,104.128,0,0,0,0,3,26,12
24.0,2.0,False,8.0,2.0,285.0,2024,103.264,0,0,0,0,3,22,12
22.0,1.0,True,10.0,2.0,283.0,2024,104.938,0,0,0,0,3,25,12
53.0,3.0,False,7.0,3.0,281.0,2024,102.845,0,0,0,0,2,25,12
13.0,1.0,True,15.0,2.0,276.0,2024,103.607,0,0,0,0,3,29,12
28.0,1.0,True,9.0,2.0,277.0,2024,103.406,0,0,0,0,3,9,12
12.0,1.0,True,16.0,2.0,275.0,2024,104.778,0,0,0,0,3,24,12
14.0,1.0,True,15.0,2.0,280.0,2024,104.353,0,0,0,0,3,10,12
38.0,1.0,True,11.0,2.0,286.0,2024,103.314,0,0,0,0,2,21,12
26.0,1.0,True,19.0,2.0,276.0,2024,105.525,0,0,0,0,3,20,12
38.0,2.0,False,13.0,2.0,281.0,2024,103.75,0,0,0,0,3,28,12
10.0,9.0,False,20.0,3.0,279.0,2024,113.376,0,0,0,0,2,1,12
24.0,15.0,False,20.0,4.0,277.0,2024,114.335,0,0,0,0,2,1,12
29.0,9.0,False,20.0,5.0,283.0,2024,107.016,0,0,0,0,2,1,12
9.0,1.0,True,17.0,2.0,272.0,2024,105.303,0,0,0,0,3,6,12
31.0,1.0,True,19.0,3.0,274.0,2024,104.669,0,0,0,0,2,6,12
9.0,1.0,True,18.0,2.0,277.0,2024,105.836,0,0,0,0,3,3,12
34.0,1.0,True,17.0,2.0,277.0,2024,105.17,0,0,0,0,2,32,12
38.0,1.0,True,17.0,2.0,285.0,2024,105.988,0,0,0,0,3,16,12
32.0,1.0,True,19.0,2.0,281.0,2024,108.212,0,0,0,0,2,27,12
8.0,2.0,False,20.0,2.0,275.0,2024,105.88,0,0,0,0,3,2,12
41.0,2.0,False,19.0,3.0,279.0,2024,105.86,0,0,0,0,2,2,12
60.0,1.0,True,19.0,4.0,279.0,2024,105.749,0,0,0,0,1,2,12
52.0,2.0,False,6.0,3.0,260.0,2024,78.724,0,0,0,0,3,30,20
51.0,2.0,False,7.0,3.0,259.0,2024,79.702,0,0,0,1,3,9,20
1.0,2.0,False,12.0,2.0,106.0,2024,148.277,1,0,1,1,3,29,20
1.0,1.0,True,13.0,2.0,118.0,2024,142.255,1,0,1,1,3,1,20
1.0,1.0,True,14.0,2.0,126.0,2024,139.618,1,0,1,1,2,6,20
1.0,2.0,False,16.0,2.0,160.0,2024,130.108,1,0,1,1,3,24,20
1.0,2.0,False,15.0,2.0,148.0,2024,134.844,1,0,1,1,2,28,20
42.0,3.0,False,11.0,3.0,260.0,2024,82.775,0,0,0,0,3,28,20
48.0,1.0,True,16.0,4.0,259.0,2024,79.089,0,0,0,0,1,28,20
1.0,2.0,False,17.0,2.0,168.0,2024,124.571,1,0,1,1,2,2,20
1.0,2.0,False,18.0,2.0,173.0,2024,121.235,1,0,1,1,3,27,20
57.0,1.0,True,16.0,3.0,258.0,2024,79.809,0,0,0,0,2,27,20
1.0,1.0,True,19.0,2.0,183.0,2024,116.358,1,0,1,1,2,3,20
15.0,2.0,False,16.0,3.0,254.0,2024,80.012,0,0,0,0,3,3,20
1.0,1.0,True,20.0,2.0,183.0,2024,112.131,1,0,1,1,3,32,20
70.0,1.0,True,16.0,3.0,258.0,2024,85.295,0,0,0,0,1,32,20
