LapNumber,TyreLife,FreshTyre,Position,Stint,SpeedFL,Year,LapTime_seconds,has_safety_car,has_vsc,has_red_flag,has_yellow,Compound_encoded,Driver_encoded,RaceName_encoded
9.0,1.0,True,19.0,2.0,285.0,2021,93.499,0,0,0,0,2,21,10
48.0,1.0,True,11.0,3.0,288.0,2021,92.886,0,0,0,0,1,21,10
26.0,1.0,True,11.0,2.0,203.0,2021,134.49,1,0,0,1,3,2,15
26.0,3.0,False,10.0,2.0,214.0,2021,134.773,1,0,0,1,3,28,15
23.0,1.0,True,7.0,2.0,313.0,2021,105.539,0,0,0,0,3,24,15
27.0,1.0,True,11.0,2.0,115.0,2021,142.102,1,0,0,0,3,20,15
24.0,1.0,True,9.0,2.0,311.0,2021,114.069,0,0,0,0,3,30,15
25.0,1.0,True,7.0,2.0,311.0,2021,106.151,0,0,0,0,3,19,15
24.0,1.0,True,18.0,2.0,299.0,2021,107.809,0,0,0,0,3,18,15
23.0,3.0,False,15.0,2.0,302.0,2021,109.176,0,0,0,0,3,31,15
27.0,1.0,True,13.0,3.0,249.0,2021,135.317,1,0,0,0,2,31,15
24.0,1.0,True,14.0,2.0,309.0,2021,106.192,0,0,0,0,3,13,15
27.0,1.0,True,9.0,2.0,119.0,2021,135.424,1,0,0,0,3,25,15
27.0,1.0,True,12.0,2.0,163.0,2021,134.609,1,0,0,0,2,11,15
25.0,4.0,False,18.0,2.0,264.0,2021,121.885,1,0,0,1,1,17,15
40.0,1.0,True,16.0,4.0,302.0,2021,113.307,0,0,0,1,1,17,15
2.0,1.0,True,19.0,2.0,303.0,2021,120.859,0,0,0,0,3,7,15
26.0,1.0,True,15.0,3.0,231.0,2021,138.111,1,0,0,0,2,7,15
29.0,1.0,True,4.0,2.0,171.0,2021,119.439,0,0,0,0,3,19,23
52.0,6.0,False,8.0,3.0,148.0,2021,136.377,0,0,0,0,4,19,23
15.0,1.0,True,13.0,2.0,167.0,2021,121.968,0,0,0,0,3,26,23
49.0,7.0,False,8.0,3.0,147.0,2021,130.409,0,0,0,0,4,26,23
14.0,1.0,True,15.0,2.0,166.0,2021,122.549,0,0,0,0,3,25,23
48.0,5.0,False,14.0,3.0,148.0,2021,132.545,0,0,0,1,4,25,23
27.0,1.0,True,9.0,2.0,168.0,2021,119.008,0,0,0,0,3,9,23
50.0,1.0,True,2.0,3.0,146.0,2021,126.316,0,0,0,0,4,9,23
23.0,1.0,True,14.0,2.0,166.0,2021,125.09,0,0,0,0,3,24,23
49.0,4.0,False,9.0,3.0,153.0,2021,132.503,0,0,0,0,4,24,23
37.0,1.0,True,7.0,2.0,171.0,2021,120.677,0,0,0,0,2,2,23
51.0,1.0,True,7.0,3.0,154.0,2021,138.546,0,0,0,1,4,2,23
13.0,1.0,True,15.0,2.0,166.0,2021,121.392,0,0,0,0,3,28,23
49.0,1.0,True,16.0,3.0,145.0,2021,146.082,0,0,0,0,4,28,23
37.0,1.0,True,5.0,2.0,167.0,2021,125.912,0,0,0,0,2,21,23
51.0,1.0,True,9.0,3.0,155.0,2021,139.167,0,0,0,1,4,21,23
16.0,1.0,True,15.0,2.0,165.0,2021,121.779,0,0,0,0,3,20,23
51.0,1.0,True,15.0,3.0,148.0,2021,135.361,0,0,0,0,4,20,23
27.0,1.0,True,16.0,2.0,167.0,2021,119.82,0,0,0,0,3,31,23
51.0,1.0,True,12.0,3.0,154.0,2021,135.571,0,0,0,1,4,31,23
34.0,1.0,True,16.0,2.0,168.0,2021,119.518,0,0,0,0,2,6,23
51.0,1.0,True,14.0,3.0,145.0,2021,133.506,0,0,0,1,4,6,23
14.0,1.0,True,20.0,2.0,166.0,2021,122.484,0,0,0,0,3,29,23
48.0,1.0,True,17.0,3.0,143.0,2021,143.412,0,0,0,1,1,29,23
50.0,4.0,False,17.0,4.0,140.0,2021,147.373,0,0,0,1,4,29,23
16.0,1.0,True,16.0,2.0,160.0,2021,122.624,0,0,0,0,3,23,23
48.0,1.0,True,15.0,3.0,141.0,2021,130.407,0,0,0,1,4,23,23
21.0,1.0,True,20.0,2.0,166.0,2021,122.492,0,0,0,0,3,18,23
15.0,1.0,True,19.0,2.0,155.0,2021,123.999,0,0,0,0,3,17,23
47.0,1.0,True,19.0,3.0,142.0,2021,139.226,0,0,0,1,4,17,23
29.0,1.0,True,16.0,2.0,171.0,2021,118.45,0,0,0,0,2,3,23
48.0,1.0,True,13.0,3.0,158.0,2021,127.04,0,0,0,1,4,3,23
37.0,1.0,True,18.0,2.0,170.0,2021,121.557,0,0,0,0,2,7,23
51.0,1.0,True,16.0,3.0,141.0,2021,144.163,0,0,0,0,4,7,23
14.0,1.0,True,19.0,2.0,166.0,2021,121.725,0,0,0,0,3,13,23
36.0,1.0,True,13.0,2.0,164.0,2021,123.068,0,0,0,0,2,15,23
52.0,1.0,True,15.0,3.0,122.0,2021,141.156,0,0,0,0,4,15,23
27.0,1.0,True,12.0,2.0,168.0,2021,119.772,0,0,0,0,2,30,23
49.0,1.0,True,7.0,3.0,158.0,2021,127.65,0,0,0,0,4,30,23
38.0,1.0,True,2.0,2.0,238.0,2021,113.841,0,0,0,1,4,3,30
37.0,1.0,True,3.0,2.0,238.0,2021,111.505,0,0,0,1,4,30,30
48.0,1.0,True,4.0,2.0,238.0,2021,114.102,0,0,0,0,4,15,30
40.0,1.0,True,6.0,2.0,238.0,2021,118.884,0,0,0,0,4,6,30
31.0,1.0,True,18.0,2.0,236.0,2021,120.528,0,0,0,0,4,2,30
38.0,1.0,True,6.0,2.0,239.0,2021,112.328,0,0,0,1,4,21,30
35.0,1.0,True,9.0,2.0,239.0,2021,112.578,0,0,0,0,4,19,30
40.0,1.0,True,11.0,2.0,237.0,2021,126.878,0,0,0,0,4,28,30
36.0,1.0,True,15.0,2.0,236.0,2021,115.897,0,0,0,0,4,29,30
38.0,1.0,True,19.0,3.0,239.0,2021,114.178,0,0,0,0,4,31,30
51.0,1.0,True,5.0,2.0,241.0,2021,110.546,0,0,0,0,4,9,30
36.0,1.0,True,16.0,2.0,238.0,2021,114.322,0,0,0,0,4,25,30
40.0,1.0,True,19.0,2.0,235.0,2021,116.454,0,0,0,0,4,18,30
35.0,1.0,True,18.0,2.0,239.0,2021,116.426,0,0,0,0,4,13,30
41.0,1.0,True,12.0,2.0,238.0,2021,113.53,0,0,0,0,4,7,30
38.0,1.0,True,13.0,2.0,237.0,2021,113.103,0,0,0,0,4,23,30
36.0,1.0,True,20.0,2.0,234.0,2021,116.48,0,0,0,1,4,17,30
37.0,1.0,True,10.0,2.0,236.0,2021,118.582,0,0,0,1,4,26,30
22.0,1.0,True,18.0,2.0,238.0,2021,112.194,0,0,0,1,4,24,30
11.0,1.0,True,4.0,2.0,203.0,2021,118.851,0,0,0,0,3,30,32
30.0,1.0,True,2.0,3.0,205.0,2021,119.712,0,0,0,0,3,30,32
14.0,1.0,True,2.0,2.0,206.0,2021,121.383,0,0,0,0,3,9,32
38.0,1.0,True,2.0,3.0,209.0,2021,120.017,0,0,0,0,3,9,32
13.0,4.0,False,3.0,2.0,205.0,2021,121.373,0,0,0,0,2,21,32
31.0,1.0,True,4.0,3.0,205.0,2021,120.031,0,0,0,0,3,21,32
13.0,1.0,True,4.0,2.0,202.0,2021,120.732,0,0,0,0,3,15,32
33.0,1.0,True,4.0,3.0,207.0,2021,119.567,0,0,0,0,3,15,32
12.0,1.0,True,8.0,2.0,201.0,2021,120.995,0,0,0,0,3,26,32
30.0,1.0,True,8.0,3.0,205.0,2021,123.446,0,0,0,0,3,26,32
12.0,1.0,True,7.0,2.0,207.0,2021,121.477,0,0,0,0,3,24,32
31.0,1.0,True,6.0,3.0,208.0,2021,121.159,0,0,0,0,3,24,32
11.0,1.0,True,11.0,2.0,206.0,2021,120.686,0,0,0,0,3,19,32
31.0,1.0,True,8.0,3.0,209.0,2021,123.844,0,0,0,0,3,19,32
11.0,1.0,True,13.0,2.0,203.0,2021,122.604,0,0,0,0,3,6,32
16.0,1.0,True,11.0,2.0,204.0,2021,122.707,0,0,0,0,3,3,32
35.0,1.0,True,7.0,3.0,208.0,2021,120.983,0,0,0,0,3,3,32
10.0,1.0,True,14.0,2.0,203.0,2021,122.899,0,0,0,0,3,29,32
33.0,1.0,True,11.0,3.0,208.0,2021,124.229,0,0,0,0,3,29,32
4.0,1.0,True,20.0,2.0,201.0,2021,139.657,0,0,0,0,3,20,32
26.0,4.0,False,18.0,3.0,203.0,2021,132.872,0,1,0,0,2,20,32
9.0,4.0,False,16.0,2.0,204.0,2021,122.202,0,0,0,0,2,7,32
27.0,1.0,True,15.0,3.0,206.0,2021,130.997,0,1,0,0,3,7,32
19.0,1.0,True,15.0,2.0,205.0,2021,122.242,0,0,0,0,2,28,32
35.0,1.0,True,14.0,3.0,207.0,2021,120.077,0,0,0,0,3,28,32
6.0,1.0,True,19.0,2.0,201.0,2021,130.949,0,0,0,0,3,13,32
26.0,1.0,True,17.0,3.0,177.0,2021,129.179,0,1,0,0,3,13,32
13.0,1.0,True,15.0,2.0,204.0,2021,122.425,0,0,0,0,2,23,32
32.0,1.0,True,12.0,3.0,205.0,2021,122.846,0,0,0,0,3,23,32
12.0,1.0,True,19.0,2.0,200.0,2021,124.635,0,0,0,0,3,18,32
35.0,1.0,True,18.0,3.0,205.0,2021,122.135,0,0,0,0,2,18,32
2.0,1.0,True,20.0,2.0,200.0,2021,131.965,0,0,0,0,3,17,32
25.0,1.0,True,19.0,3.0,200.0,2021,126.636,0,0,0,0,2,17,32
38.0,2.0,False,19.0,4.0,201.0,2021,123.594,0,0,0,0,2,17,32
18.0,3.0,False,15.0,2.0,201.0,2021,123.827,0,0,0,0,2,31,32
39.0,1.0,True,13.0,3.0,205.0,2021,122.366,0,0,0,0,3,31,32
8.0,1.0,True,17.0,2.0,202.0,2021,120.655,0,0,0,0,3,2,32
29.0,1.0,True,14.0,3.0,205.0,2021,120.282,0,0,0,0,3,2,32
40.0,1.0,True,14.0,4.0,212.0,2021,119.279,0,0,0,0,2,2,32
10.0,1.0,True,17.0,2.0,205.0,2021,120.961,0,0,0,0,3,25,32
32.0,1.0,True,15.0,3.0,208.0,2021,122.344,0,0,0,0,3,25,32
2.0,1.0,True,17.0,2.0,132.0,2021,133.728,1,0,0,0,3,3,18
41.0,1.0,True,15.0,3.0,252.0,2021,112.388,0,0,0,0,2,3,18
64.0,4.0,False,14.0,4.0,254.0,2021,102.702,0,0,0,0,1,3,18
68.0,4.0,False,16.0,5.0,256.0,2021,109.327,0,0,0,0,1,3,18
30.0,1.0,True,4.0,2.0,249.0,2021,101.412,0,0,0,0,3,9,18
34.0,23.0,False,2.0,2.0,252.0,2021,98.828,0,0,0,0,3,30,18
41.0,1.0,True,3.0,2.0,253.0,2021,99.305,0,0,0,0,3,21,18
32.0,1.0,True,6.0,2.0,250.0,2021,100.943,0,0,0,0,3,6,18
43.0,1.0,True,6.0,2.0,251.0,2021,99.931,0,0,0,0,3,26,18
2.0,1.0,True,18.0,2.0,148.0,2021,140.003,1,0,0,0,3,24,18
39.0,3.0,False,13.0,3.0,251.0,2021,101.381,0,0,0,0,2,24,18
31.0,1.0,True,9.0,2.0,253.0,2021,100.475,0,0,0,0,3,15,18
34.0,1.0,True,9.0,2.0,249.0,2021,99.725,0,0,0,0,3,31,18
33.0,1.0,True,10.0,2.0,251.0,2021,100.054,0,0,0,0,3,23,18
17.0,1.0,True,13.0,2.0,249.0,2021,102.892,0,0,0,0,3,7,18
40.0,1.0,True,10.0,2.0,249.0,2021,101.483,0,0,0,0,3,2,18
12.0,1.0,True,18.0,2.0,246.0,2021,102.777,0,0,0,0,3,13,18
50.0,3.0,False,17.0,3.0,249.0,2021,101.487,0,0,0,0,2,13,18
14.0,1.0,True,18.0,2.0,245.0,2021,107.051,0,0,0,0,3,17,18
59.0,1.0,False,18.0,3.0,248.0,2021,104.484,0,0,0,0,2,17,18
16.0,1.0,True,14.0,2.0,246.0,2021,101.093,0,0,0,0,3,25,18
45.0,1.0,True,10.0,2.0,253.0,2021,100.837,0,0,0,0,3,19,18
15.0,1.0,True,15.0,2.0,246.0,2021,101.323,0,0,0,0,3,20,18
13.0,1.0,True,17.0,2.0,247.0,2021,103.275,0,0,0,0,3,28,18
35.0,3.0,False,17.0,3.0,250.0,2021,104.581,0,0,0,0,2,28,18
9.0,9.0,False,4.0,3.0,220.0,2021,145.925,1,0,0,0,2,3,29
31.0,1.0,True,3.0,4.0,304.0,2021,91.638,0,1,0,0,3,3,29
42.0,1.0,True,4.0,5.0,324.0,2021,90.597,0,0,0,0,3,3,29
9.0,9.0,False,1.0,3.0,206.0,2021,149.633,1,0,0,0,2,30,29
28.0,1.0,True,3.0,4.0,300.0,2021,90.413,0,0,0,0,3,30,29
41.0,1.0,True,4.0,5.0,303.0,2021,89.979,0,0,0,0,3,30,29
9.0,9.0,False,6.0,3.0,228.0,2021,142.998,1,0,0,0,2,26,29
27.0,1.0,False,13.0,4.0,332.0,2021,91.824,0,0,0,0,2,26,29
54.0,1.0,True,6.0,5.0,327.0,2021,90.648,0,0,0,0,3,26,29
9.0,9.0,False,2.0,3.0,217.0,2021,148.325,1,0,0,0,2,21,29
29.0,1.0,True,5.0,4.0,303.0,2021,91.989,0,0,0,0,3,21,29
43.0,1.0,True,5.0,5.0,326.0,2021,89.5,0,0,0,0,3,21,29
70.0,4.0,False,4.0,6.0,300.0,2021,94.208,0,0,0,0,1,21,29
2.0,1.0,True,20.0,2.0,299.0,2021,97.178,0,0,0,0,3,19,29
9.0,8.0,False,20.0,5.0,273.0,2021,119.078,1,0,0,0,3,19,29
38.0,1.0,True,17.0,6.0,304.0,2021,93.595,0,0,0,0,3,19,29
9.0,26.0,False,5.0,3.0,224.0,2021,144.186,1,0,0,0,2,15,29
28.0,1.0,True,9.0,4.0,301.0,2021,91.496,0,0,0,0,2,15,29
53.0,1.0,True,6.0,5.0,302.0,2021,91.351,0,0,0,0,3,15,29
9.0,9.0,False,8.0,3.0,235.0,2021,139.155,1,0,0,0,2,6,29
26.0,1.0,True,14.0,4.0,316.0,2021,91.872,0,0,0,0,3,6,29
52.0,1.0,True,9.0,5.0,304.0,2021,90.637,0,0,0,0,3,6,29
9.0,9.0,False,9.0,3.0,235.0,2021,137.543,1,0,0,0,2,20,29
31.0,1.0,True,13.0,4.0,331.0,2021,92.154,0,0,0,0,3,20,29
9.0,11.0,False,7.0,3.0,232.0,2021,140.499,1,0,0,0,2,31,29
29.0,3.0,False,15.0,4.0,301.0,2021,93.946,0,0,0,0,3,31,29
56.0,3.0,False,11.0,5.0,305.0,2021,91.855,0,0,0,0,2,31,29
9.0,9.0,False,3.0,3.0,218.0,2021,147.627,1,0,0,0,2,9,29
27.0,1.0,True,6.0,4.0,324.0,2021,89.802,0,0,0,0,3,9,29
44.0,1.0,True,2.0,5.0,311.0,2021,89.598,0,0,0,0,3,9,29
9.0,9.0,False,10.0,3.0,240.0,2021,137.097,1,0,0,0,2,24,29
31.0,1.0,True,9.0,4.0,331.0,2021,91.466,0,0,0,0,3,24,29
9.0,9.0,False,11.0,3.0,244.0,2021,134.418,1,0,0,0,2,2,29
35.0,1.0,True,14.0,4.0,327.0,2021,91.87,0,0,0,0,3,2,29
9.0,9.0,False,13.0,3.0,255.0,2021,131.787,1,0,0,0,2,7,29
30.0,1.0,True,16.0,4.0,308.0,2021,105.612,0,1,0,0,3,7,29
43.0,1.0,True,16.0,5.0,327.0,2021,93.866,0,0,0,0,2,7,29
9.0,11.0,False,12.0,3.0,245.0,2021,133.082,1,0,0,0,2,28,29
23.0,3.0,False,19.0,4.0,302.0,2021,94.622,0,0,0,0,3,28,29
5.0,1.0,True,19.0,2.0,230.0,2021,110.411,1,0,0,0,3,29,29
9.0,5.0,False,19.0,5.0,259.0,2021,121.876,1,0,0,0,3,29,29
40.0,1.0,True,17.0,6.0,301.0,2021,106.372,0,0,0,0,3,29,29
9.0,9.0,False,16.0,3.0,262.0,2021,127.018,1,0,0,0,2,13,29
14.0,1.0,True,19.0,4.0,299.0,2021,93.034,0,0,0,0,3,13,29
40.0,1.0,True,18.0,5.0,303.0,2021,94.44,0,0,0,0,3,13,29
9.0,3.0,False,18.0,4.0,259.0,2021,123.246,1,0,0,0,3,25,29
42.0,1.0,True,16.0,5.0,304.0,2021,91.963,0,0,0,0,3,25,29
9.0,9.0,False,15.0,3.0,256.0,2021,127.865,1,0,0,0,2,18,29
12.0,1.0,True,20.0,4.0,278.0,2021,129.687,0,1,0,0,3,18,29
30.0,1.0,True,20.0,5.0,325.0,2021,100.958,0,0,0,0,2,18,29
62.0,1.0,False,18.0,6.0,304.0,2021,94.865,0,0,0,0,2,18,29
9.0,9.0,False,14.0,3.0,253.0,2021,128.696,1,0,0,0,2,17,29
35.0,1.0,True,19.0,4.0,300.0,2021,95.011,0,0,0,0,3,17,29
9.0,9.0,False,17.0,3.0,254.0,2021,124.562,1,0,0,0,2,23,29
29.0,1.0,True,19.0,4.0,99.0,2021,94.516,0,1,0,0,3,23,29
53.0,1.0,True,12.0,5.0,304.0,2021,89.789,0,0,0,0,2,23,29
14.0,4.0,False,18.0,2.0,297.0,2021,95.301,0,0,0,0,2,6,22
36.0,6.0,False,11.0,3.0,298.0,2021,93.491,0,0,0,0,2,6,22
20.0,1.0,True,12.0,2.0,295.0,2021,93.466,0,0,0,0,3,21,22
42.0,4.0,False,7.0,3.0,295.0,2021,91.217,0,0,0,0,2,21,22
24.0,1.0,True,7.0,2.0,294.0,2021,95.017,0,0,0,0,3,2,22
28.0,1.0,True,13.0,2.0,288.0,2021,95.203,0,0,0,0,3,15,22
24.0,1.0,True,13.0,2.0,295.0,2021,93.493,0,0,0,0,3,28,22
10.0,1.0,True,20.0,2.0,294.0,2021,96.181,0,0,0,0,2,29,22
35.0,1.0,True,16.0,3.0,299.0,2021,94.63,0,0,0,0,3,29,22
27.0,1.0,True,15.0,2.0,301.0,2021,95.215,0,0,0,0,3,24,22
25.0,1.0,True,12.0,2.0,294.0,2021,93.212,0,0,0,0,3,20,22
18.0,1.0,True,2.0,2.0,290.0,2021,92.604,0,0,0,0,3,30,22
42.0,1.0,True,2.0,3.0,294.0,2021,91.322,0,0,0,0,2,30,22
56.0,4.0,False,2.0,4.0,293.0,2021,116.876,0,1,0,0,1,30,22
26.0,1.0,True,9.0,2.0,297.0,2021,95.241,0,0,0,0,3,19,22
50.0,1.0,True,11.0,3.0,325.0,2021,92.476,0,0,0,1,2,19,22
19.0,1.0,True,1.0,2.0,293.0,2021,94.158,0,0,0,0,3,9,22
43.0,1.0,False,1.0,3.0,297.0,2021,92.048,0,0,0,0,2,9,22
23.0,3.0,False,20.0,2.0,295.0,2021,96.726,0,0,0,0,2,18,22
27.0,1.0,False,16.0,2.0,320.0,2021,93.904,0,0,0,0,2,31,22
28.0,1.0,True,10.0,2.0,298.0,2021,94.761,0,0,0,0,3,26,22
19.0,1.0,True,20.0,2.0,296.0,2021,95.182,0,0,0,0,3,13,22
18.0,1.0,True,20.0,2.0,296.0,2021,94.945,0,0,0,0,3,25,22
50.0,4.0,False,18.0,3.0,298.0,2021,93.925,0,0,0,1,1,25,22
11.0,1.0,True,20.0,2.0,318.0,2021,94.528,0,0,0,0,2,23,22
31.0,1.0,True,19.0,3.0,321.0,2021,95.51,0,0,0,0,3,23,22
34.0,1.0,True,14.0,2.0,295.0,2021,95.5,0,0,0,0,3,3,22
32.0,4.0,False,20.0,2.0,313.0,2021,101.988,0,0,0,1,1,17,22
16.0,1.0,True,20.0,2.0,297.0,2021,94.557,0,0,0,0,2,7,22
33.0,1.0,True,19.0,3.0,298.0,2021,94.244,0,0,0,1,2,7,22
45.0,1.0,True,13.0,5.0,292.0,2021,112.878,0,0,0,0,1,2,25
10.0,2.0,False,19.0,2.0,242.0,2021,147.675,1,0,0,0,3,28,25
24.0,3.0,False,16.0,4.0,288.0,2021,121.649,0,0,0,0,3,29,25
10.0,1.0,True,18.0,2.0,266.0,2021,140.006,1,0,0,0,3,25,25
27.0,6.0,False,15.0,4.0,287.0,2021,139.182,0,1,0,0,2,23,25
37.0,4.0,False,9.0,2.0,219.0,2021,116.705,0,1,0,0,2,6,1
55.0,1.0,True,7.0,3.0,204.0,2021,120.394,1,0,0,0,1,6,1
22.0,1.0,True,5.0,2.0,213.0,2021,108.764,0,0,0,0,3,21,1
37.0,1.0,True,3.0,3.0,221.0,2021,119.707,0,1,0,0,3,21,1
54.0,4.0,False,3.0,4.0,211.0,2021,126.894,1,0,0,0,1,21,1
37.0,1.0,True,7.0,2.0,218.0,2021,116.24,0,1,0,0,2,2,1
16.0,1.0,True,16.0,2.0,214.0,2021,110.853,0,0,0,0,3,15,1
36.0,6.0,False,12.0,3.0,193.0,2021,128.653,0,1,0,0,2,15,1
22.0,1.0,True,17.0,2.0,215.0,2021,110.845,0,0,0,0,3,28,1
53.0,1.0,True,14.0,3.0,187.0,2021,132.355,1,0,0,0,1,28,1
24.0,1.0,True,10.0,2.0,215.0,2021,111.159,0,0,0,0,3,29,1
54.0,4.0,False,7.0,3.0,207.0,2021,114.46,1,0,0,0,1,29,1
19.0,1.0,True,17.0,2.0,213.0,2021,110.014,0,0,0,0,3,24,1
53.0,4.0,False,13.0,3.0,111.0,2021,136.464,1,0,0,0,1,24,1
16.0,2.0,False,18.0,2.0,212.0,2021,109.514,0,0,0,0,3,20,1
14.0,1.0,True,4.0,2.0,214.0,2021,107.251,0,0,0,0,3,30,1
37.0,1.0,True,2.0,3.0,221.0,2021,128.605,0,1,0,0,3,30,1
54.0,4.0,False,2.0,4.0,108.0,2021,135.373,1,0,0,0,1,30,1
18.0,1.0,True,13.0,2.0,213.0,2021,110.162,0,0,0,0,3,19,1
49.0,1.0,True,9.0,3.0,219.0,2021,108.028,0,0,0,0,2,19,1
15.0,2.0,False,2.0,2.0,218.0,2021,108.755,0,0,0,0,3,9,1
11.0,1.0,True,19.0,2.0,210.0,2021,110.461,0,0,0,0,3,18,1
53.0,4.0,False,15.0,3.0,199.0,2021,131.605,1,0,0,0,1,18,1
24.0,1.0,True,16.0,2.0,215.0,2021,110.219,0,0,0,0,3,31,1
20.0,1.0,True,8.0,2.0,213.0,2021,110.428,0,0,0,0,3,26,1
29.0,1.0,True,17.0,2.0,215.0,2021,109.78,0,0,0,0,3,13,1
22.0,1.0,True,18.0,2.0,211.0,2021,110.722,0,0,0,0,3,23,1
31.0,2.0,False,9.0,2.0,216.0,2021,110.242,0,0,0,0,3,3,1
18.0,1.0,True,18.0,2.0,215.0,2021,111.395,0,0,0,0,3,7,1
18.0,1.0,True,1.0,2.0,277.0,2024,117.854,0,0,0,0,3,30,5
38.0,1.0,True,1.0,3.0,280.0,2024,116.445,0,0,0,0,1,30,5
12.0,1.0,True,13.0,2.0,283.0,2024,117.471,0,0,0,0,3,15,5
35.0,1.0,True,6.0,3.0,289.0,2024,116.166,0,0,0,0,3,15,5
12.0,1.0,True,11.0,2.0,281.0,2024,118.46,0,0,0,0,3,25,5
32.0,1.0,True,9.0,3.0,282.0,2024,117.267,0,0,0,0,3,25,5
15.0,1.0,True,7.0,2.0,286.0,2024,117.225,0,0,0,0,3,26,5
36.0,1.0,True,3.0,3.0,280.0,2024,115.62,0,0,0,0,3,26,5
13.0,1.0,True,8.0,2.0,288.0,2024,117.624,0,0,0,0,3,21,5
37.0,1.0,True,2.0,3.0,280.0,2024,115.808,0,0,0,0,1,21,5
16.0,1.0,True,10.0,2.0,284.0,2024,118.814,0,0,0,0,3,2,5
42.0,1.0,True,11.0,3.0,281.0,2024,116.899,0,0,0,0,3,2,5
14.0,1.0,True,9.0,2.0,278.0,2024,117.77,0,0,0,0,3,19,5
34.0,1.0,True,8.0,3.0,282.0,2024,116.898,0,0,0,0,3,19,5
13.0,1.0,True,11.0,2.0,278.0,2024,118.689,0,0,0,0,3,22,5
35.0,1.0,True,9.0,3.0,281.0,2024,119.703,0,0,0,0,3,22,5
13.0,1.0,True,12.0,2.0,276.0,2024,118.645,0,0,0,0,3,9,5
34.0,1.0,True,9.0,3.0,282.0,2024,114.974,0,0,0,0,3,9,5
2.0,1.0,True,20.0,2.0,277.0,2024,130.911,0,0,0,0,3,10,5
21.0,1.0,True,19.0,3.0,279.0,2024,118.699,0,0,0,0,3,10,5
42.0,2.0,False,18.0,4.0,282.0,2024,116.108,0,0,0,0,1,10,5
15.0,1.0,True,13.0,2.0,284.0,2024,119.588,0,0,0,0,3,29,5
35.0,1.0,True,15.0,3.0,281.0,2024,117.417,0,0,0,0,3,29,5
10.0,1.0,True,18.0,2.0,277.0,2024,117.815,0,0,0,1,3,28,5
28.0,1.0,True,18.0,3.0,280.0,2024,116.64,0,0,0,0,3,28,5
16.0,1.0,True,15.0,2.0,288.0,2024,119.341,0,0,0,0,3,1,5
37.0,1.0,True,16.0,3.0,282.0,2024,117.632,0,0,0,0,3,1,5
14.0,1.0,True,16.0,2.0,278.0,2024,119.408,0,0,0,0,3,24,5
36.0,1.0,True,16.0,3.0,281.0,2024,116.995,0,0,0,0,1,24,5
12.0,1.0,True,17.0,2.0,282.0,2024,119.682,0,0,0,0,3,16,5
33.0,1.0,True,16.0,3.0,281.0,2024,116.655,0,0,0,0,3,16,5
13.0,1.0,True,19.0,2.0,287.0,2024,121.081,0,0,0,0,3,3,5
10.0,1.0,True,17.0,2.0,277.0,2024,119.328,0,0,0,1,3,32,5
29.0,1.0,True,17.0,3.0,281.0,2024,117.076,0,0,0,0,3,32,5
11.0,1.0,True,20.0,2.0,244.0,2024,132.438,0,0,0,0,3,27,5
29.0,1.0,False,20.0,3.0,281.0,2024,121.581,0,0,0,0,3,27,5
41.0,1.0,True,20.0,4.0,281.0,2024,120.282,0,0,0,0,1,27,5
11.0,1.0,True,18.0,2.0,275.0,2024,119.014,0,0,0,0,3,20,5
31.0,1.0,True,18.0,3.0,277.0,2024,119.322,0,0,0,0,3,20,5
13.0,1.0,True,18.0,2.0,275.0,2024,124.565,0,0,0,0,3,6,5
32.0,1.0,True,18.0,3.0,276.0,2024,119.77,0,0,0,0,3,6,5
44.0,1.0,True,18.0,4.0,278.0,2024,116.481,0,0,0,0,1,6,5
42.0,1.0,True,18.0,2.0,292.0,2024,137.392,0,0,0,0,1,32,25
34.0,1.0,True,11.0,2.0,294.0,2024,111.863,0,0,0,0,3,10,25
38.0,7.0,False,8.0,2.0,292.0,2024,110.849,0,0,0,0,1,19,25
37.0,4.0,False,9.0,2.0,296.0,2024,109.485,0,0,0,0,1,9,25
36.0,1.0,True,18.0,3.0,292.0,2024,114.249,0,0,0,0,1,3,25
18.0,1.0,True,15.0,2.0,290.0,2024,89.888,0,0,0,0,3,6,2
42.0,1.0,True,14.0,3.0,290.0,2024,88.171,0,0,0,0,3,6,2
15.0,1.0,True,10.0,2.0,305.0,2024,87.909,0,0,0,0,3,21,2
36.0,1.0,True,8.0,3.0,292.0,2024,87.672,0,0,0,0,3,21,2
18.0,2.0,False,5.0,2.0,287.0,2024,90.723,0,1,0,0,2,2,2
42.0,2.0,False,7.0,3.0,283.0,2024,87.347,0,0,0,0,3,2,2
10.0,1.0,True,7.0,2.0,292.0,2024,87.861,0,0,0,0,3,15,2
35.0,1.0,True,4.0,3.0,288.0,2024,87.951,0,0,0,0,3,15,2
9.0,2.0,False,11.0,2.0,289.0,2024,87.945,0,0,0,0,3,28,2
38.0,2.0,False,8.0,3.0,288.0,2024,87.847,0,0,0,0,3,28,2
8.0,1.0,True,15.0,2.0,291.0,2024,89.979,0,0,0,0,3,16,2
34.0,1.0,True,14.0,3.0,291.0,2024,88.539,0,0,0,0,3,16,2
10.0,1.0,True,12.0,2.0,289.0,2024,89.892,0,0,0,0,3,29,2
37.0,1.0,True,10.0,3.0,289.0,2024,89.144,0,0,0,0,3,29,2
