LapNumber,TyreLife,FreshTyre,Position,Stint,race_round,SpeedFL,LapTime_seconds,has_safety_car,has_vsc,has_yellow,Compound_encoded,Driver_encoded,RaceName_encoded
15.0,1.0,False,2.0,2.0,1,279.0,118.378,0,0,0,1,20,4
37.0,1.0,True,1.0,3.0,1,281.0,118.49,0,0,0,3,20,4
10.0,1.0,True,20.0,2.0,1,278.0,121.262,0,0,0,3,4,4
26.0,1.0,True,17.0,3.0,1,280.0,119.404,0,0,0,3,4,4
41.0,1.0,True,10.0,4.0,1,289.0,128.544,0,1,0,1,4,4
18.0,3.0,False,3.0,2.0,1,280.0,118.797,0,0,0,1,12,4
35.0,1.0,True,2.0,3.0,1,281.0,118.785,0,0,0,3,12,4
15.0,1.0,True,8.0,2.0,1,280.0,119.692,0,0,0,3,1,4
35.0,1.0,True,6.0,3.0,1,283.0,117.389,0,0,0,3,1,4
14.0,1.0,True,5.0,2.0,1,282.0,118.77,0,0,0,3,8,4
34.0,1.0,True,4.0,3.0,1,281.0,119.477,0,0,0,3,8,4
16.0,1.0,True,9.0,2.0,1,279.0,119.876,0,0,0,3,18,4
31.0,1.0,True,8.0,3.0,1,283.0,117.063,0,0,0,3,18,4
13.0,1.0,True,15.0,2.0,1,284.0,120.255,0,0,0,1,17,4
31.0,1.0,True,14.0,3.0,1,283.0,119.303,0,0,0,3,17,4
41.0,1.0,True,14.0,4.0,1,284.0,125.614,0,1,0,1,17,4
16.0,1.0,True,18.0,2.0,1,279.0,120.587,0,0,0,3,9,4
30.0,1.0,True,17.0,3.0,1,281.0,120.933,0,0,0,1,9,4
41.0,1.0,True,15.0,4.0,1,282.0,122.547,0,1,0,1,9,4
12.0,1.0,True,19.0,2.0,1,280.0,121.184,0,0,0,3,3,4
28.0,1.0,True,16.0,3.0,1,278.0,120.083,0,0,0,3,3,4
11.0,1.0,True,18.0,2.0,1,279.0,119.843,0,0,0,3,19,4
27.0,1.0,True,16.0,3.0,1,289.0,120.3,0,0,0,3,19,4
41.0,4.0,False,13.0,4.0,1,290.0,130.782,0,1,0,1,19,4
12.0,1.0,True,15.0,2.0,1,285.0,119.445,0,0,0,1,0,4
27.0,1.0,True,14.0,3.0,1,286.0,119.87,0,0,0,3,0,4
41.0,1.0,False,9.0,4.0,1,286.0,128.659,0,1,0,1,0,4
13.0,1.0,True,20.0,2.0,1,293.0,122.101,0,0,0,3,21,4
33.0,4.0,False,15.0,3.0,1,280.0,119.659,0,0,0,1,21,4
55.0,4.0,False,16.0,4.0,1,281.0,127.673,0,0,0,1,21,4
12.0,1.0,True,20.0,2.0,1,288.0,122.579,0,0,0,3,6,4
27.0,1.0,True,19.0,3.0,1,281.0,132.037,0,0,0,3,6,4
41.0,4.0,False,16.0,4.0,1,282.0,125.275,0,1,0,1,6,4
13.0,1.0,True,12.0,2.0,1,287.0,120.381,0,0,0,3,11,4
16.0,4.0,False,19.0,3.0,1,278.0,135.708,0,0,0,3,11,4
33.0,1.0,True,19.0,4.0,1,281.0,138.694,0,0,0,3,11,4
11.0,1.0,True,20.0,2.0,1,278.0,129.886,0,0,0,3,10,4
18.0,4.0,False,19.0,3.0,1,278.0,128.607,0,0,0,1,10,4
28.0,1.0,True,19.0,4.0,1,279.0,127.663,0,0,0,2,10,4
38.0,1.0,True,19.0,5.0,1,282.0,128.682,0,0,0,3,10,4
48.0,5.0,False,17.0,6.0,1,281.0,126.905,0,0,0,1,10,4
55.0,7.0,False,17.0,7.0,1,280.0,124.847,0,0,0,1,10,4
13.0,1.0,True,8.0,2.0,1,282.0,119.179,0,0,0,3,5,4
31.0,1.0,True,7.0,3.0,1,283.0,119.503,0,0,0,3,5,4
14.0,1.0,True,6.0,2.0,1,280.0,119.006,0,0,0,3,16,4
32.0,1.0,True,5.0,3.0,1,281.0,118.492,0,0,0,3,16,4
14.0,1.0,True,10.0,2.0,1,288.0,121.269,0,0,0,3,15,4
32.0,1.0,True,8.0,3.0,1,286.0,118.694,0,0,0,3,15,4
12.0,1.0,True,14.0,2.0,1,278.0,119.45,0,0,0,3,2,4
30.0,1.0,True,11.0,3.0,1,278.0,118.886,0,0,0,3,2,4
15.0,1.0,True,14.0,2.0,2,289.0,113.128,0,0,0,3,4,17
17.0,1.0,True,8.0,2.0,2,259.0,119.434,1,0,1,3,8,17
14.0,2.0,False,11.0,2.0,2,287.0,114.305,0,0,0,3,18,17
19.0,1.0,True,15.0,2.0,2,218.0,142.638,1,0,0,2,17,17
9.0,1.0,True,18.0,2.0,2,292.0,112.964,0,0,0,3,9,17
18.0,1.0,True,16.0,2.0,2,223.0,149.507,1,0,0,3,3,17
18.0,1.0,True,8.0,2.0,2,246.0,149.289,1,0,0,3,19,17
12.0,1.0,True,17.0,2.0,2,308.0,115.874,0,0,0,3,21,17
19.0,1.0,True,17.0,3.0,2,218.0,135.298,1,0,0,2,21,17
12.0,1.0,True,16.0,2.0,2,296.0,113.453,0,0,0,3,6,17
17.0,1.0,True,12.0,2.0,2,215.0,125.968,1,0,1,3,11,17
3.0,1.0,True,20.0,2.0,2,274.0,123.534,0,0,0,3,10,17
20.0,1.0,True,19.0,3.0,2,279.0,138.348,1,0,0,2,10,17
16.0,1.0,True,9.0,2.0,2,294.0,113.399,0,0,0,3,16,17
10.0,1.0,True,19.0,2.0,2,289.0,114.489,0,0,0,3,2,17
36.0,1.0,True,18.0,4.0,2,289.0,114.109,0,0,0,1,2,17
2.0,1.0,True,20.0,2.0,2,283.0,124.805,0,0,0,3,13,17
3.0,1.0,True,18.0,3.0,3,291.0,110.649,1,0,0,3,12,1
3.0,2.0,False,19.0,3.0,3,289.0,110.807,1,0,0,3,17,1
37.0,8.0,False,17.0,5.0,3,290.0,89.657,0,0,0,3,17,1
46.0,1.0,True,17.0,3.0,3,288.0,88.53,0,0,0,1,3,1
2.0,1.0,True,16.0,2.0,3,239.0,119.863,1,0,0,3,21,1
2.0,1.0,True,15.0,2.0,3,247.0,126.286,1,0,0,3,11,1
2.0,1.0,True,17.0,2.0,3,253.0,114.147,1,0,0,3,2,1
6.0,1.0,True,20.0,2.0,4,312.0,124.865,0,0,0,3,4,3
24.0,1.0,True,19.0,3.0,4,313.0,124.713,0,0,0,3,4,3
9.0,1.0,True,19.0,2.0,4,318.0,125.742,0,0,0,3,17,3
9.0,1.0,False,15.0,2.0,4,315.0,125.578,0,0,0,3,19,3
8.0,1.0,True,18.0,2.0,4,324.0,126.167,0,0,0,3,0,3
1.0,1.0,True,20.0,1.0,4,337.0,122.623,0,0,1,3,6,3
50.0,1.0,True,17.0,2.0,4,310.0,126.546,0,0,0,1,6,3
1.0,1.0,True,19.0,1.0,4,327.0,122.501,0,0,1,3,11,3
51.0,1.0,True,15.0,2.0,4,312.0,121.249,0,0,0,1,11,3
10.0,1.0,True,13.0,2.0,4,236.0,135.72,1,0,1,3,10,3
10.0,1.0,True,11.0,2.0,4,47.0,131.469,1,0,1,3,5,3
50.0,1.0,True,8.0,3.0,4,317.0,124.793,0,0,0,1,15,3
7.0,1.0,True,20.0,2.0,4,313.0,124.955,0,0,0,3,2,3
13.0,1.0,True,19.0,3.0,4,282.0,140.098,1,0,0,3,2,3
35.0,1.0,True,19.0,4.0,4,309.0,124.784,0,0,0,2,2,3
9.0,1.0,True,16.0,2.0,4,318.0,125.475,0,0,0,3,13,3
46.0,1.0,True,2.0,2.0,5,282.0,106.123,0,0,0,2,20,14
21.0,1.0,True,4.0,2.0,5,275.0,106.826,0,0,0,3,12,14
25.0,2.0,False,5.0,2.0,5,277.0,107.051,0,0,0,3,1,14
18.0,1.0,True,12.0,2.0,5,273.0,107.89,0,0,0,3,15,14
19.0,1.0,True,7.0,2.0,5,280.0,106.534,0,0,0,3,16,14
38.0,1.0,True,12.0,2.0,5,276.0,105.089,0,0,0,2,5,14
18.0,1.0,True,15.0,2.0,5,272.0,108.229,0,0,0,3,8,14
16.0,1.0,True,14.0,2.0,5,266.0,108.049,0,0,0,3,4,14
40.0,1.0,True,11.0,2.0,5,278.0,105.73,0,0,0,2,11,14
15.0,1.0,True,16.0,2.0,5,272.0,107.363,0,0,0,3,9,14
37.0,1.0,True,14.0,2.0,5,274.0,106.515,0,0,0,2,19,14
43.0,2.0,False,15.0,2.0,5,276.0,106.469,0,0,0,2,18,14
16.0,1.0,True,16.0,2.0,5,271.0,108.475,0,0,0,3,2,14
23.0,1.0,True,17.0,2.0,5,275.0,107.79,0,0,0,3,0,14
34.0,1.0,True,16.0,2.0,5,276.0,107.942,0,0,0,2,6,14
32.0,1.0,True,17.0,2.0,5,271.0,107.897,0,0,0,2,21,14
5.0,1.0,True,19.0,2.0,5,270.0,110.478,0,0,0,3,10,14
16.0,1.0,True,19.0,2.0,5,271.0,110.131,0,0,0,3,3,14
6.0,1.0,True,18.0,2.0,5,270.0,108.019,0,0,0,3,13,14
3.0,1.0,True,20.0,2.0,5,268.0,135.625,0,0,0,3,17,14
56.0,1.0,True,1.0,2.0,6,247.0,106.131,0,0,1,4,20,15
48.0,1.0,True,8.0,2.0,6,257.0,79.884,0,0,0,2,4,15
55.0,1.0,True,7.0,3.0,6,252.0,103.22,0,0,1,4,4,15
2.0,1.0,True,18.0,2.0,6,254.0,79.704,0,0,0,3,12,15
35.0,2.0,False,19.0,3.0,6,258.0,79.581,0,0,0,2,12,15
54.0,1.0,True,17.0,4.0,6,252.0,102.332,0,0,1,4,12,15
58.0,1.0,True,17.0,5.0,6,248.0,105.989,0,0,1,5,12,15
71.0,1.0,True,17.0,6.0,6,259.0,96.744,0,0,0,4,12,15
56.0,1.0,True,2.0,3.0,6,249.0,108.531,0,0,1,4,1,15
45.0,1.0,True,8.0,2.0,6,259.0,79.563,0,0,0,2,8,15
56.0,1.0,True,6.0,3.0,6,251.0,103.008,0,0,1,4,8,15
52.0,1.0,True,17.0,2.0,6,265.0,92.189,0,0,0,4,18,15
21.0,1.0,True,20.0,2.0,6,255.0,81.646,0,0,0,3,17,15
24.0,1.0,True,20.0,3.0,6,257.0,80.682,0,0,0,1,17,15
53.0,1.0,True,20.0,4.0,6,252.0,102.041,0,0,1,4,17,15
57.0,1.0,True,19.0,2.0,6,245.0,108.018,0,0,1,5,9,15
54.0,1.0,True,13.0,2.0,6,250.0,107.858,0,0,1,4,3,15
54.0,1.0,True,9.0,2.0,6,251.0,101.01,0,0,1,4,19,15
19.0,1.0,True,20.0,2.0,6,203.0,83.193,0,0,0,3,0,15
53.0,1.0,True,18.0,3.0,6,256.0,96.281,0,0,0,4,0,15
2.0,1.0,True,19.0,2.0,6,256.0,80.757,0,0,0,3,21,15
53.0,1.0,True,17.0,3.0,6,254.0,96.935,0,0,0,4,21,15
2.0,1.0,True,20.0,2.0,6,258.0,80.434,0,0,0,3,6,15
55.0,1.0,True,18.0,3.0,6,247.0,104.22,0,0,1,4,6,15
60.0,1.0,True,17.0,4.0,6,247.0,102.782,0,0,1,5,6,15
33.0,1.0,True,7.0,2.0,6,256.0,79.289,0,0,0,3,11,15
55.0,1.0,True,3.0,3.0,6,248.0,102.379,0,0,1,4,11,15
51.0,1.0,True,11.0,2.0,6,259.0,87.706,0,0,0,3,10,15
55.0,1.0,True,11.0,3.0,6,249.0,103.38,0,0,1,4,10,15
32.0,1.0,True,8.0,2.0,6,257.0,78.165,0,0,0,3,5,15
55.0,1.0,True,4.0,3.0,6,253.0,99.603,0,0,1,4,5,15
34.0,1.0,True,7.0,2.0,6,257.0,80.767,0,0,0,2,16,15
56.0,1.0,True,8.0,3.0,6,250.0,102.32,0,0,1,4,16,15
55.0,1.0,True,5.0,2.0,6,251.0,115.804,0,0,1,4,15,15
52.0,1.0,True,16.0,2.0,6,262.0,92.154,0,0,0,4,2,15
55.0,1.0,True,10.0,2.0,6,249.0,106.026,0,0,1,4,13,15
27.0,1.0,True,1.0,2.0,7,280.0,98.427,0,0,0,3,20,19
53.0,3.0,False,1.0,3.0,7,282.0,97.231,0,0,0,1,20,19
25.0,1.0,True,5.0,2.0,7,275.0,99.313,0,0,0,2,5,19
51.0,4.0,False,2.0,3.0,7,276.0,98.688,0,0,0,1,5,19
26.0,1.0,True,6.0,2.0,7,277.0,98.401,0,0,0,2,15,19
46.0,4.0,False,4.0,3.0,7,276.0,97.181,0,0,0,1,15,19
28.0,1.0,True,9.0,2.0,7,281.0,98.204,0,0,0,3,12,19
51.0,1.0,True,5.0,3.0,7,283.0,95.599,0,0,0,1,12,19
16.0,1.0,True,8.0,2.0,7,277.0,99.079,0,0,0,2,16,19
42.0,1.0,True,6.0,3.0,7,277.0,99.152,0,0,0,3,16,19
15.0,4.0,False,11.0,2.0,7,276.0,99.74,0,0,0,1,18,19
35.0,1.0,False,13.0,3.0,7,277.0,100.11,0,0,0,3,18,19
20.0,4.0,False,10.0,2.0,7,284.0,99.017,0,0,0,1,1,19
45.0,1.0,False,10.0,3.0,7,280.0,98.759,0,0,0,3,1,19
14.0,1.0,True,13.0,2.0,7,277.0,98.928,0,0,0,2,11,19
36.0,1.0,True,14.0,3.0,7,278.0,100.678,0,0,0,3,11,19
10.0,1.0,True,16.0,2.0,7,274.0,101.115,0,0,0,3,21,19
37.0,1.0,True,15.0,3.0,7,274.0,99.856,0,0,0,3,21,19
20.0,1.0,True,16.0,2.0,7,285.0,100.742,0,0,0,2,4,19
40.0,1.0,True,14.0,3.0,7,280.0,100.082,0,0,0,3,4,19
1.0,1.0,True,20.0,1.0,7,275.0,95.79,0,0,0,3,8,19
17.0,1.0,True,18.0,2.0,7,277.0,99.864,0,0,0,1,8,19
42.0,26.0,False,14.0,3.0,7,279.0,99.362,0,0,0,3,8,19
11.0,1.0,True,16.0,2.0,7,281.0,100.506,0,0,0,3,19,19
35.0,1.0,True,14.0,3.0,7,277.0,97.984,0,0,0,2,19,19
18.0,1.0,True,15.0,2.0,7,288.0,100.323,0,0,0,3,13,19
40.0,1.0,True,13.0,3.0,7,276.0,98.905,0,0,0,2,13,19
10.0,1.0,True,19.0,2.0,7,275.0,100.443,0,0,0,3,3,19
39.0,1.0,True,17.0,3.0,7,287.0,98.438,0,0,0,2,3,19
9.0,1.0,True,19.0,2.0,7,285.0,98.728,0,0,0,2,6,19
27.0,1.0,True,18.0,3.0,7,278.0,99.843,0,0,0,3,6,19
44.0,1.0,True,16.0,4.0,7,280.0,100.839,0,0,0,2,6,19
17.0,1.0,True,20.0,2.0,7,274.0,102.254,0,0,0,3,0,19
38.0,1.0,True,19.0,3.0,7,277.0,98.923,0,0,0,2,0,19
2.0,1.0,True,20.0,2.0,7,273.0,116.0,0,0,0,3,10,19
23.0,1.0,True,20.0,3.0,7,274.0,100.436,0,0,0,2,10,19
51.0,4.0,False,20.0,4.0,7,280.0,98.017,0,0,0,1,10,19
11.0,1.0,True,19.0,2.0,7,285.0,99.51,0,0,0,2,9,19
25.0,1.0,True,19.0,3.0,7,278.0,101.735,0,0,0,3,9,19
43.0,1.0,True,19.0,4.0,7,280.0,98.274,0,0,0,2,9,19
6.0,1.0,True,19.0,2.0,7,272.0,100.88,0,0,0,3,2,19
40.0,1.0,True,20.0,3.0,7,275.0,103.035,0,0,0,3,2,19
1.0,1.0,True,19.0,1.0,7,274.0,94.301,0,0,0,2,17,19
18.0,1.0,True,20.0,2.0,7,274.0,101.467,0,0,0,3,17,19
37.0,1.0,True,20.0,3.0,7,277.0,101.816,0,0,0,3,17,19
13.0,1.0,True,1.0,2.0,8,184.0,149.911,1,0,0,3,20,7
43.0,1.0,True,1.0,3.0,8,278.0,79.311,0,0,0,2,20,7
11.0,1.0,False,19.0,2.0,8,276.0,81.94,0,0,0,3,4,7
34.0,1.0,True,18.0,3.0,8,276.0,80.911,0,0,1,3,4,7
38.0,1.0,True,7.0,2.0,8,280.0,79.774,0,0,0,2,12,7
69.0,1.0,True,6.0,3.0,8,280.0,81.192,0,0,0,1,12,7
13.0,1.0,False,3.0,2.0,8,214.0,141.915,1,0,0,3,1,7
42.0,1.0,True,2.0,3.0,8,275.0,79.272,0,0,0,3,1,7
40.0,1.0,True,4.0,2.0,8,282.0,80.182,0,0,0,3,8,7
12.0,1.0,False,16.0,2.0,8,120.0,102.344,1,0,1,3,18,7
28.0,1.0,True,19.0,3.0,8,272.0,81.189,0,0,1,3,18,7
36.0,1.0,True,19.0,2.0,8,276.0,82.185,0,0,0,2,9,7
54.0,1.0,True,18.0,3.0,8,279.0,81.837,0,0,0,2,9,7
12.0,1.0,True,17.0,2.0,8,211.0,104.807,1,0,1,3,3,7
51.0,1.0,True,19.0,3.0,8,281.0,80.592,0,0,0,3,3,7
2.0,1.0,True,20.0,2.0,8,276.0,82.407,0,0,0,3,19,7
35.0,34.0,True,16.0,2.0,8,280.0,80.934,0,0,1,3,19,7
13.0,1.0,True,12.0,2.0,8,265.0,125.716,1,0,0,3,0,7
13.0,1.0,True,14.0,2.0,8,228.0,124.45,1,0,0,3,21,7
33.0,1.0,True,19.0,3.0,8,278.0,81.363,0,0,0,3,21,7
12.0,1.0,True,15.0,2.0,8,189.0,101.519,1,0,1,3,6,7
32.0,1.0,True,18.0,3.0,8,279.0,79.532,0,0,0,3,6,7
13.0,1.0,True,9.0,2.0,8,193.0,135.376,1,0,0,3,11,7
37.0,1.0,True,9.0,3.0,8,270.0,80.851,0,0,0,3,11,7
13.0,1.0,True,11.0,2.0,8,261.0,125.08,1,0,0,3,10,7
36.0,2.0,False,12.0,3.0,8,278.0,80.153,0,0,0,3,10,7
13.0,1.0,True,2.0,2.0,8,170.0,141.261,1,0,0,3,5,7
41.0,1.0,True,3.0,3.0,8,278.0,80.396,0,0,0,2,5,7
39.0,1.0,True,5.0,2.0,8,280.0,80.059,0,0,0,3,16,7
13.0,1.0,True,19.0,2.0,8,273.0,86.211,1,0,0,3,15,7
37.0,1.0,True,10.0,2.0,8,279.0,79.412,0,0,0,2,2,7
13.0,1.0,True,10.0,2.0,8,219.0,131.956,1,0,0,3,13,7
38.0,1.0,False,13.0,3.0,8,280.0,80.869,0,0,0,3,13,7
3.0,3.0,False,1.0,2.0,9,270.0,124.721,1,0,0,2,20,2
25.0,1.0,True,3.0,3.0,9,282.0,86.769,0,0,0,3,20,2
50.0,1.0,True,1.0,4.0,9,277.0,86.268,0,0,0,2,20,2
70.0,4.0,False,1.0,5.0,9,278.0,87.83,0,0,0,1,20,2
3.0,3.0,False,9.0,2.0,9,270.0,113.084,1,0,0,2,4,2
15.0,1.0,True,11.0,3.0,9,188.0,107.588,0,1,0,3,4,2
45.0,1.0,True,10.0,4.0,9,274.0,93.21,0,0,0,2,4,2
3.0,3.0,False,13.0,2.0,9,270.0,106.027,1,0,0,2,12,2
26.0,1.0,True,10.0,3.0,9,282.0,86.979,0,0,0,2,12,2
51.0,1.0,True,5.0,4.0,9,277.0,85.421,0,0,0,3,12,2
3.0,3.0,False,6.0,2.0,9,269.0,116.216,1,0,0,3,1,2
16.0,1.0,False,7.0,3.0,9,271.0,88.475,0,1,0,2,1,2
45.0,1.0,True,6.0,4.0,9,274.0,86.987,0,0,0,2,1,2
3.0,3.0,False,2.0,2.0,9,272.0,123.609,1,0,0,2,8,2
16.0,1.0,True,2.0,3.0,9,271.0,90.565,0,1,0,2,8,2
48.0,1.0,True,3.0,4.0,9,277.0,86.182,0,0,0,3,8,2
3.0,3.0,False,8.0,2.0,9,269.0,114.143,1,0,0,2,18,2
16.0,1.0,False,15.0,3.0,9,272.0,89.716,0,1,0,3,18,2
37.0,1.0,True,14.0,4.0,9,273.0,88.068,0,0,0,3,18,2
55.0,1.0,True,11.0,5.0,9,275.0,86.08,0,0,0,2,18,2
3.0,3.0,False,16.0,2.0,9,271.0,103.374,1,0,0,2,17,2
15.0,1.0,True,17.0,3.0,9,271.0,106.237,0,1,0,3,17,2
44.0,1.0,True,13.0,4.0,9,283.0,87.442,0,0,0,3,17,2
3.0,1.0,True,20.0,3.0,9,276.0,98.407,1,0,0,3,9,2
35.0,2.0,False,19.0,4.0,9,271.0,88.835,0,0,0,3,9,2
1.0,1.0,True,19.0,1.0,9,108.0,103.684,1,0,1,2,3,2
3.0,3.0,False,18.0,2.0,9,270.0,100.986,1,0,0,2,3,2
13.0,1.0,True,19.0,3.0,9,270.0,88.203,0,0,1,3,3,2
38.0,1.0,True,18.0,4.0,9,273.0,87.267,0,0,0,2,3,2
3.0,2.0,False,19.0,3.0,9,272.0,96.315,1,0,0,3,19,2
24.0,1.0,True,17.0,4.0,9,269.0,94.099,0,0,0,3,19,2
44.0,1.0,True,18.0,5.0,9,271.0,87.489,0,0,0,2,19,2
3.0,3.0,False,10.0,2.0,9,273.0,111.85,1,0,0,2,0,2
15.0,1.0,True,13.0,3.0,9,223.0,107.455,0,1,0,3,0,2
42.0,1.0,True,12.0,4.0,9,275.0,93.6,0,0,0,3,0,2
3.0,3.0,False,14.0,2.0,9,272.0,105.016,1,0,0,2,21,2
9.0,1.0,True,20.0,3.0,9,270.0,90.807,0,0,0,3,21,2
39.0,1.0,True,17.0,4.0,9,274.0,88.218,0,0,0,3,21,2
3.0,6.0,False,7.0,2.0,9,271.0,115.282,1,0,0,2,6,2
12.0,1.0,True,19.0,3.0,9,270.0,87.794,0,0,0,3,6,2
3.0,3.0,False,12.0,2.0,9,269.0,107.299,1,0,0,2,11,2
15.0,1.0,True,15.0,3.0,9,265.0,106.235,0,1,0,3,11,2
41.0,1.0,True,14.0,4.0,9,272.0,96.628,0,0,0,3,11,2
3.0,3.0,False,5.0,2.0,9,270.0,118.477,1,0,0,2,10,2
15.0,1.0,True,8.0,3.0,9,183.0,108.225,0,1,0,3,10,2
42.0,1.0,True,8.0,4.0,9,275.0,87.349,0,0,0,3,10,2
3.0,3.0,False,4.0,2.0,9,269.0,120.135,1,0,0,2,5,2
15.0,1.0,True,7.0,3.0,9,192.0,106.689,0,1,0,3,5,2
43.0,1.0,True,8.0,4.0,9,273.0,93.868,0,0,0,2,5,2
3.0,3.0,False,3.0,2.0,9,272.0,122.583,1,0,0,2,16,2
16.0,1.0,True,6.0,3.0,9,280.0,90.511,0,1,0,2,16,2
46.0,1.0,True,4.0,4.0,9,277.0,92.869,0,0,0,3,16,2
3.0,3.0,False,11.0,2.0,9,269.0,108.025,1,0,0,2,15,2
15.0,1.0,True,14.0,3.0,9,251.0,107.551,0,1,0,3,15,2
42.0,1.0,True,10.0,4.0,9,280.0,87.635,0,0,0,2,15,2
3.0,3.0,False,17.0,2.0,9,271.0,101.708,1,0,0,3,2,2
22.0,1.0,True,19.0,3.0,9,270.0,98.722,0,0,0,2,2,2
41.0,1.0,True,19.0,4.0,9,276.0,88.026,0,0,0,3,2,2
3.0,3.0,False,15.0,2.0,9,268.0,104.523,1,0,0,2,13,2
15.0,1.0,True,16.0,3.0,9,269.0,106.66,0,1,0,3,13,2
23.0,1.0,True,18.0,4.0,9,269.0,96.077,0,0,0,3,13,2
42.0,1.0,True,19.0,5.0,9,272.0,88.454,0,0,0,2,13,2
32.0,4.0,False,11.0,2.0,10,174.0,126.804,0,1,1,1,4,6
29.0,1.0,True,13.0,2.0,10,249.0,110.559,0,0,0,1,12,6
34.0,4.0,False,6.0,2.0,10,223.0,147.213,1,0,0,1,1,6
19.0,1.0,True,12.0,2.0,10,249.0,112.861,0,0,0,3,8,6
33.0,1.0,True,10.0,3.0,10,118.0,146.13,1,1,0,2,8,6
32.0,4.0,False,14.0,2.0,10,120.0,131.273,0,1,1,1,18,6
30.0,1.0,True,16.0,2.0,10,250.0,112.724,0,0,0,1,17,6
28.0,1.0,True,17.0,2.0,10,248.0,113.094,0,0,0,2,3,6
33.0,1.0,True,17.0,3.0,10,197.0,144.933,1,1,0,1,3,6
15.0,1.0,True,18.0,2.0,10,245.0,114.644,0,0,0,3,19,6
33.0,1.0,True,16.0,3.0,10,181.0,145.863,1,1,0,1,19,6
33.0,5.0,False,9.0,2.0,10,111.0,146.603,1,1,0,1,0,6
25.0,1.0,True,18.0,2.0,10,247.0,115.24,0,0,0,3,21,6
34.0,1.0,True,17.0,3.0,10,232.0,142.914,1,0,0,1,21,6
37.0,4.0,False,18.0,4.0,10,110.0,148.721,1,0,0,1,21,6
8.0,1.0,True,20.0,2.0,10,245.0,127.922,0,0,0,2,6,6
33.0,1.0,True,18.0,3.0,10,181.0,146.674,1,1,0,1,6,6
27.0,1.0,True,12.0,2.0,10,250.0,112.728,0,0,0,3,16,6
29.0,1.0,True,9.0,2.0,10,250.0,113.262,0,0,0,2,15,6
33.0,1.0,True,14.0,2.0,10,154.0,146.908,1,1,0,1,2,6
30.0,1.0,True,6.0,2.0,10,249.0,112.49,0,0,0,3,13,6
24.0,1.0,True,1.0,2.0,11,245.0,102.007,0,0,0,3,20,9
52.0,4.0,False,1.0,3.0,11,250.0,102.723,0,0,0,2,20,9
18.0,1.0,True,5.0,2.0,11,245.0,100.528,0,0,0,3,10,9
45.0,4.0,False,3.0,3.0,11,248.0,101.182,0,0,0,2,10,9
25.0,7.0,False,7.0,2.0,11,246.0,102.542,0,0,0,2,12,9
43.0,4.0,False,6.0,3.0,11,251.0,100.363,0,0,0,2,12,9
17.0,1.0,True,8.0,2.0,11,240.0,104.676,0,0,0,3,5,9
50.0,4.0,False,5.0,3.0,11,247.0,101.746,0,0,0,2,5,9
19.0,1.0,True,5.0,2.0,11,244.0,102.563,0,0,0,3,13,9
43.0,4.0,False,5.0,3.0,11,252.0,102.043,0,0,0,2,13,9
29.0,1.0,True,14.0,2.0,11,252.0,103.607,0,0,0,2,15,9
47.0,1.0,True,8.0,3.0,11,247.0,99.96,0,0,0,2,15,9
18.0,1.0,True,11.0,2.0,11,246.0,109.137,0,0,0,3,8,9
44.0,5.0,False,8.0,3.0,11,248.0,99.627,0,0,0,3,8,9
16.0,1.0,True,11.0,2.0,11,245.0,102.604,0,0,0,3,16,9
45.0,4.0,False,8.0,3.0,11,247.0,102.939,0,0,0,3,16,9
21.0,5.0,False,11.0,2.0,11,249.0,104.378,0,0,0,3,1,9
44.0,1.0,True,9.0,3.0,11,246.0,103.982,0,0,0,3,1,9
10.0,6.0,False,15.0,2.0,11,243.0,102.58,0,0,0,3,18,9
35.0,5.0,False,15.0,3.0,11,251.0,105.7,0,0,0,3,18,9
9.0,4.0,False,18.0,2.0,11,245.0,102.711,0,0,0,3,0,9
32.0,1.0,True,17.0,3.0,11,248.0,103.771,0,0,0,3,0,9
10.0,6.0,False,16.0,2.0,11,244.0,103.443,0,0,0,3,2,9
41.0,4.0,False,13.0,3.0,11,248.0,105.01,0,0,0,3,2,9
19.0,4.0,False,18.0,2.0,11,244.0,104.503,0,0,0,3,14,9
30.0,4.0,False,18.0,3.0,11,245.0,102.809,0,0,0,2,14,9
17.0,4.0,False,15.0,2.0,11,245.0,104.661,0,0,0,3,6,9
39.0,6.0,False,16.0,3.0,11,249.0,103.179,0,0,0,3,6,9
10.0,4.0,False,18.0,2.0,11,244.0,108.197,0,0,0,3,19,9
45.0,1.0,True,16.0,3.0,11,246.0,102.64,0,0,0,2,19,9
11.0,6.0,False,18.0,2.0,11,244.0,109.938,0,0,0,3,21,9
39.0,6.0,False,18.0,3.0,11,247.0,106.894,0,0,0,3,21,9
15.0,4.0,False,17.0,2.0,11,246.0,104.286,0,0,0,3,9,9
42.0,6.0,False,18.0,3.0,11,246.0,103.525,0,0,0,3,9,9
14.0,4.0,False,18.0,2.0,11,247.0,105.893,0,0,0,3,17,9
35.0,1.0,True,18.0,3.0,11,247.0,102.497,0,0,0,3,17,9
15.0,1.0,True,2.0,2.0,12,213.0,123.986,0,0,0,2,20,5
31.0,1.0,True,1.0,3.0,12,216.0,123.585,0,0,0,1,20,5
14.0,1.0,True,2.0,2.0,12,213.0,126.242,0,0,0,2,12,5
30.0,1.0,True,2.0,3.0,12,216.0,124.522,0,0,0,1,12,5
